disease,study,title,tech,pmid
http://purl.obolibrary.org/obo/MONDO_0005575,http://purl.org/okn/wobd/study/E-PROT-109,Molecular composition of serum exosomes could discriminate rectal cancer patients with different responses to neoadjuvant radiotherapy,,35205741.0
http://purl.obolibrary.org/obo/MONDO_0005575,http://purl.org/okn/wobd/study/E-PROT-73,NCI60 proteome by PCT-SWATH - Quantitative Proteome Landscape of the NCI-60 Cancer Cell Lines,,31733513.0
http://purl.obolibrary.org/obo/MONDO_0006951,http://purl.org/okn/wobd/study/E-PROT-111,Branch retinal vein occlusion in a porcine model,,26086079.0
http://purl.obolibrary.org/obo/MONDO_0007915,http://purl.org/okn/wobd/study/E-GEOD-13887,Transcription profiling of human CD3-positive T cells from SLE and controls reveals activation of mTOR controls the loss of TCRI? in lupus T cells through HRES-1/Rab4-regulated lysosomal degradation,,19201859.0
http://purl.obolibrary.org/obo/MONDO_0007915,http://purl.org/okn/wobd/study/E-GEOD-38351,The multifaceted balance of TNF-a and type I / II interferon responses in SLE and RA: how monocytes manage the impact of cytokines,,22610275.0
http://purl.obolibrary.org/obo/MONDO_0007915,http://purl.org/okn/wobd/study/E-GEOD-72509,SLE lupus RNA-seq,,26382853.0
http://purl.obolibrary.org/obo/MONDO_0007915,http://purl.org/okn/wobd/study/E-MEXP-1635,Transcriptome profiling of  PBMCs from primary antiphospholipid syndrome and systemic lupus erythematosus patients and healthy controls,,17960154.0
http://purl.obolibrary.org/obo/MONDO_0008840,http://purl.org/okn/wobd/study/E-GEOD-61019,Ataxia-telangiectasia cerebellar cortex expression,,26510954.0
http://purl.obolibrary.org/obo/MONDO_0008840,http://purl.org/okn/wobd/study/E-GEOD-75852,Human iPSC-Derived Cerebellar Neurons from a Patient with Ataxia-Telangiectasia Reveal Disrupted Gene Regulatory Networks,,29081736.0
http://purl.obolibrary.org/obo/MONDO_0009832,http://purl.org/okn/wobd/study/E-MTAB-5958,RNA-seq of definitive endoderm and pancreatic progenitor cells derived in vitro from human pluripotent stem cells in order to study the role of transcription factor GATA6 in human pancreas development,,30629940.0
http://purl.obolibrary.org/obo/MONDO_0011308,http://purl.org/okn/wobd/study/E-MTAB-7416,Transcriptomics study on the effect of alternative oxidase expression in Bcs1l mutant (S78G) mice (Mus musculus),,
http://purl.obolibrary.org/obo/MONDO_0011842,http://purl.org/okn/wobd/study/E-PROT-58,Protein expression in the dorsolateral prefrontal complex brain samples from the University of Pennsylvania School of Medicine Brain Bank,,32284590.0
http://purl.obolibrary.org/obo/MONDO_0013135,http://purl.org/okn/wobd/study/E-MTAB-8875,RNAseq on PBMC of three patients with Familial Hemophagocytic Lymphohistiocytosis Type 5 (FHL5) and three age and sex-matched controls,,
http://purl.obolibrary.org/obo/MONDO_0018163,http://purl.org/okn/wobd/study/E-MTAB-8824,RNA-seq of whole tissue of 3 days post fertilization atp6v1e1b-deficient zebrafish larvae and wild-type controls,,25516281.0
http://purl.obolibrary.org/obo/MONDO_0018531,http://purl.org/okn/wobd/study/E-GEOD-68086,"RNA-seq of tumor-educated platelets enables blood-based pan-cancer, multiclass and molecular pathway cancer diagnostics",,26525104.0
http://purl.obolibrary.org/obo/MONDO_0019072,http://purl.org/okn/wobd/study/E-GEOD-46960,Comprehensive gene expression profile of human livers from patients with biliary atresia at the time of diagnosis and the corresponding disease and normal controls,,24493287.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-11083,Childhood Onset Rheumatic Disease Gene Expression Profile,,19236715.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-13501,Subtype-specific peripheral blood gene expression profiles in recent onset JIA,,19565513.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-13849,Expression Signatures in Polyarticular JIA Show Heterogeneity and Offer a Molecular Classification of Disease Subsets,,19565504.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-15645,Remission in Polyarticular Juvenile Idiopathic Arthritis,,19248118.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-41831,Remission in Juvenile Idiopathic Arthritis Achieved on Different Drug Regimens,,
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-79970,Peripheral Blood Mononuclear Cells (PBMC) Gene Expression-Based Biomarkers in Juvenile Idiopathic Arthritis (JIA),,27385437.0
http://purl.obolibrary.org/obo/MONDO_0019432,http://purl.org/okn/wobd/study/E-GEOD-83415,CD4+ T Cells Gene Expression-Based Biomarkers in Juvenile Idiopathic Arthritis (JIA),,27385437.0
http://purl.obolibrary.org/obo/MONDO_0022037,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://purl.obolibrary.org/obo/MONDO_0022037,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://purl.obolibrary.org/obo/MONDO_0022037,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://purl.obolibrary.org/obo/MONDO_0022529,http://purl.org/okn/wobd/study/E-GEOD-72925,Intragraft anti-viral-specific gene expression as a distinctive transcriptional signature for polyomavirus-associated nephropathy,,27140517.0
http://purl.obolibrary.org/obo/MONDO_0025096,http://purl.org/okn/wobd/study/E-MEXP-3497,Transcription profiling by array of bovine gene expression changes during inflammatory gamma-herpesvirus infection,,
http://purl.obolibrary.org/obo/MONDO_0100096,http://purl.org/okn/wobd/study/E-ENAD-46,Lung and colon transcriptome profiling of fatal COVID-19 cases,,33082228.0
http://purl.obolibrary.org/obo/MONDO_0100096,http://purl.org/okn/wobd/study/E-GEOD-150316,Spectrum of Viral Load and Host Response Seen in Autopsies of SARS-CoV-2 Infected Lungs,,
http://purl.obolibrary.org/obo/MONDO_0100096,http://purl.org/okn/wobd/study/E-MTAB-9721,Temporal dynamics of the host molecular responses underlying severe COVID-19 progression and disease resolution,,
http://purl.obolibrary.org/obo/NCBITaxon_11623,http://purl.org/okn/wobd/study/E-MTAB-901,Pinschewer_Kallert_1210,,22323740.0
http://purl.obolibrary.org/obo/NCIT_C48660,http://purl.org/okn/wobd/study/E-MTAB-4771,Rapid reprogramming of primary human astrocytes into potent tumor initiating cells with defined genetic factors,,27364552.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-CURD-146,Diagnosis of multisystem inflammatory syndrome in children (MIS-C) by a whole-blood transcriptional signature,,37255317.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-CURD-149,Diagnosis of multisystem inflammatory syndrome in children (MIS-C) by a whole-blood transcriptional signature - differential analysis,,37255317.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-28,Gene Expression-Based Classifiers Identify Staphylococcus aureus Infection in Mice and Humans,,23326304.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-33,Mapping regulatory variation in sensory neurons using IPS lines from the HIPSCI project,,29229984.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-34,BLUEPRINT EpiVar project: Genetic Drivers of Epigenetic and Transcriptional Variation in Human Immune Cells,,27863251.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-35,HipSci Project - RNAseq of healthy volunteers,,28489815.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-41,Regulation of gene expression in macrophage immune response,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-42,RNA-seq of human islet pancreatic cells to identify eQTL loci,,26624892.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-ENAD-46,Lung and colon transcriptome profiling of fatal COVID-19 cases,,33082228.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-100100,A data mining paradigm for identifying key factors in biological processes using gene expression data,,29899432.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-100833,"A functional genomics predictive network model identifies regulators of inflammatory bowel disease: Microarray Analysis of Human Blood and Intestinal Biopsy Samples from a Phase 2b, Double-blind, Placebo-controlled Study of Ustekinumab in Crohn's Disease",,28892060.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-102008,Peripheral blood biomarkers in Friedreich's ataxia,,29790959.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-102133,Mucosal gene expression profiling in ileum of patients with Crohn's disease,,30657881.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-103170,Neutrophils in systemic onset Juvenile Idiopathic Arthritis display sepsis-like features which can be reverted by IL-1 blockade,,29426067.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-103501,A multidimensional blood stimulation assay reveals immune alterations underlying systemic juvenile idiopathic arthritis [RNA-Seq],,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10406,"Transcription profiling of human sinus mucosa from cystic fibrosis, chronic rhinosinusitis patients and controls",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-104288,Comprehensive Analysis of Gene Expression Patterns in Friedreich’s Ataxia Fibroblasts by RNA Sequencing Reveals Altered Levels of Protein Synthesis Factors and Solute Carriers,,29125828.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10746,Transcription profiling by array of human patients with acute myeloid leukemia and chemotherapy-induced oral mucositis,,21862359.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10767,Transcription profiling by array of human BMPR2 mutation carriers with and without evidence of pulmonary arterial hypertension,,18823550.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10780,Transcription profiling of human histologically normal breast tissues reveals proliferative genes dominate malignancy-risk gene signature,,19266279.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10797,Transcription profiling by array of human breast epithelium and stroma in normal reduction mammoplasty and invasive breast cancer patients,,18373191.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-10927,"Transcription profiling of human adrenocortical carcinomas (33), adenomas (22), and normal adrenal cortex (10)",,19147773.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11083,Childhood Onset Rheumatic Disease Gene Expression Profile,,19236715.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11151,Gene expression data from human data of different types of renal tumors and normal kidneys,,19445733.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11166,Local regulation and clinical impact of complement gene expression in deceased and living donor kidney allografts,,19443638.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-112057,Whole Blood Transcriptome Profiling in Juvenile Idiopathic Arthritis and Inflammatory Bowel Disease,,29950172.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-114103,Transciptomic profiling of the uterii of laying and non-laying hens using RNA-seq,,30443032.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11755,Transcription profiling of human pediatric meningococcal sepsis patients reveals dynamic changes in NK-cell and cytotoxic molecules,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11761,Transcription profiling of human peripheral blood mononuclear cells after a brief bout of exercise alters gene expression PBMCs from early- and late-pubertal males,,19127215.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11783,Transcription profiling by array of bladder tissue of patients with interstitial cystitis,,19400928.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11839,Transcription profiling by array of human female interstitial cystitis urothelial cells after inducing differentiation,,18951569.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11886,Transcription profiling of human macrophages from ankylosing spondylitis patients reveals interferon-gamma dysregulation,,18512784.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-11971,Transcription profiling of human muscles from untreated children with juvenile dermatomyositis,,18671865.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-120683,Expression data from human kidney tubule epithelial cells,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-120774,Expression Data from epicardial (EAT) and subcutaneous adipose tissue (SAT) in patients with coronary artery disease,,31513547.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-12198,Primary NKcells vs. NKAES-derived NK cells vs. NKcells stimulated by low/high dose IL2 after 7days of culture,,19383914.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-12452,Transcription profiling of human nasopharyngeal carcinoma vs control,,17119049.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-12606,HLA ligand profiles of primary renal cell carcinoma maintained in metastases.sue,,19184600.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-12685,Transcription profiling of human Alzheimers disease patients to identify genes regulating synaptic function and neuroplasticity in incipient AD,,19295912.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-1294,Transcription profiling of Ts1Cje mouse model for Down syndrome reveals dosage dependent overexpression in the trisomic region,,15138197.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-1297,Transcription profiling of human hippocampus samples from patients with Alzheimers disease of varying severity,,14769913.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-130856,Villitis of unknown etiology in the human placenta,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-13316,miRNA expression data in idiopathic pulmonary fibrosis,,20395557.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-13355,Transcription profiling of human skin from psoriatic patients and normal controls,,19169254.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-GEOD-13396,Transcription profiling of human bronchial epithelial cells from normal and asthmatic individuals to investigate rhinovirus-induced modulation of gene expression,,19710636.0
