sym,go,goLabel,ns
EGFR,http://purl.obolibrary.org/obo/GO_0071392,cellular response to estradiol stimulus,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_0090037,positive regulation of protein kinase C signaling,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_0090263,positive regulation of canonical Wnt signaling pathway,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_0097489,"multivesicular body, internal vesicle lumen",Cellular Component
EGFR,http://purl.obolibrary.org/obo/GO_0097708,intracellular vesicle,Cellular Component
EGFR,http://purl.obolibrary.org/obo/GO_0098609,cell-cell adhesion,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_1902895,positive regulation of miRNA transcription,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_1903078,positive regulation of protein localization to plasma membrane,Biological Process
EGFR,http://purl.obolibrary.org/obo/GO_1905208,negative regulation of cardiocyte differentiation,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0005506,iron ion binding,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
EGLN3,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
EGLN3,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
EGLN3,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
EGLN3,http://purl.obolibrary.org/obo/GO_0006915,apoptotic process,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0006974,DNA damage response,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0016491,oxidoreductase activity,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0016706,2-oxoglutarate-dependent dioxygenase activity,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0018126,protein hydroxylation,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0031418,L-ascorbic acid binding,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0031545,peptidyl-proline 4-dioxygenase activity,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0043523,regulation of neuron apoptotic process,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0050821,protein stabilization,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0051213,dioxygenase activity,Molecular Function
EGLN3,http://purl.obolibrary.org/obo/GO_0110076,negative regulation of ferroptosis,Biological Process
EGLN3,http://purl.obolibrary.org/obo/GO_0160082,hypoxia-inducible factor-proline dioxygenase activity,Molecular Function
EIF2B3,http://purl.obolibrary.org/obo/GO_0002183,cytoplasmic translational initiation,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0003743,translation initiation factor activity,Molecular Function
EIF2B3,http://purl.obolibrary.org/obo/GO_0005085,guanyl-nucleotide exchange factor activity,Molecular Function
EIF2B3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
EIF2B3,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
EIF2B3,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
EIF2B3,http://purl.obolibrary.org/obo/GO_0006412,translation,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0006413,translational initiation,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0007417,central nervous system development,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0009408,response to heat,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0009749,response to glucose,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0014003,oligodendrocyte development,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0043434,response to peptide hormone,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0045948,positive regulation of translational initiation,Biological Process
EIF2B3,http://purl.obolibrary.org/obo/GO_0050852,T cell receptor signaling pathway,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0001732,formation of cytoplasmic translation initiation complex,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0002183,cytoplasmic translational initiation,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0003723,RNA binding,Molecular Function
EIF3K,http://purl.obolibrary.org/obo/GO_0003743,translation initiation factor activity,Molecular Function
EIF3K,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
EIF3K,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
EIF3K,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
EIF3K,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
EIF3K,http://purl.obolibrary.org/obo/GO_0006412,translation,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0006413,translational initiation,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0006446,regulation of translational initiation,Biological Process
EIF3K,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
EIF3K,http://purl.obolibrary.org/obo/GO_0043022,ribosome binding,Molecular Function
ELAVL3,http://purl.obolibrary.org/obo/GO_0003676,nucleic acid binding,Molecular Function
ELAVL3,http://purl.obolibrary.org/obo/GO_0003723,RNA binding,Molecular Function
ELAVL3,http://purl.obolibrary.org/obo/GO_0003730,mRNA 3'-UTR binding,Molecular Function
ELAVL3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
