sym,go,goLabel,ns
TARDBP,http://purl.obolibrary.org/obo/GO_1990000,amyloid fibril formation,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0004998,transferrin receptor activity,Molecular Function
TFR2,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TFR2,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
TFR2,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TFR2,http://purl.obolibrary.org/obo/GO_0006826,iron ion transport,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0006879,intracellular iron ion homeostasis,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0006898,receptor-mediated endocytosis,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0009897,external side of plasma membrane,Cellular Component
TFR2,http://purl.obolibrary.org/obo/GO_0010039,response to iron ion,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
TFR2,http://purl.obolibrary.org/obo/GO_0033572,transferrin transport,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0039706,co-receptor binding,Molecular Function
TFR2,http://purl.obolibrary.org/obo/GO_0045807,positive regulation of endocytosis,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0045944,positive regulation of transcription by RNA polymerase II,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0060586,multicellular organismal-level iron ion homeostasis,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0071281,cellular response to iron ion,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0090277,positive regulation of peptide hormone secretion,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_0140298,endocytic iron import into cell,Biological Process
TFR2,http://purl.obolibrary.org/obo/GO_1903319,positive regulation of protein maturation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0001666,response to hypoxia,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0001837,epithelial to mesenchymal transition,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0001889,liver development,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0003007,heart morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0003150,muscular septum morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0003151,outflow tract morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0003223,ventricular compact myocardium morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0004888,transmembrane signaling receptor activity,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005024,transforming growth factor beta receptor activity,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005114,type II transforming growth factor beta receptor binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005160,transforming growth factor beta receptor binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005539,glycosaminoglycan binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0006955,immune response,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0007179,transforming growth factor beta receptor signaling pathway,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0007181,transforming growth factor beta receptor complex assembly,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0008201,heparin binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0009897,external side of plasma membrane,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0015026,coreceptor activity,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0016323,basolateral plasma membrane,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0016477,cell migration,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0017134,fibroblast growth factor binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0030165,PDZ domain binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0030336,negative regulation of cell migration,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0030509,BMP signaling pathway,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0030511,positive regulation of transforming growth factor beta receptor signaling pathway,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0030512,negative regulation of transforming growth factor beta receptor signaling pathway,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0031100,animal organ regeneration,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0032354,response to follicle-stimulating hormone,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0034695,response to prostaglandin E,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0034699,response to luteinizing hormone,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0035556,intracellular signal transduction,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0036122,BMP binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0043124,negative regulation of canonical NF-kappaB signal transduction,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0046328,regulation of JNK cascade,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0046332,SMAD binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0048185,activin binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0050431,transforming growth factor beta binding,Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0050680,negative regulation of epithelial cell proliferation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0055010,ventricular cardiac muscle tissue morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060038,cardiac muscle cell proliferation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060045,positive regulation of cardiac muscle cell proliferation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060216,definitive hemopoiesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060317,cardiac epithelial to mesenchymal transition,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060318,definitive erythrocyte differentiation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060347,heart trabecula formation,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060391,positive regulation of SMAD protein signal transduction,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060392,negative regulation of SMAD protein signal transduction,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060412,ventricular septum morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060939,epicardium-derived cardiac fibroblast cell development,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0060979,vasculogenesis involved in coronary vascular morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0061384,heart trabecula morphogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0062009,secondary palate development,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0065003,protein-containing complex assembly,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,Cellular Component
TGFBR3,http://purl.obolibrary.org/obo/GO_0070123,"transforming growth factor beta receptor activity, type III",Molecular Function
TGFBR3,http://purl.obolibrary.org/obo/GO_0070372,regulation of ERK1 and ERK2 cascade,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0090050,positive regulation of cell migration involved in sprouting angiogenesis,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,Biological Process
TGFBR3,http://purl.obolibrary.org/obo/GO_1901202,negative regulation of extracellular matrix assembly,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0001530,lipopolysaccharide binding,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0001540,amyloid-beta binding,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0001726,ruffle,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0001875,lipopolysaccharide immune receptor activity,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0001891,phagocytic cup,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0002224,toll-like receptor signaling pathway,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0002246,wound healing involved in inflammatory response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0002376,immune system process,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0002755,MyD88-dependent toll-like receptor signaling pathway,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0004888,transmembrane signaling receptor activity,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0005102,signaling receptor binding,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0005769,early endosome,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0006909,phagocytosis,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0006952,defense response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0006955,immune response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0009897,external side of plasma membrane,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0010008,endosome membrane,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0010572,positive regulation of platelet activation,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0016046,detection of fungus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032496,response to lipopolysaccharide,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032497,detection of lipopolysaccharide,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032680,regulation of tumor necrosis factor production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032689,negative regulation of type II interferon production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032700,negative regulation of interleukin-17 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032707,negative regulation of interleukin-23 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032715,negative regulation of interleukin-6 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032720,negative regulation of tumor necrosis factor production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032722,positive regulation of chemokine production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032727,positive regulation of interferon-alpha production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032728,positive regulation of interferon-beta production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032729,positive regulation of type II interferon production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032731,positive regulation of interleukin-1 beta production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032732,positive regulation of interleukin-1 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032733,positive regulation of interleukin-10 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032735,positive regulation of interleukin-12 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032755,positive regulation of interleukin-6 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032757,positive regulation of interleukin-8 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0032760,positive regulation of tumor necrosis factor production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0034142,toll-like receptor 4 signaling pathway,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0035666,TRIF-dependent toll-like receptor signaling pathway,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0036120,cellular response to platelet-derived growth factor stimulus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0038023,signaling receptor activity,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0042088,T-helper 1 type immune response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0042116,macrophage activation,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0042742,defense response to bacterium,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0043032,positive regulation of macrophage activation,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0043123,positive regulation of canonical NF-kappaB signal transduction,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0045087,innate immune response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0045321,leukocyte activation,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0045429,positive regulation of nitric oxide biosynthetic process,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0045671,negative regulation of osteoclast differentiation,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0045944,positive regulation of transcription by RNA polymerase II,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0046982,protein heterodimerization activity,Molecular Function
TLR4,http://purl.obolibrary.org/obo/GO_0048471,perinuclear region of cytoplasm,Cellular Component
TLR4,http://purl.obolibrary.org/obo/GO_0050727,regulation of inflammatory response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0050729,positive regulation of inflammatory response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0050829,defense response to Gram-negative bacterium,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0051606,detection of stimulus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0060729,intestinal epithelial structure maintenance,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0070373,negative regulation of ERK1 and ERK2 cascade,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0071222,cellular response to lipopolysaccharide,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0071260,cellular response to mechanical stimulus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0071346,cellular response to type II interferon,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0120163,negative regulation of cold-induced thermogenesis,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_0140052,cellular response to oxidised low-density lipoprotein particle stimulus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1900017,positive regulation of cytokine production involved in inflammatory response,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1900227,positive regulation of NLRP3 inflammasome complex assembly,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1903428,positive regulation of reactive oxygen species biosynthetic process,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1903974,positive regulation of cellular response to macrophage colony-stimulating factor stimulus,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1904466,positive regulation of matrix metallopeptidase secretion,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_1904646,cellular response to amyloid-beta,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,Biological Process
TLR4,http://purl.obolibrary.org/obo/GO_2001238,positive regulation of extrinsic apoptotic signaling pathway,Biological Process
TM2D3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TM2D3,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TM2D3,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TM2D3,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
TM2D3,http://purl.obolibrary.org/obo/GO_0035334,"Notch receptor processing, ligand-independent",Biological Process
TM2D3,http://purl.obolibrary.org/obo/GO_0045747,positive regulation of Notch signaling pathway,Biological Process
TM2D3,http://purl.obolibrary.org/obo/GO_0046331,lateral inhibition,Biological Process
TM2D3,http://purl.obolibrary.org/obo/GO_2000010,positive regulation of protein localization to cell surface,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0000139,Golgi membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TMED10,http://purl.obolibrary.org/obo/GO_0005783,endoplasmic reticulum,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005789,endoplasmic reticulum membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005793,endoplasmic reticulum-Golgi intermediate compartment,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005801,cis-Golgi network,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0006886,intracellular protein transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0007030,Golgi organization,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0008320,protein transmembrane transporter activity,Molecular Function
TMED10,http://purl.obolibrary.org/obo/GO_0012507,ER to Golgi transport vesicle membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0015031,protein transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0016192,vesicle-mediated transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0019905,syntaxin binding,Molecular Function
TMED10,http://purl.obolibrary.org/obo/GO_0030133,transport vesicle,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0030137,COPI-coated vesicle,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0030140,trans-Golgi network transport vesicle,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0030658,transport vesicle membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0030667,secretory granule membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0032732,positive regulation of interleukin-1 production,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0035459,vesicle cargo loading,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0035964,COPI-coated vesicle budding,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0042470,melanosome,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0042589,zymogen granule membrane,Cellular Component
TMED10,http://purl.obolibrary.org/obo/GO_0045055,regulated exocytosis,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0048199,"vesicle targeting, to, from or within Golgi",Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0048205,COPI coating of Golgi vesicle,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0048208,COPII vesicle coating,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0050714,positive regulation of protein secretion,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0071806,protein transmembrane transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0106272,protein localization to ERGIC,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_0106273,cytosol to ERGIC protein transport,Biological Process
TMED10,http://purl.obolibrary.org/obo/GO_1902003,regulation of amyloid-beta formation,Biological Process
TMEM106B,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TMEM106B,http://purl.obolibrary.org/obo/GO_0005764,lysosome,Cellular Component
TMEM106B,http://purl.obolibrary.org/obo/GO_0005765,lysosomal membrane,Cellular Component
TMEM106B,http://purl.obolibrary.org/obo/GO_0005768,endosome,Cellular Component
TMEM106B,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TMEM106B,http://purl.obolibrary.org/obo/GO_0031902,late endosome membrane,Cellular Component
TMEM106B,http://purl.obolibrary.org/obo/GO_0032418,lysosome localization,Biological Process
TMEM106B,http://purl.obolibrary.org/obo/GO_0048813,dendrite morphogenesis,Biological Process
TMEM106B,http://purl.obolibrary.org/obo/GO_0051117,ATPase binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0000122,negative regulation of transcription by RNA polymerase II,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0000976,transcription cis-regulatory region binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0001666,response to hypoxia,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0001774,microglial cell activation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0001819,positive regulation of cytokine production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0001891,phagocytic cup,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0001937,negative regulation of endothelial cell proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0001975,response to amphetamine,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002020,protease binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0002037,negative regulation of L-glutamate import across plasma membrane,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002281,macrophage activation involved in immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002439,chronic inflammatory response to antigenic stimulus,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002639,positive regulation of immunoglobulin production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002700,regulation of production of molecular mediator of immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0002719,negative regulation of cytokine production involved in immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0003009,skeletal muscle contraction,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0003085,negative regulation of systemic arterial blood pressure,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0005125,cytokine activity,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0005164,tumor necrosis factor receptor binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0006325,chromatin organization,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0006955,immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0007259,cell surface receptor signaling pathway via JAK-STAT,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0007623,circadian rhythm,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0008285,negative regulation of cell population proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0008625,extrinsic apoptotic signaling pathway via death domain receptors,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0008630,intrinsic apoptotic signaling pathway in response to DNA damage,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009410,response to xenobiotic stimulus,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009612,response to mechanical stimulus,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009615,response to virus,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009617,response to bacterium,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009651,response to salt stress,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009750,response to fructose,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0009897,external side of plasma membrane,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0010459,negative regulation of heart rate,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0010573,vascular endothelial growth factor production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0010629,negative regulation of gene expression,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0010744,positive regulation of macrophage derived foam cell differentiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0010888,negative regulation of lipid storage,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0014823,response to activity,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0019722,calcium-mediated signaling,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0031334,positive regulation of protein-containing complex assembly,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0031349,positive regulation of defense response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0031622,positive regulation of fever generation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0031642,negative regulation of myelination,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0031667,response to nutrient levels,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032496,response to lipopolysaccharide,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032715,negative regulation of interleukin-6 production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032722,positive regulation of chemokine production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032724,positive regulation of fractalkine production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032731,positive regulation of interleukin-1 beta production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032741,positive regulation of interleukin-18 production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032755,positive regulation of interleukin-6 production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0032757,positive regulation of interleukin-8 production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0033209,tumor necrosis factor-mediated signaling pathway,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0034116,positive regulation of heterotypic cell-cell adhesion,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0034138,toll-like receptor 3 signaling pathway,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0035900,response to isolation stress,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0036005,response to macrophage colony-stimulating factor,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0042127,regulation of cell population proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0042311,vasodilation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0043025,neuronal cell body,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0043065,positive regulation of apoptotic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043066,negative regulation of apoptotic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043068,positive regulation of programmed cell death,Biological Process
