traitLabel,entrez,sym,weight,scoreType,method
Alzheimer disease,9712,USP6NL,2.41,PIGEANCombinedScore,PIGEAN
Alzheimer disease,84679,SLC9A7,3.34,PIGEANCombinedScore,PIGEAN
Alzheimer disease,836,CASP3,2.84,PIGEANCombinedScore,PIGEAN
Alzheimer disease,83464,APH1B,7.94,PIGEANCombinedScore,PIGEAN
Alzheimer disease,727910,TLCD2,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer disease,80854,SETD7,3.35,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9957,HS3ST1,3.1,PIGEANCombinedScore,PIGEAN
Alzheimer disease,92154,MTSS1L,2.47,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9256,TSPOAP1,2.69,PIGEANCombinedScore,PIGEAN
Alzheimer disease,680,BRS3,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer disease,84654,SPZ1,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer disease,6790,AURKA,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer disease,84148,KAT8,1.41,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79090,TRAPPC6A,1.81,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9619,ABCG1,2.83,PIGEANCombinedScore,PIGEAN
Alzheimer disease,81619,TSPAN14,3.04,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7477,WNT7B,1.5,PIGEANCombinedScore,PIGEAN
Alzheimer disease,90332,EXOC3L2,2.19,PIGEANCombinedScore,PIGEAN
Alzheimer disease,6688,SPI1,2.48,PIGEANCombinedScore,PIGEAN
Alzheimer disease,84888,SPPL2A,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer disease,80317,ZKSCAN3,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer disease,80757,TMEM121,3.58,PIGEANCombinedScore,PIGEAN
Alzheimer disease,831,CAST,1.48,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7791,ZYX,1.85,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8291,DYSF,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79865,TREML2,1.59,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9715,FAM131B,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7484,WNT9B,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer disease,66005,CHID1,1.72,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8301,PICALM,7.69,PIGEANCombinedScore,PIGEAN
Alzheimer disease,96459,FNIP1,2.08,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79168,LILRA6,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer disease,6827,SUPT4H1,2.37,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9475,ROCK2,2.86,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8402,SLC25A11,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9270,ITGB1BP1,2.31,PIGEANCombinedScore,PIGEAN
Alzheimer disease,728215,FAM155A,1.63,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8678,BECN1,2.51,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79895,ATP8B4,3.65,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8440,NCK2,3.73,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9510,ADAMTS1,3.72,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9191,DEDD,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8878,SQSTM1,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7276,TTR,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer disease,6667,SP1,2.91,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7124,TNF,2.96,PIGEANCombinedScore,PIGEAN
Alzheimer disease,7473,WNT3,3.86,PIGEANCombinedScore,PIGEAN
Alzheimer disease,6653,SORL1,6.49,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9753,ZSCAN12,3.15,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8707,B3GALT2,2.37,PIGEANCombinedScore,PIGEAN
Alzheimer disease,9001,HAP1,2.9,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79649,MAP7D3,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer disease,94241,TP53INP1,3.0,PIGEANCombinedScore,PIGEAN
Alzheimer disease,91252,SLC39A13,1.71,PIGEANCombinedScore,PIGEAN
Alzheimer disease,79746,ECHDC3,2.86,PIGEANCombinedScore,PIGEAN
Alzheimer disease,8733,GPAA1,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer disease,80070,ADAMTS20,2.53,PIGEANCombinedScore,PIGEAN
Alzheimer disease,84875,PARP10,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer disease,83855,KLF16,2.21,PIGEANCombinedScore,PIGEAN
Alzheimer disease,81,ACTN4,2.26,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,124961,ZFP3,1.93,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,2041,EPHA1,1.27,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1379,CR1L,3.9,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,114134,SLC2A13,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,2185,PTK2B,2.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,2043,EPHA4,2.97,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,23087,TRIM35,2.04,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1859,DYRK1A,3.5,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,10418,SPON1,3.1,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1942,EFNA1,3.23,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,116449,CLNK,3.42,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,22834,ZNF652,1.32,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,10930,APOBEC2,1.49,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,100126296,MIR298,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,10347,ABCA7,6.96,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,10313,RTN3,3.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1139,CHRNA7,3.1,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,10972,TMED10,3.17,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,222643,UNC5CL,2.78,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,102,ADAM10,2.28,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1191,CLU,7.62,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,115701,ALPK2,2.78,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1454,CSNK1E,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1378,CR1,1.53,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,20,ABCA2,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,1636,ACE,5.84,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,222642,TSPO2,2.34,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,23621,BACE1,3.15,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,29992,PILRA,2.13,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3416,IDE,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,406962,MIR186,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,407021,MIR29A,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,388552,BLOC1S3,1.84,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,407012,MIR24-1,3.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,23163,GGA3,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,406989,MIR206,3.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,406944,MIR153-1,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,407026,MIR29C,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3458,IFNG,3.15,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,4311,MME,3.03,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,406949,MIR15B,3.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,347731,LRRTM3,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,441272,SPDYE3,1.36,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,284353,NKPD1,1.28,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,274,BIN1,8.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3459,IFNGR1,3.14,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3119,HLA-DQB1,1.34,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3117,HLA-DQA1,1.89,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,23385,NCSTN,3.2,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,4248,MGAT3,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,2931,GSK3A,3.54,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,25825,BACE2,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,348,APOE,8.52,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,245802,MS4A6E,1.08,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,338398,TAS2R60,1.08,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,442907,MIR339,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,407024,MIR29B1,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3123,HLA-DRB1,1.85,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,3479,IGF1,3.14,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,327,APEH,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,23607,CD2AP,1.45,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,29990,PILRB,2.29,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,26060,APPL1,1.87,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,26047,CNTNAP2,3.35,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,6253,RTN2,3.17,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,51338,MS4A4A,3.44,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5245,PHB,1.09,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5972,REN,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5621,PRNP,3.12,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,57787,MARK4,1.51,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,619556,MIR455,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,55054,ATG16L1,1.03,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,6093,ROCK1,3.22,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,6252,RTN1,3.09,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,55851,PSENEN,3.23,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,55065,SLC52A1,1.11,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5663,PSEN1,3.17,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5664,PSEN2,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,64231,MS4A6A,1.63,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,494323,MIR361,3.19,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,57142,RTN4,3.12,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,51107,APH1A,3.18,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5970,RELA,3.2,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,5300,PIN1,3.52,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,51471,NAT8B,3.17,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,54756,IL17RD,2.06,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,4915,NTRK2,3.13,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,4759,NEU2,1.33,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,54103,GSAP,3.17,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,54629,FAM63B,1.96,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,7124,TNF,3.25,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,7775,ZNF232,1.73,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,79090,TRAPPC6A,1.82,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,8678,BECN1,3.22,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,6667,SP1,3.16,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,9001,HAP1,3.2,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,83464,APH1B,5.86,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,9098,USP6,1.63,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,90332,EXOC3L2,1.91,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,9619,ABCG1,3.15,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,836,CASP3,3.14,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,8301,PICALM,8.06,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,79890,RIN3,1.95,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,8820,HESX1,2.38,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,9475,ROCK2,3.5,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,7791,ZYX,1.1,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,9507,ADAMTS4,1.09,PIGEANCombinedScore,PIGEAN
family history of Alzheimers disease,6653,SORL1,4.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10900,RUNDC3A,1.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,202915,TMEM184A,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,115811,IQCD,1.57,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10437,IFI30,1.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,121512,FGD4,1.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23007,PLCH1,2.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,22999,RIMS1,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,151278,CCDC140,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1609,DGKQ,1.57,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,221391,OPN5,3.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1992,SERPINB1,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2113,ETS1,1.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10616,RBCK1,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,203328,SUSD3,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,140462,ASB9,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,137682,NDUFAF6,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,115701,ALPK2,2.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10288,LILRB2,1.74,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,153020,RASGEF1B,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1956,EGFR,2.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,114134,SLC2A13,3.81,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,162979,ZNF296,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10930,APOBEC2,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1477,CSTF1,1.74,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10577,NPC2,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,166815,TIGD2,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10015,PDCD6IP,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,140689,CBLN4,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,220107,DLEU7,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,128637,TBC1D20,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,169166,SNX31,1.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1379,CR1L,3.94,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10418,SPON1,3.76,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,148229,ATP8B3,1.62,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1762,DMWD,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1398,CRK,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1760,DMPK,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10892,MALT1,1.92,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,177,AGER,3.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,132789,GNPDA2,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1191,CLU,9.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1139,CHRNA7,4.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,100126296,MIR298,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,146378,C16orf92,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,221895,JAZF1,2.45,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,147912,SIX5,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,20,ABCA2,4.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,132720,C4orf32,1.82,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,132,ADK,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,11105,PRDM7,2.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,22862,FNDC3A,1.57,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1791,DNTT,1.48,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,146433,IL34,3.27,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,146547,PRSS36,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,102,ADAM10,7.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,130026,ICA1L,2.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1739,DLG1,2.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10891,PPARGC1A,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2185,PTK2B,3.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,11124,FAF1,1.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10162,LPCAT3,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10814,CPLX2,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2207,FCER1G,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1454,CSNK1E,3.98,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1837,DTNA,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10253,SPRY2,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,222643,UNC5CL,3.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,125336,LOXHD1,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2294,FOXF1,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,201176,ARHGAP27,2.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,122961,ISCA2,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10295,BCKDK,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10154,PLXNC1,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1072,CFL1,1.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10972,TMED10,4.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1350,COX7C,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10221,TRIB1,1.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1604,CD55,2.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,11006,LILRB4,1.97,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2309,FOXO3,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23062,GGA2,2.86,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10140,TOB1,1.69,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,162466,PHOSPHO1,1.92,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10861,SLC26A1,1.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10990,LILRB5,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,19,ABCA1,2.98,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1742,DLG4,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,200734,SPRED2,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23090,ZNF423,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2043,EPHA4,4.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1636,ACE,6.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2209,FCGR1A,2.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2280,FKBP1A,3.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,145942,TMCO5A,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,152940,C4orf45,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,11156,PTP4A3,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23087,TRIM35,2.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,124997,WDR81,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10153,CEBPZ,1.92,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1508,CTSB,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,133015,PACRGL,1.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,201626,PDE12,1.69,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1644,DDC,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1512,CTSH,4.62,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,120227,CYP2R1,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10347,ABCA7,9.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,116449,CLNK,3.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,219348,PLAC9,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2041,EPHA1,2.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1201,CLN3,2.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2222,FDFT1,1.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1269,CNR2,1.48,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,222642,TSPO2,2.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2241,FER,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1537,CYC1,1.56,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,201625,DNAH12,1.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1944,EFNA3,2.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10048,RANBP9,2.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10979,FERMT2,2.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,22834,ZNF652,2.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,144347,FAM101A,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10318,TNIP1,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,124152,IQCK,1.94,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23099,ZBTB43,2.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10313,RTN3,4.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1718,DHCR24,2.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,116159,CYYR1,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,130013,ACMSD,2.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23046,KIF21B,1.62,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1827,RCAN1,2.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10144,FAM13A,1.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2213,FCGR2B,1.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,10217,CTDSPL,1.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,145853,C15orf61,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1942,EFNA1,4.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,222537,HS3ST5,2.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,144402,CPNE8,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,100316904,SAP25,1.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1345,COX6C,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,11026,LILRA3,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,1859,DYRK1A,5.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26100,WIPI2,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,353345,GPR141,2.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,407026,MIR29C,3.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23163,GGA3,4.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,407012,MIR24-1,3.63,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,353355,ZNF233,2.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4591,TRIM37,1.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406989,MIR206,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23621,BACE1,4.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,27065,NSG1,2.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,353514,LILRA5,1.71,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,283092,OR4C13,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,414,ARSD,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26762,HAVCR1,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,25950,RWDD3,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,407021,MIR29A,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406982,MIR20A,2.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3739,KCNA4,1.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,255426,RASGEF1C,4.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26119,LDLRAP1,2.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,27161,AGO2,2.16,PIGEANCombinedScore,PIGEAN
