go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_0070001,aspartic-type peptidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0060177,regulation of angiotensin metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902895,positive regulation of miRNA transcription,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090155,negative regulation of sphingolipid biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090156,intracellular sphingolipid homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060231,mesenchymal to epithelial transition,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0060218,hematopoietic stem cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060216,definitive hemopoiesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060212,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090160,Golgi to lysosome transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060261,positive regulation of transcription initiation by RNA polymerase II,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060175,brain-derived neurotrophic factor receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1902945,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0060174,limb bud formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902950,regulation of dendritic spine maintenance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060171,stereocilium membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0060157,urinary bladder development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099040,ceramide translocation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090161,Golgi ribbon formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060155,platelet dense granule organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099077,histone-dependent DNA binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1902847,regulation of neuronal signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060134,prepulse inhibition,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060370,susceptibility to T cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060448,dichotomous subdivision of terminal units involved in lung branching,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097421,liver regeneration,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902564,negative regulation of neutrophil activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902565,positive regulation of neutrophil activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090108,positive regulation of high-density lipoprotein particle assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902726,positive regulation of skeletal muscle satellite cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090128,regulation of synapse maturation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099170,postsynaptic modulation of chemical synaptic transmission,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060374,mast cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902742,apoptotic process involved in development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099104,potassium channel activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0090136,epithelial cell-cell adhesion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060318,definitive erythrocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060317,cardiac epithelial to mesenchymal transition,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902775,mitochondrial large ribosomal subunit assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090140,regulation of mitochondrial fission,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060292,long-term synaptic depression,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099151,regulation of postsynaptic density assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060266,negative regulation of respiratory burst involved in inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902808,positive regulation of cell cycle G1/S phase transition,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902953,positive regulation of ER to Golgi vesicle-mediated transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060100,"positive regulation of phagocytosis, engulfment",Biological Process,1
http://purl.obolibrary.org/obo/GO_0060478,acrosomal vesicle exocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903002,positive regulation of lipid transport across blood-brain barrier,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055091,phospholipid homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090260,negative regulation of retinal ganglion cell axon guidance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055089,fatty acid homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046914,transition metal ion binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0090263,positive regulation of canonical Wnt signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902999,negative regulation of phospholipid efflux,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055074,calcium ion homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903001,negative regulation of lipid transport across blood-brain barrier,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098978,glutamatergic synapse,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0055012,ventricular cardiac muscle cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090258,negative regulation of mitochondrial fission,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903019,negative regulation of glycoprotein metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903037,regulation of leukocyte cell-cell adhesion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055010,ventricular cardiac muscle tissue morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055001,muscle cell development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071949,FAD binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1903077,negative regulation of protein localization to plasma membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903082,positive regulation of C-C chemokine receptor CCR7 signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0052905,tRNA (guanosine(9)-N1)-methyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0052659,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0055096,low-density lipoprotein particle mediated signaling,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902997,negative regulation of neurofibrillary tangle assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902955,positive regulation of early endosome to recycling endosome transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060068,vagina development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060088,auditory receptor cell stereocilium organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060087,relaxation of vascular associated smooth muscle,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902957,"negative regulation of mitochondrial electron transport, NADH to ubiquinone",Biological Process,1
http://purl.obolibrary.org/obo/GO_1902966,positive regulation of protein localization to early endosome,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099039,sphingolipid translocation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060078,regulation of postsynaptic membrane potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060076,excitatory synapse,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0060075,regulation of resting membrane potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090181,regulation of cholesterol metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060065,uterus development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0055123,digestive system development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060059,embryonic retina morphogenesis in camera-type eye,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060052,neurofilament cytoskeleton organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_1902988,neurofibrillary tangle assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099038,ceramide floppase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0060044,negative regulation of cardiac muscle cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099020,perinuclear endoplasmic reticulum lumen,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0060038,cardiac muscle cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090205,positive regulation of cholesterol metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060025,regulation of synaptic activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0060453,regulation of gastric acid secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090107,regulation of high-density lipoprotein particle assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900452,regulation of long-term synaptic depression,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061384,heart trabecula morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901202,negative regulation of extracellular matrix assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061564,axon development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086045,membrane depolarization during AV node cell action potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086046,membrane depolarization during SA node cell action potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901223,negative regulation of non-canonical NF-kappaB signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086056,voltage-gated calcium channel activity involved in AV node cell action potential,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0086059,voltage-gated calcium channel activity involved SA node cell action potential,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0061514,interleukin-34-mediated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061459,L-arginine transmembrane transporter activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0061333,renal tubule morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099183,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Biological Process,1
http://purl.obolibrary.org/obo/GO_0061180,mammary gland epithelium development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086073,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901290,succinyl-CoA biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061158,3'-UTR-mediated mRNA destabilization,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901335,lactone catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061157,mRNA destabilization,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901342,regulation of vasculature development,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901380,negative regulation of potassium ion transmembrane transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086083,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1901194,negative regulation of formation of translation preinitiation complex,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901142,insulin metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_1901612,cardiolipin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0061760,antifungal innate immune response,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900453,negative regulation of long-term synaptic depression,Biological Process,1
http://purl.obolibrary.org/obo/GO_0062009,secondary palate development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0061920,protein propionyltransferase activity,Molecular Function,1
