go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_0048261,negative regulation of receptor-mediated endocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097371,MDM2/MDM4 family protein binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_2000821,regulation of grooming behavior,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048259,regulation of receptor-mediated endocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000822,regulation of behavioral fear response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048227,plasma membrane to endosome transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000987,positive regulation of behavioral fear response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048208,COPII vesicle coating,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048205,COPI coating of Golgi vesicle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048199,"vesicle targeting, to, from or within Golgi",Biological Process,1
http://purl.obolibrary.org/obo/GO_0048185,activin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_2001013,epithelial cell proliferation involved in renal tubule morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048168,regulation of neuronal synaptic plasticity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097494,regulation of vesicle size,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000334,positive regulation of blood microparticle formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905581,positive regulation of low-density lipoprotein particle clearance,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990592,protein K69-linked ufmylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990180,mitochondrial tRNA 3'-end processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097105,presynaptic membrane assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098554,cytoplasmic side of endoplasmic reticulum membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_1990314,cellular response to insulin-like growth factor stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990416,cellular response to brain-derived neurotrophic factor stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990456,mitochondrion-endoplasmic reticulum membrane tethering,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097753,membrane bending,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990460,leptin receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0050730,regulation of peptidyl-tyrosine phosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990635,proximal dendrite,Cellular Component,1
http://purl.obolibrary.org/obo/GO_1990023,mitotic spindle midzone,Cellular Component,1
http://purl.obolibrary.org/obo/GO_1990761,growth cone lamellipodium,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0097750,endosome membrane tubulation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050709,negative regulation of protein secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050693,LBD domain binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0097113,AMPA glutamate receptor clustering,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050684,regulation of mRNA processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990812,growth cone filopodium,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0050680,negative regulation of epithelial cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990834,response to odorant,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050767,regulation of neurogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050769,positive regulation of neurogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000288,positive regulation of myoblast proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905805,excitatory synapse pruning,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098698,postsynaptic specialization assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098657,import into cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905664,regulation of calcium ion import across plasma membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905673,positive regulation of lysosome organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905686,positive regulation of plasma membrane repair,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090314,positive regulation of protein targeting to membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905786,positive regulation of anaphase-promoting complex-dependent catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050803,regulation of synapse structure or activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905808,positive regulation of synapse pruning,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050770,regulation of axonogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905890,regulation of cellular response to very-low-density lipoprotein particle stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050796,regulation of insulin secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905898,positive regulation of response to endoplasmic reticulum stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050786,RAGE receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0050785,advanced glycation end-product receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0050772,positive regulation of axonogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050771,negative regulation of axonogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098574,cytoplasmic side of lysosomal membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_1905945,regulation of response to calcium ion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097116,gephyrin clustering involved in postsynaptic density assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990845,adaptive thermogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050665,hydrogen peroxide biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048754,branching morphogenesis of an epithelial tube,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048870,cell motility,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048814,regulation of dendrite morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000105,positive regulation of DNA-templated DNA replication,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048807,female genitalia morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097546,ciliary base,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0048790,maintenance of presynaptic active zone structure,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000111,positive regulation of macrophage apoptotic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000145,regulation of cell motility,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097542,ciliary tip,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0048738,cardiac muscle tissue development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097745,mitochondrial tRNA 5'-end processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097527,necroptotic signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048714,positive regulation of oligodendrocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048711,positive regulation of astrocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048709,oligodendrocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048706,embryonic skeletal system development,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000146,negative regulation of cell motility,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048703,embryonic viscerocranium morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048702,embryonic neurocranium morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000191,regulation of fatty acid transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048873,homeostasis of number of cells within a tissue,Biological Process,1
http://purl.obolibrary.org/obo/GO_2000097,regulation of smooth muscle cell-matrix adhesion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0048935,peripheral nervous system neuron development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097645,amylin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1990858,cellular response to lectin,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990859,cellular response to endothelin,Biological Process,1
http://purl.obolibrary.org/obo/GO_1990935,splicing factor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0097730,non-motile cilium,Cellular Component,1
http://purl.obolibrary.org/obo/GO_2000009,negative regulation of protein localization to cell surface,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097118,neuroligin clustering involved in postsynaptic membrane assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050659,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_2000058,regulation of ubiquitin-dependent protein catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050650,chondroitin sulfate proteoglycan biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097119,postsynaptic density protein 95 clustering,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050614,Delta24-sterol reductase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0097120,receptor localization to synapse,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097151,positive regulation of inhibitory postsynaptic potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050482,arachidonate secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097165,nuclear stress granule,Cellular Component,1
http://purl.obolibrary.org/obo/GO_2000074,regulation of type B pancreatic cell development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050431,transforming growth factor beta binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0097700,vascular endothelial cell response to laminar fluid shear stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097682,"intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity",Molecular Function,1
http://purl.obolibrary.org/obo/GO_1903108,regulation of mitochondrial transcription,Biological Process,1
http://purl.obolibrary.org/obo/GO_1903064,positive regulation of reverse cholesterol transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051968,"positive regulation of synaptic transmission, glutamatergic",Biological Process,1
http://purl.obolibrary.org/obo/GO_0052657,guanine phosphoribosyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070935,3'-UTR-mediated mRNA stabilization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070931,Golgi-associated vesicle lumen,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0070901,mitochondrial tRNA methylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070891,lipoteichoic acid binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070886,positive regulation of calcineurin-NFAT signaling cascade,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150062,complement-mediated synapse pruning,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150076,neuroinflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070863,positive regulation of protein exit from endoplasmic reticulum,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150079,negative regulation of neuroinflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099609,microtubule lateral binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0072734,cellular response to staurosporine,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072752,cellular response to rapamycin,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150101,regulation of microtubule anchoring at centrosome,Biological Process,1
http://purl.obolibrary.org/obo/GO_0075509,endocytosis involved in viral entry into host cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099607,lateral attachment of mitotic spindle microtubules to kinetochore,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070848,response to growth factor,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150102,negative regulation of monocyte activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099606,microtubule plus-end directed mitotic chromosome migration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070842,aggresome assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099602,neurotransmitter receptor regulator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070840,dynein complex binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070936,protein K48-linked ubiquitination,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070943,neutrophil-mediated killing of symbiont cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072686,mitotic spindle,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0071219,cellular response to molecule of bacterial origin,Biological Process,1
http://purl.obolibrary.org/obo/GO_0141163,positive regulation of cAMP/PKA signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099630,postsynaptic neurotransmitter receptor cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071276,cellular response to cadmium ion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072659,protein localization to plasma membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0141198,protein branched polyubiquitination,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071230,cellular response to amino acid stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071224,cellular response to peptidoglycan,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071223,cellular response to lipoteichoic acid,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099627,neurotransmitter receptor cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072673,lamellipodium morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070944,neutrophil-mediated killing of bacterium,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071211,protein targeting to vacuole involved in autophagy,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150012,positive regulation of neuron projection arborization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071109,superior temporal gyrus development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150033,negative regulation of protein localization to lysosome,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071072,negative regulation of phospholipid biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071045,nuclear histone mRNA catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0150037,regulation of calcium-dependent activation of synaptic vesicle fusion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070979,protein K11-linked ubiquitination,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070947,neutrophil-mediated killing of fungus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070830,bicellular tight junction assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070828,heterochromatin organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070723,response to cholesterol,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070168,negative regulation of biomineral tissue development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0080090,regulation of primary metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070324,thyroid hormone binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070305,response to cGMP,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086002,cardiac muscle cell action potential involved in contraction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070301,cellular response to hydrogen peroxide,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900222,negative regulation of amyloid-beta clearance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070269,pyroptotic inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070206,protein trimerization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070201,regulation of establishment of protein localization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0086015,SA node cell action potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070326,very-low-density lipoprotein particle receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0086016,AV node cell action potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900226,negative regulation of NLRP3 inflammasome complex assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070139,SUMO-specific endopeptidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070123,"transforming growth factor beta receptor activity, type III",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0086018,SA node cell to atrial cardiac muscle cell signaling,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900426,positive regulation of defense response to bacterium,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070098,chemokine-mediated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070063,RNA polymerase binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1900449,regulation of glutamate receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070325,lipoprotein particle receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0070342,brown fat cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099512,supramolecular fiber,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0070392,detection of lipoteichoic acid,Biological Process,1
http://purl.obolibrary.org/obo/GO_0160049,negative regulation of cGAS/STING signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0160082,hypoxia-inducible factor-proline dioxygenase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0160091,spliceosome-depend formation of circular RNA,Biological Process,1
http://purl.obolibrary.org/obo/GO_0160106,tRNA (adenine(9)-N1)-methyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0099509,regulation of presynaptic cytosolic calcium ion concentration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070509,calcium ion import,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900004,negative regulation of serine-type endopeptidase activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900005,positive regulation of serine-type endopeptidase activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070495,negative regulation of thrombin-activated receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900015,regulation of cytokine production involved in inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070345,negative regulation of fat cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900016,negative regulation of cytokine production involved in inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070373,negative regulation of ERK1 and ERK2 cascade,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900017,positive regulation of cytokine production involved in inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099503,secretory vesicle,Cellular Component,1
http://purl.obolibrary.org/obo/GO_1900087,positive regulation of G1/S transition of mitotic cell cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",Biological Process,1
http://purl.obolibrary.org/obo/GO_1900168,positive regulation of glial cell-derived neurotrophic factor production,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070372,regulation of ERK1 and ERK2 cascade,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070371,ERK1 and ERK2 cascade,Biological Process,1
http://purl.obolibrary.org/obo/GO_0141137,"positive regulation of gene expression, epigenetic",Biological Process,1
http://purl.obolibrary.org/obo/GO_0141109,transporter activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0141108,transporter regulator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140096,"catalytic activity, acting on a protein",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0072112,podocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071765,nuclear inner membrane organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071732,cellular response to nitric oxide,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140031,phosphorylation-dependent protein binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071682,endocytic vesicle lumen,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0140036,ubiquitin-modified protein reader activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140072,histone H3K9ac reader activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140077,positive regulation of lipoprotein transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071679,commissural neuron axon guidance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071677,positive regulation of mononuclear cell migration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071803,positive regulation of podosome assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071640,regulation of macrophage inflammatory protein 1 alpha production,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140104,molecular carrier activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071569,protein ufmylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140115,export across plasma membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140148,gel phase of basement membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0071526,semaphorin-plexin signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0106273,cytosol to ERGIC protein transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071498,cellular response to fluid shear stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071493,cellular response to UV-B,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140002,histone H3K4me3 reader activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0072102,glomerulus morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071482,cellular response to light stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071874,cellular response to norepinephrine stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0110088,hippocampal neuron apoptotic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0110089,regulation of hippocampal neuron apoptotic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072006,nephron development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071918,urea transmembrane transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0110097,regulation of calcium import into the mitochondrion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072011,glomerular endothelium development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071887,leukocyte apoptotic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072051,juxtaglomerular apparatus development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071879,positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071872,cellular response to epinephrine stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0120281,autolysosome membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0071838,cell proliferation in bone marrow,Biological Process,1
http://purl.obolibrary.org/obo/GO_0120025,plasma membrane bounded cell projection,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0071831,intermediate-density lipoprotein particle clearance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0120035,regulation of plasma membrane bounded cell projection organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0120146,sulfatide binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0110052,toxic metabolite repair,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071830,triglyceride-rich lipoprotein particle clearance,Biological Process,1
http://purl.obolibrary.org/obo/GO_0120190,negative regulation of bile acid secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0110002,regulation of tRNA methylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071492,cellular response to UV-A,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072160,nephron tubule epithelial cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140999,histone H3K4 trimethyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071332,cellular response to fructose stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140645,neutrophil extracellular trap formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071357,cellular response to type I interferon,Biological Process,1
http://purl.obolibrary.org/obo/GO_0106015,negative regulation of inflammatory response to wounding,Biological Process,1
http://purl.obolibrary.org/obo/GO_0102007,acyl-L-homoserine-lactone lactonohydrolase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0072593,reactive oxygen species metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071340,skeletal muscle acetylcholine-gated channel clustering,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140776,protein-containing complex destabilizing activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140862,histone H2AK119 ubiquitin ligase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071320,cellular response to cAMP,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071374,cellular response to parathyroid hormone stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071318,cellular response to ATP,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140938,histone H3 methyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071316,cellular response to nicotine,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140939,histone H4 methyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0072656,maintenance of protein location in mitochondrion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140945,histone H3K4 monomethyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140954,histone H3K36 dimethyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140978,mitochondrial large ribosomal subunit binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0099638,endosome to plasma membrane protein transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072577,endothelial cell apoptotic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140644,neutrophil extracellular trap,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0071479,cellular response to ionizing radiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072386,plus-end-directed organelle transport along microtubule,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072345,NAADP-sensitive calcium-release channel activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140298,endocytic iron import into cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072347,response to anesthetic,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071456,cellular response to hypoxia,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071423,malate transmembrane transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140313,molecular sequestering activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0106272,protein localization to ERGIC,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071403,cellular response to high density lipoprotein particle stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0072359,circulatory system development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071397,cellular response to cholesterol,Biological Process,1
http://purl.obolibrary.org/obo/GO_0106016,positive regulation of inflammatory response to wounding,Biological Process,1
http://purl.obolibrary.org/obo/GO_0106071,positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140416,transcription regulator inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0071392,cellular response to estradiol stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140447,cytokine precursor processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0106027,neuron projection organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140460,response to Gram-negative bacterium,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071385,cellular response to glucocorticoid stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0140597,protein carrier chaperone,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0140639,positive regulation of pyroptotic inflammatory response,Biological Process,1
http://purl.obolibrary.org/obo/GO_1900451,positive regulation of glutamate receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0070012,oligopeptidase activity,Molecular Function,1
