gene,n_sources,sources,evidence_types,n_evidence_types,curated,genetic,differential,secondary_support,n_secondary,pigean_score,n_uniprot_variants,de_regions,de_direction,de_conflict,druggable,drugs,biotype,score,tier
TWIST1,1,digcfdekg,genetic association,1,0,1,0,,0,1.69,0,0,,0,0,,protein-coding,6.27,C
TMEM200C,1,digcfdekg,genetic association,1,0,1,0,,0,1.68,0,0,,0,0,,protein-coding,6.26,C
ZNF280C,1,digcfdekg,genetic association,1,0,1,0,,0,1.68,0,0,,0,0,,protein-coding,6.26,C
ZSCAN23,1,digcfdekg,genetic association,1,0,1,0,,0,1.68,0,0,,0,0,,protein-coding,6.26,C
FBXO24,1,digcfdekg,genetic association,1,0,1,0,,0,1.67,0,0,,0,0,,protein-coding,6.25,C
LILRA4,1,digcfdekg,genetic association,1,0,1,0,,0,1.67,0,0,,0,0,,protein-coding,6.25,C
PNOC,1,digcfdekg,genetic association,1,0,1,0,,0,1.67,0,0,,0,0,,protein-coding,6.25,C
SPAG9,1,digcfdekg,genetic association,1,0,1,0,,0,1.67,0,0,,0,0,,protein-coding,6.25,C
AGBL2,1,digcfdekg,genetic association,1,0,1,0,,0,1.66,0,0,,0,0,,protein-coding,6.24,C
CD19,1,digcfdekg,genetic association,1,0,1,0,,0,1.66,0,0,,0,0,,protein-coding,6.24,C
DYRK2,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
KIF21B,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
LRCH4,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
MAP7D3,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
RNF223,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
USP8,1,digcfdekg,genetic association,1,0,1,0,,0,1.65,0,0,,0,0,,protein-coding,6.24,C
ATP8B3,1,digcfdekg,genetic association,1,0,1,0,,0,1.62,0,0,,0,0,,protein-coding,6.22,C
CELA3A,1,digcfdekg,genetic association,1,0,1,0,,0,1.63,0,0,,0,0,,protein-coding,6.22,C
RAB3GAP1,1,digcfdekg,genetic association,1,0,1,0,,0,1.63,0,0,,0,0,,protein-coding,6.22,C
SLC4A9,1,digcfdekg,genetic association,1,0,1,0,,0,1.63,0,0,,0,0,,protein-coding,6.22,C
CD72,1,digcfdekg,genetic association,1,0,1,0,,0,1.61,0,0,,0,0,,protein-coding,6.21,C
WNT9B,1,digcfdekg,genetic association,1,0,1,0,,0,1.6,0,0,,0,0,,protein-coding,6.2,C
SIM2,1,digcfdekg,genetic association,1,0,1,0,,0,1.59,0,0,,0,0,,protein-coding,6.19,C
IQCD,1,digcfdekg,genetic association,1,0,1,0,,0,1.57,0,0,,0,0,,protein-coding,6.18,C
NCKAP1L,1,digcfdekg,genetic association,1,0,1,0,,0,1.56,0,0,,0,0,,protein-coding,6.17,C
CCR5,1,digcfdekg,genetic association,1,0,1,0,,0,1.54,0,0,,0,0,,protein-coding,6.16,C
CTSL,1,digcfdekg,genetic association,1,0,1,0,,0,1.54,0,0,,0,0,,protein-coding,6.16,C
ITGBL1,1,digcfdekg,genetic association,1,0,1,0,,0,1.55,0,0,,0,0,,protein-coding,6.16,C
KSR2,1,digcfdekg,genetic association,1,0,1,0,,0,1.54,0,0,,0,0,,protein-coding,6.16,C
TUSC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.55,0,0,,0,0,,protein-coding,6.16,C
ZNF594,1,digcfdekg,genetic association,1,0,1,0,,0,1.55,0,0,,0,0,,protein-coding,6.16,C
CST1,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,0,,0,0,,protein-coding,6.15,C
CTSK,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,0,,0,0,,protein-coding,6.15,C
FCGR2B,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,0,,0,0,,protein-coding,6.15,C
ZDHHC13,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,0,,0,0,,protein-coding,6.15,C
ZNF532,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,0,,0,0,,protein-coding,6.15,C
IL2,1,digcfdekg,genetic association,1,0,1,0,,0,1.52,0,0,,0,0,,protein-coding,6.14,C
PTGER2,1,digcfdekg,genetic association,1,0,1,0,,0,1.52,0,0,,0,0,,protein-coding,6.14,C
XKR9,1,digcfdekg,genetic association,1,0,1,0,,0,1.52,0,0,,0,0,,protein-coding,6.14,C
LACTB2,1,digcfdekg,genetic association,1,0,1,0,,0,1.51,0,0,,0,0,,protein-coding,6.13,C
LAIR2,1,digcfdekg,genetic association,1,0,1,0,,0,1.5,0,0,,0,0,,protein-coding,6.12,C
PCOLCE,1,digcfdekg,genetic association,1,0,1,0,,0,1.49,0,0,,0,0,,protein-coding,6.12,C
PRKCD,1,digcfdekg,genetic association,1,0,1,0,,0,1.5,0,0,,0,0,,protein-coding,6.12,C
SAP25,1,digcfdekg,genetic association,1,0,1,0,,0,1.5,0,0,,0,0,,protein-coding,6.12,C
WNT7B,1,digcfdekg,genetic association,1,0,1,0,,0,1.5,0,0,,0,0,,protein-coding,6.12,C
CNR2,1,digcfdekg,genetic association,1,0,1,0,,0,1.48,0,0,,0,0,,protein-coding,6.11,C
DYSF,1,digcfdekg,genetic association,1,0,1,0,,0,1.47,0,0,,0,0,,protein-coding,6.1,C
FAM131B,1,digcfdekg,genetic association,1,0,1,0,,0,1.46,0,0,,0,0,,protein-coding,6.1,C
SLC25A39,1,digcfdekg,genetic association,1,0,1,0,,0,1.46,0,0,,0,0,,protein-coding,6.1,C
TREML4,1,digcfdekg,genetic association,1,0,1,0,,0,1.47,0,0,,0,0,,protein-coding,6.1,C
CPSF6,1,digcfdekg,genetic association,1,0,1,0,,0,1.45,0,0,,0,0,,protein-coding,6.09,C
LILRB5,1,digcfdekg,genetic association,1,0,1,0,,0,1.45,0,0,,0,0,,protein-coding,6.09,C
MOSPD3,1,digcfdekg,genetic association,1,0,1,0,,0,1.45,0,0,,0,0,,protein-coding,6.09,C
FUT2,1,digcfdekg,genetic association,1,0,1,0,,0,1.44,0,0,,0,0,,protein-coding,6.08,C
IRF8,1,digcfdekg,genetic association,1,0,1,0,,0,1.44,0,0,,0,0,,protein-coding,6.08,C
RUNDC3A,1,digcfdekg,genetic association,1,0,1,0,,0,1.44,0,0,,0,0,,protein-coding,6.08,C
C16orf92,1,digcfdekg,genetic association,1,0,1,0,,0,1.42,0,0,,0,0,,protein-coding,6.06,C
CCZ1B,1,digcfdekg,genetic association,1,0,1,0,,0,1.42,0,0,,0,0,,protein-coding,6.06,C
CD74,1,digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,6.06,C
CHURC1-FNTB,1,digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,6.06,C
IDNK,1,digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,6.06,C
MAGI2,1,digcfdekg,genetic association,1,0,1,0,,0,1.42,0,0,,0,0,,protein-coding,6.06,C
TBC1D20,1,digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,6.06,C
TBX3,1,digcfdekg,genetic association,1,0,1,0,,0,1.41,0,0,,0,0,,protein-coding,6.06,C
CHURC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.4,0,0,,0,0,,protein-coding,6.05,C
B4GALT3,1,digcfdekg,genetic association,1,0,1,0,,0,1.39,0,0,,0,0,,protein-coding,6.04,C
FAM57B,1,digcfdekg,genetic association,1,0,1,0,,0,1.37,0,0,,0,0,,protein-coding,6.03,C
ANKHD1,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,0,,0,0,,protein-coding,6.02,C
ANKHD1-EIF4EBP3,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,0,,0,0,,protein-coding,6.02,C
CCNE2,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,0,,0,0,,protein-coding,6.02,C
KCNA4,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,0,,0,0,,protein-coding,6.02,C
FSIP2,1,digcfdekg,genetic association,1,0,1,0,,0,1.35,0,0,,0,0,,protein-coding,6.01,C
ABLIM2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ACBD5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
ACOX1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ADARB2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
AHCYL2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
ANKRD55,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
ANO1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
ANO4,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ARC,1,rdkg,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ARHGAP20,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ARIH2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ASCC1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
AUTS2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
BAZ1B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
BCAS3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
BTBD9,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
BZW2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
C2CD3,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
C2orf42,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
C9orf72,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CA5A,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
CACNB2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CATSPER2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
CBR4,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CCNY,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
CDH12,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CDH15,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CDH4,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CDIN1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
CEACAM20,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CELF5,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CFAP46,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CKAP5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CLASRP,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
CLIP2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CNTN4,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CNTNAP5,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
COL21A1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
CPA6,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CPNE4,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CSMD1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
CSTPP1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CTBP2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
CTNNA2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CUL2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CUX2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CYP46A1,1,rdkg,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
DBN1,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
DCBLD1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
DEAF1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
DNAH1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
DTNB,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
EBLN3P,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ECHDC2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
EIF4EBP2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
ERCC1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
FAM228B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FBP1,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
FBXO34,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FEM1B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FGD5-AS1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,non-coding RNA,6.0,C
FGGY,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FHIP2A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FOXO3,1,digcfdekg,genetic association,1,0,1,0,,0,1.33,0,0,,0,0,,protein-coding,6.0,C
FRAS1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FRMD5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
FUS,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
G3BP2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
GAB2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
GATAD2A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
GNG7,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
GP1BA,1,digcfdekg,genetic association,1,0,1,0,,0,1.33,0,0,,0,0,,protein-coding,6.0,C
GPR149,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
HOOK3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
HRK,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
HSD17B4,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
IGF2R,1,rdkg,curated knowledge,1,1,0,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
INSR,1,rdkg,curated knowledge,1,1,0,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
INTS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
JARID2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
KALRN,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
KCNH5,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
KCNQ2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
KDM2A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
KLHDC10,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
KLHL3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
L3MBTL4,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
LINC01016,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,non-coding RNA,6.0,C
LRIG3,1,digcfdekg,genetic association,1,0,1,0,,0,1.34,0,0,,0,0,,protein-coding,6.0,C
LUC7L,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
LUZP2,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
MACF1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
MACROD2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
MARCHF1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
MB21D2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
MCTP2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
METRN,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
MICAL2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
MOB1A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
MPZL1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
MROH1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
MYOM2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
NDUFAF7,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
NEO1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
NKAIN2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
NRG1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
NRXN1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
NTM,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
NXN,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
OXA1L-DT,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,non-coding RNA,6.0,C
PACS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
PAK5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
PCNT,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PDE10A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PDE4B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PDZD2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PEX14,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PHACTR2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,mixed,1,0,,protein-coding,6.0,C
PIP5K1C,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PLEKHG1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
PLIN3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
PLPP7,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PPIG,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PPM1L,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PPP1R3B,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
PRKAG2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PTDSS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,mixed,1,0,,protein-coding,6.0,C
PTPRM,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PUF60,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
PXDN,1,spoke-okn,curated knowledge,1,1,0,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
QDPR,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
R3HCC1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
RAB6A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
RAB7A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
RACK1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
RBM27,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
RCBTB1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
RGS17,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ROBO1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
RORA,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SAMHD1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
SAP30L,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SAR1B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SBF2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
SCARB2,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SDK2,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
SDR9C7,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SEMA5A,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
SH3D19,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
SHANK2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SIRT1,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
SLC28A1,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SLC35F3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SLC52A3,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SLC7A9,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SMARCA4,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SNRPD1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SNX6,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
SP6,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
SPATS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,mixed,1,0,,protein-coding,6.0,C
ST7L,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
STK24,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
SUSD3,1,digcfdekg,genetic association,1,0,1,0,,0,1.34,0,0,,0,0,,protein-coding,6.0,C
SYT11,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TBL1XR1,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
TCF25,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TEKT5,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
