sym,pw,pwLabel
TNF,https://identifiers.org/reactome/R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
TNF,https://identifiers.org/reactome/R-HSA-5626978,TNFR1-mediated ceramide production
TNF,https://identifiers.org/reactome/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
TNF,https://identifiers.org/reactome/R-HSA-6783783,Interleukin-10 signaling
TNF,https://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
TNF,https://identifiers.org/reactome/R-HSA-75893,TNF signaling
TNFSF13,https://identifiers.org/reactome/R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA
TNFSF13,https://identifiers.org/reactome/R-HSA-5669034,TNFs bind their physiological receptors
TOMM40,https://identifiers.org/reactome/R-HSA-1268020,Mitochondrial protein import
TOMM40,https://identifiers.org/reactome/R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
TPCN1,https://identifiers.org/reactome/R-HSA-2672351,Stimuli-sensing channels
TREM2,https://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TREM2,https://identifiers.org/reactome/R-HSA-2172127,DAP12 interactions
TREM2,https://identifiers.org/reactome/R-HSA-2424491,DAP12 signaling
TREM2,https://identifiers.org/reactome/R-HSA-416700,Other semaphorin interactions
TREML2,https://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TRIM37,https://identifiers.org/reactome/R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
TRMT10C,https://identifiers.org/reactome/R-HSA-6785470,tRNA processing in the mitochondrion
TRMT10C,https://identifiers.org/reactome/R-HSA-6787450,tRNA modification in the mitochondrion
TRMT10C,https://identifiers.org/reactome/R-HSA-8868766,rRNA processing in the mitochondrion
TRPM1,https://identifiers.org/reactome/R-HSA-3295583,TRP channels
TRPM1,https://identifiers.org/reactome/R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis
WDR12,https://identifiers.org/reactome/R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
WNT3,https://identifiers.org/reactome/R-HSA-201681,TCF dependent signaling in response to WNT
WNT3,https://identifiers.org/reactome/R-HSA-3238698,WNT ligand biogenesis and trafficking
WNT3,https://identifiers.org/reactome/R-HSA-373080,Class B/2 (Secretin family receptors)
ZNF423,https://identifiers.org/reactome/R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
