gene,n_primary,primary_sources,n_secondary,secondary_sources,n_total
HCG18,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HCK,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
HESX1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
HEY2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HGNC:18790,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HGNC:24955,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HIKESHI,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HINT1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
HIPK2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HLA-DQB1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
HLA-DRB5,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
HMGA2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
HMOX2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HMP19,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HOPX,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HS6ST3,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
HSP90AB1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HSPA12A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HSPA1A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HSPA2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HSPA9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IARS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IARS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IARS2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ID3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IDH3A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IDH3B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IFNAR2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IFT22,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IGFBP5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IK,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IL13RA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IL1R1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
IL4I1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
IMMT,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IMPDH2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
INA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IP6K2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IPMK,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
IQCA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IQSEC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
IRAG1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ITGA6,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
ITGB8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
JAK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
JARID2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
JPT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
JUND,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KANK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KANK2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KAT2B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KAT6B,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
KAZN,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
KBTBD11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KCNH5,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
KCTD1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
KDELR2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KIAA0513,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KIAA1033,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KIF3C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KIF5B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KIFAP3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KLF15,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KLF2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KLF3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KLHDC2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KLHL24,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KNOP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
KRAS,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
L3MBTL4,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
LAMP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LARGE,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LARGE1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LARP6,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
LATS2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LDB2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
LETMD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LGALS3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LHFPL3,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
LIG4,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
LINC00844,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LINC01399,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LINC02754,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LLGL1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
LOC100506422,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
LPAR1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
LRIG1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LRPPRC,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LRRC49,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LRRC4C,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
LRRC6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LRRFIP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LSM4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LSM7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
LTBP1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
LUZP2,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
MACROD2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
MAEA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAF,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
MAF1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MAFF,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAFK,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
MAGED1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAL2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MALAT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAML2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MANBAL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MANEAL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAP1LC3B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAP4K3-DT,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAP7D2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAPK9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAPKBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MAST3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MBTPS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MCTP2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
MDH2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ME3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MED10,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MED13L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MED14,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MED7,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
MEF2A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MEG3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
METTL3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MFSD14C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MFSD6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MGAT3,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MICALL2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
MICU1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MINK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MIR7-3HG,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MKKS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MKNK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MKNK2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MLLT11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MOBP,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
MOCS2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MPP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MPZL1,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
MRAP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPL15,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPL32,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPL36,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPL39,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPL47,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPS15,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPS30,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPS35,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRPS9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MRVI1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MS4A6E,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MSI2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MSR1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
MSRB2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
MSX1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT-ND5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1E,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1F,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1G,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1H,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1M,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT1X,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MT2A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MTCH2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
MTCL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MTHFR,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MTOR,1,spoke-okn_curated_DaG,1,gxa_DE_ge2_regions,2
MTSS1L,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MTX2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MUCL1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
MUM1L1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MYH10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
MYOM2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
NACA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NACC2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NADK2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NAE1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NAP1L5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NARF,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NARS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NARS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NASP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NAT8B,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
NAV3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NAXE,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NBEAL1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
NDRG3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDRG4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFA10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFA12,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
NDUFA2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFA4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFA8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFA9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFAF5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFB4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFB5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFS3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFS5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFS7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NDUFV1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NEAT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NECAP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NEK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NEK7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NELFE,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NELL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NEU2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
NEUROD6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NFAT5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NFKBIA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NGFRAP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NHP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NIF3L1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NKAIN2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
NKAIN3,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
NKIRAS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NMNAT2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NOTCH2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NPC2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
NRCAM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NRIP3,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
NRN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NRSN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NSG2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NSMCE1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NTAQ1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NTM,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
NUDC,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NUP50,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
NUP62,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
OCIAD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
OGA,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
OPLAH,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
OPN3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ORAI2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ORC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ORC5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
OTOL1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
OTUD7B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
P4HTM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PADI2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PAK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PALD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PALLD,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PAPLN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PAQR8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PARK7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PARN,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
PARP11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PARP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PCBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PCSK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PCYOX1L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PDCD4,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
PDCD6IP,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
PDK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PDK3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PDK4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PDLIM5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PENK,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
PFDN2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PFKM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PGF,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PGRMC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PHACTR4,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
PHB,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
PHC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PHF24,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PHLPP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PHOSPHO1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
PHYKPL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PINK1,1,spoke-okn_curated_DaG,1,gxa_DE_ge2_regions,2
PITHD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PITPNC1,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
PJA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PKN2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PLCL1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
PLK2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PLPBP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PLSCR4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PLXNC1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
PMP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PMS1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
PNISR,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PNMA8A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PNMA8B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PNMAL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PNMAL2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PNN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POGK,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POLB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POLR2I,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POLR3C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POP4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POPDC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
POU3F3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPARD,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPEF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPFIBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPM1E,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPM1H,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PPP1R3B,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
PPP1R7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PQBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRDM16,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRDM2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRDX1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRDX3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRDX6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PREX2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRKCZ,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRL,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
PRO1804,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PROSC,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PROSER1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
PRPS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PRR34-AS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSAT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMA7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMB2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMB3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMB5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMB6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMB7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMC2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMC5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMD14,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMD4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMD8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMG2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PSMG3,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
PTGR1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PTPRD,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
PTRH2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PWWP3B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PXDC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
PXDN,1,spoke-okn_curated_DaG,1,digcfdekg_family_history,2
QNG1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
QPCT,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
RAB11A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAB11FIP3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAB33A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAB3C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAD51C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RALBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAP1GDS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RAPGEF6,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
