gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
SBK2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
IFI27,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
NMI,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
SPINK7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
UTS2R,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
PCDHGA7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
OR1F2P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AL158801.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AGRN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
CDV3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
STX11,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MCAT,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""down"": 1, ""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program'; 'physical activity program' vs 'no physical activitiy program' in 'multiple sclerosis',3,C
SCO2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
LINC01126,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MX2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ZFY,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
SCARA3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
H1-4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
CTD-2542L18.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AC109597.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
XIST,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
GALR3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
HERC5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
RP11-4B16.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
SYNE2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
GBP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
TXLNGY,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
DTX3L,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
OAS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC002543.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
CARD17,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
KDM6A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
CTD-3222D19.4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AL031595.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
DDX60,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
KDM5D,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
STK11IP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
SNORA70G,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
MX1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
EPB41L3,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""up"": 1, ""down"": 1}","'multiple sclerosis' vs 'normal' in 'no physical activity program'; 'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
BEAN1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
F2RL2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AC011933.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
RTN3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC008764.10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
USP9Y,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AQP5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
SSH1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
C4orf19,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AC009716.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
NRROS,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC114402.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
TTTY14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
HIST1H1E,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
IFIT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
CARD16,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
FOXB1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MAT2B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
DIAPH1-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
ACTBL2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
DDO,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
AC096564.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
RP11-23P13.6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MAP7D2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
AC020659.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ARHGEF2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC011939.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
IGHV2-70,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
TMSB4Y,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
H2BC21,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
HOOK3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
DHX58,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC026410.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
IFIT2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
KMO,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
BHLHE23,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC018529.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
TRIM22,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ANOS2P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
GAST,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
TSIX,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
LINC00278,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
IFITM8P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
YWHAZP3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
RP4-671O14.6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
OAS3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
PRKY,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AC092127.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
SERPINA1,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""up"": 1, ""down"": 1}","'multiple sclerosis' vs 'normal' in 'no physical activity program'; 'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
HHLA3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
TDRD7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
OASL,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""up"": 2}",'multiple sclerosis' vs 'normal' in 'no physical activity program'; 'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC087749.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
H1-3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
DDX3Y,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
AC006483.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AL512631.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ZNF154,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
UTY,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
CYP2U1-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
FTHL17,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
GPR3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ILDR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ZNF205,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
NDUFA6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
IFI44,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
OGFR,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MARCKSL1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ANKRD13C-DT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
CDC42-IT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
MS4A4A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
CCNK,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
HIST1H4E,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
SAMD9L,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
PCSK1N,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
NFYC-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
NPTN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
MDM4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
HIST2H2BE,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal',3,C
GNG10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC092127.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
ASTN2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AC051649.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
ADM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
RPL35AP2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
CSRNP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
AL353662.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',3,C
NUTF2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',3,C
ARHGAP6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ETV5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ASPM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PRKAR2B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SIPA1L2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SAMD4A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CLEC5A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RALGPS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RAB31,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SNX7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CNRIP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
GATM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TOP2A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CSF1R,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
BUB1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TMEM170B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SLC1A3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FTH1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FAM20C,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
NRARP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGKV1OR2-108,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
EGR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
BCAT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGKC,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ADGRE2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CEBPB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
MAFB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
BEND4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CH25H,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DENND5B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
MITF,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CDK2AP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CDC42BPA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ARHGEF40,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
GNB4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
VSIG4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
VMO1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ADAP2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FAM110B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
COL4A3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
OSBPL10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
EPS8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
LDLRAD3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
HMOX1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FGD4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CD302,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
