fips,var,val,year
08101,rural,14.153511502,2023
31025,residential segregation - black/white,77.892973921,2023
29227,poor or fair health,16.1(2.0),2023
20067,food insecurity,7.6,2023
47109,rural,85.27325024,2023
17069,limited access to healthy foods,6.2019589418,2023
54005,children in poverty,28.2(4.0),2023
46099,children in single-parent households,22.563852286(3.0),2023
56035,life expectancy,81.225275928,2023
31133,adult obesity,40.3(4.0),2023
48203,motor vehicle crash deaths,0.024842485791,2023
28135,firearm fatalities,0.018565593671,2023
21123,low birthweight,9.1234347048(3.0),2023
13055,premature death,12.857306963000001(4.0),2023
31051,low birthweight,4.4921875(1.0),2023
28137,food insecurity,14.9,2023
40079,air pollution - particulate matter,9.8(4.0),2023
53069,preventable hospital stays,1.0070000000000001(1.0),2023
48133,uninsured,20.601647543(2.0),2023
48497,frequent mental distress,16.2,2023
13247,food insecurity,9.3,2023
20015,children in single-parent households,14.643500494(1.0),2023
54061,life expectancy,79.263959385,2023
17195,life expectancy,77.605917836,2023
42113,air pollution - particulate matter,7.0(1.0),2023
13049,rural,51.022923342,2023
45005,severe housing cost burden,11.833274461,2023
20003,primary care physicians,2650:1(4.0),2023
48269,adult obesity,40.7(nan),2023
20163,life expectancy,77.803531676,2023
18081,severe housing cost burden,9.138846088,2023
38105,low birthweight,5.4808072814(1.0),2023
06035,children in single-parent households,26.425255339(4.0),2023
49037,food insecurity,19.1,2023
05045,uninsured,8.4676508247(1.0),2023
02220,uninsured,13.916360554(1.0),2023
13099,food insecurity,16.7,2023
48363,premature death,9.7406810637(3.0),2023
06077,uninsured,7.7286679785(2.0),2023
49035,mental health providers,184:1(1.0),2023
51735,food insecurity,6.3,2023
04007,life expectancy,72.677026021,2023
55139,preventable hospital stays,2.315(3.0),2023
47071,unemployment,4.4932797018(3.0),2023
33001,adult obesity,34.0(4.0),2023
48039,residential segregation - black/white,45.420277373,2023
41041,unemployment,6.8137695914(4.0),2023
48361,air pollution - particulate matter,8.2(2.0),2023
13025,air pollution - particulate matter,8.2(1.0),2023
17013,children in poverty,13.2(1.0),2023
17189,limited access to healthy foods,3.5827850398,2023
38079,motor vehicle crash deaths,0.033631067193,2023
16023,air pollution - particulate matter,3.5(1.0),2023
29199,food insecurity,10.4,2023
29077,poor or fair health,15.7(1.0),2023
53029,preventable hospital stays,1.502(2.0),2023
12011,uninsured,16.774691679(3.0),2023
45005,premature death,15.351264072000001(4.0),2023
21061,income inequality,4.0735525025(1.0),2023
37095,adult obesity,36.8(3.0),2023
22107,limited access to healthy foods,38.899593482,2023
47153,uninsured,13.111798042(3.0),2023
35059,limited access to healthy foods,11.009835172,2023
51011,uninsured,10.779116466(4.0),2023
51530,life expectancy,74.861419078,2023
16067,frequent mental distress,14.3,2023
31109,air pollution - particulate matter,6.7(4.0),2023
46007,severe housing problems,17.766497462(4.0),2023
19193,drug overdose deaths,0.008743976371800001,2023
18081,premature death,6.664321281800001(1.0),2023
13063,poor or fair health,20.8(3.0),2023
39155,adult obesity,41.7(4.0),2023
30057,mental health providers,1274:1(4.0),2023
40137,food insecurity,15.2,2023
39087,air pollution - particulate matter,6.8(1.0),2023
48317,preventable hospital stays,3.0349999999999997(2.0),2023
16029,frequent mental distress,14.2,2023
13031,severe housing problems,18.374429224(4.0),2023
38049,poor or fair health,11.9(3.0),2023
28147,children in poverty,35.0(3.0),2023
21207,life expectancy,73.178142345,2023
24039,primary care physicians,3182:1(4.0),2023
21131,adult obesity,41.1(4.0),2023
31025,mental health providers,1930:1(3.0),2023
27109,severe housing problems,12.15585252(3.0),2023
24025,income inequality,3.9976896859(2.0),2023
17057,drinking water violations,Yes(3.0),2023
17033,air pollution - particulate matter,9.0(3.0),2023
48219,residential segregation - black/white,41.795146612,2023
21117,uninsured,6.0207460659(1.0),2023
32005,homicides,0.0032541009067000005,2023
15007,adult obesity,22.0(1.0),2023
17123,limited access to healthy foods,4.3452305741,2023
30005,low birthweight,8.4722222222(3.0),2023
46019,adult obesity,33.8(2.0),2023
48161,preventable hospital stays,3.304(3.0),2023
19137,income inequality,4.8073601701(4.0),2023
20147,severe housing cost burden,6.7146282974,2023
37167,limited access to healthy foods,2.1830825848,2023
37161,motor vehicle crash deaths,0.018205456068,2023
19195,life expectancy,80.104585424,2023
22127,severe housing cost burden,6.5573770492,2023
08009,low birthweight,8.1180811808(1.0),2023
39041,motor vehicle crash deaths,0.0060428974627,2023
17035,rural,100.0,2023
17107,air pollution - particulate matter,9.1(3.0),2023
47085,primary care physicians,4648:1(4.0),2023
51025,motor vehicle crash deaths,0.027987930205,2023
17001,children in single-parent households,20.133734537(2.0),2023
40125,preventable hospital stays,2.011(1.0),2023
13153,income inequality,4.3871079057(2.0),2023
39003,primary care physicians,1436:1(1.0),2023
48233,drinking water violations,No(1.0),2023
48147,preventable hospital stays,5.114(4.0),2023
27167,uninsured,4.89108097(1.0),2023
48351,children in poverty,27.3(3.0),2023
13037,children in poverty,39.1(4.0),2023
30029,income inequality,4.0181475129(2.0),2023
31175,limited access to healthy foods,4.4412212403,2023
30089,frequent mental distress,15.2,2023
53021,severe housing cost burden,10.636640202,2023
48349,adult obesity,38.9(3.0),2023
12059,children in poverty,30.3(4.0),2023
34041,unemployment,5.5209063103(2.0),2023
28083,uninsured,13.910018553(1.0),2023
32031,firearm fatalities,0.016362191056,2023
17019,children in single-parent households,28.272894899(4.0),2023
48333,primary care physicians,4840:1(4.0),2023
12125,frequent mental distress,16.8,2023
20031,food insecurity,11.5,2023
36009,life expectancy,77.107615052,2023
49057,life expectancy,78.102697176,2023
33017,severe housing problems,14.82237648(4.0),2023
48253,adult obesity,41.1(4.0),2023
18063,air pollution - particulate matter,10.2(4.0),2023
39093,poor or fair health,14.5(2.0),2023
20003,severe housing problems,12.580645161(4.0),2023
17037,children in single-parent households,23.666392168(3.0),2023
35021,primary care physicians,638:0(nan),2023
13211,primary care physicians,2455:1(3.0),2023
18177,severe housing cost burden,11.482286542,2023
48207,limited access to healthy foods,11.440102328,2023
22127,premature death,10.68467657(2.0),2023
04023,severe housing cost burden,10.65342729,2023
19105,poor or fair health,12.1(2.0),2023
48039,mental health providers,1052:1(1.0),2023
06109,mental health providers,439:1(4.0),2023
37119,food insecurity,10.9,2023
48457,motor vehicle crash deaths,0.029219765843000005,2023
23009,preventable hospital stays,2.03(2.0),2023
49031,uninsured,11.313131313(2.0),2023
53021,premature death,5.2642767419(1.0),2023
51087,motor vehicle crash deaths,0.007144963911399999,2023
05095,unemployment,5.3033193438(4.0),2023
06031,homicides,0.0063319969984,2023
04011,poor or fair health,15.8(2.0),2023
27119,residential segregation - black/white,51.614153254,2023
18135,air pollution - particulate matter,9.2(4.0),2023
06009,income inequality,4.6444207865(3.0),2023
13311,low birthweight,6.7987152034(1.0),2023
13005,low birthweight,10.276679842(3.0),2023
26081,severe housing cost burden,10.535975161,2023
12125,unemployment,3.7395512538(1.0),2023
23007,limited access to healthy foods,5.5417093815,2023
21185,frequent mental distress,15.4,2023
17057,firearm fatalities,0.012102351314,2023
18015,primary care physicians,6743:1(4.0),2023
24033,children in poverty,15.7(3.0),2023
42069,frequent mental distress,16.4,2023
53013,preventable hospital stays,2.35(4.0),2023
13185,children in single-parent households,35.654674241(3.0),2023
39067,unemployment,6.2442325438(4.0),2023
23005,frequent mental distress,13.3,2023
28025,air pollution - particulate matter,9.8(4.0),2023
39117,severe housing cost burden,6.6914792525,2023
48453,premature death,4.9270184305999996(1.0),2023
13201,residential segregation - black/white,30.264521578,2023
42111,poor or fair health,14.7(3.0),2023
10003,unemployment,5.3156113332(2.0),2023
47103,air pollution - particulate matter,7.8(3.0),2023
37111,uninsured,13.249474684(2.0),2023
04023,premature death,6.336379619500001(1.0),2023
31007,rural,100.0,2023
13271,firearm fatalities,0.017616489034,2023
51193,motor vehicle crash deaths,0.021691625426000002,2023
26011,uninsured,8.3056171471(3.0),2023
22039,adult obesity,42.2(3.0),2023
24009,poor or fair health,9.9(1.0),2023
36023,drug overdose deaths,0.021742637311999997,2023
29011,adult obesity,39.6(3.0),2023
39085,adult obesity,37.0(2.0),2023
13021,homicides,0.018092981136,2023
22035,drinking water violations,Yes(2.0),2023
24039,severe housing problems,22.857142857(4.0),2023
46045,food insecurity,5.2,2023
55085,food insecurity,8.4,2023
37049,life expectancy,75.668502407,2023
39157,drinking water violations,No(1.0),2023
48019,frequent mental distress,15.9,2023
12093,residential segregation - black/white,45.882340005,2023
26081,premature death,6.0688381940000005(1.0),2023
29031,preventable hospital stays,1.9109999999999998(1.0),2023
42019,adult obesity,32.8(2.0),2023
13301,physical inactivity,35.5(4.0),2023
27099,residential segregation - black/white,55.80955543,2023
17099,low birthweight,7.511224366(2.0),2023
16063,severe housing cost burden,8.226691042,2023
26131,income inequality,3.7310410871(1.0),2023
26037,low birthweight,5.8660763697(1.0),2023
50005,motor vehicle crash deaths,0.009893620028500002,2023
06073,frequent mental distress,13.8,2023
48437,primary care physicians,7340:1(4.0),2023
39117,premature death,8.387448232999999(2.0),2023
05113,firearm fatalities,0.028996810350999998,2023
31055,primary care physicians,880:1(1.0),2023
36097,primary care physicians,1608:1(2.0),2023
48191,drinking water violations,Yes(2.0),2023
51153,drug overdose deaths,0.016903851036999998,2023
20141,food insecurity,11.0,2023
47141,children in poverty,17.9(1.0),2023
37129,rural,2.2149634622,2023
06057,air pollution - particulate matter,6.3(2.0),2023
29091,food insecurity,18.3,2023
51820,premature death,9.4519463154(3.0),2023
39003,severe housing problems,12.300123001(3.0),2023
47087,food insecurity,15.8,2023
54029,children in poverty,20.1(1.0),2023
53049,limited access to healthy foods,3.9229660021,2023
21233,food insecurity,16.8,2023
21097,children in poverty,20.4(2.0),2023
51031,children in poverty,15.5(2.0),2023
19027,preventable hospital stays,2.3810000000000002(3.0),2023
20093,children in single-parent households,33.89261745(4.0),2023
35001,air pollution - particulate matter,8.1(4.0),2023
28085,premature death,11.418317149(2.0),2023
42133,children in single-parent households,22.59150064(3.0),2023
12123,food insecurity,15.3,2023
42095,frequent mental distress,15.1,2023
18079,air pollution - particulate matter,8.5(1.0),2023
48333,severe housing problems,13.12849162(2.0),2023
19123,adult obesity,36.0(2.0),2023
06017,uninsured,5.3767166646(1.0),2023
21213,adult obesity,37.1(1.0),2023
18167,life expectancy,75.403101746,2023
28021,uninsured,14.734299517(2.0),2023
37133,firearm fatalities,0.015704782718,2023
16063,premature death,9.4106388943(4.0),2023
55061,frequent mental distress,14.0,2023
19183,primary care physicians,1466:1(2.0),2023
42055,life expectancy,78.857700788,2023
29027,life expectancy,76.938430051,2023
45083,primary care physicians,1546:1(1.0),2023
21199,unemployment,4.9247237303(3.0),2023
06073,unemployment,6.4691600191(2.0),2023
35037,mental health providers,71:1(1.0),2023
29039,adult obesity,37.3(2.0),2023
27119,mental health providers,366:1(1.0),2023
13069,unemployment,4.0647386575(3.0),2023
28067,frequent mental distress,15.4,2023
51079,physical inactivity,22.1(2.0),2023
13223,motor vehicle crash deaths,0.013540418595,2023
29203,children in single-parent households,11.139240506(1.0),2023
01091,air pollution - particulate matter,9.4(3.0),2023
18085,mental health providers,531:1(1.0),2023
37091,primary care physicians,1444:1(1.0),2023
31101,preventable hospital stays,2.612(3.0),2023
47045,rural,42.864223295,2023
46135,income inequality,3.6101169776(1.0),2023
48345,food insecurity,13.3,2023
05141,limited access to healthy foods,6.7285462684,2023
13201,mental health providers,2960:1(3.0),2023
05039,primary care physicians,6802:1(4.0),2023
30075,physical inactivity,19.4(nan),2023
39007,rural,46.368858193,2023
47033,premature death,11.908366027(3.0),2023
01019,preventable hospital stays,3.916(3.0),2023
45055,low birthweight,9.3641618497(2.0),2023
05059,rural,65.969079367,2023
17059,children in single-parent households,34.228855721(4.0),2023
48071,rural,45.720310007,2023
26089,physical inactivity,16.1(1.0),2023
55093,limited access to healthy foods,3.8123734884,2023
32027,low birthweight,6.4864864865(1.0),2023
28065,air pollution - particulate matter,8.9(2.0),2023
51179,drinking water violations,No(1.0),2023
24015,homicides,0.0043102609237,2023
12093,mental health providers,1491:1(4.0),2023
22009,food insecurity,18.2,2023
21167,air pollution - particulate matter,8.4(3.0),2023
12047,children in single-parent households,23.699851412(1.0),2023
20127,limited access to healthy foods,9.9469985178,2023
06025,poor or fair health,24.0(4.0),2023
42031,residential segregation - black/white,67.881293684,2023
27099,mental health providers,744:1(3.0),2023
18121,uninsured,11.613175676(4.0),2023
08105,unemployment,6.5111231687(4.0),2023
25025,rural,0.0740973625,2023
34029,drinking water violations,Yes(1.0),2023
22059,unemployment,3.27991613(1.0),2023
17157,physical inactivity,28.4(4.0),2023
48237,poor or fair health,19.6(3.0),2023
08089,food insecurity,14.6,2023
06095,life expectancy,80.019089284,2023
45007,drug overdose deaths,0.024201793567,2023
30061,mental health providers,347:1(1.0),2023
13131,rural,62.360561353,2023
13149,severe housing problems,9.5555555556(1.0),2023
16019,uninsured,10.284861587(1.0),2023
13245,income inequality,5.0658132283(3.0),2023
37069,firearm fatalities,0.016471702498,2023
13109,residential segregation - black/white,28.355000442,2023
31027,unemployment,1.7792068596(1.0),2023
05119,primary care physicians,840:1(1.0),2023
56011,children in poverty,9.2(1.0),2023
08053,severe housing cost burden,20.892018779,2023
25019,adult obesity,25.2(3.0),2023
13057,physical inactivity,22.3(1.0),2023
31139,frequent mental distress,12.3,2023
17161,severe housing cost burden,11.083183316,2023
42003,drug overdose deaths,0.044296879607,2023
51085,uninsured,6.5296502963(1.0),2023
45067,income inequality,5.511973512(4.0),2023
48437,severe housing problems,14.97005988(3.0),2023
04015,rural,22.963643811,2023
36097,severe housing problems,12.764505119(1.0),2023
16071,unemployment,2.4825446082(1.0),2023
21171,air pollution - particulate matter,7.6(1.0),2023
51053,motor vehicle crash deaths,0.014659495309,2023
40067,children in poverty,36.6(4.0),2023
17141,unemployment,5.7855783464(4.0),2023
27149,premature death,5.2533641306000005(1.0),2023
36091,preventable hospital stays,2.243(1.0),2023
47111,firearm fatalities,0.022273000998,2023
51187,food insecurity,9.7,2023
40121,limited access to healthy foods,14.173151924,2023
48037,homicides,0.0082369056081,2023
22031,firearm fatalities,0.02262146266,2023
35025,low birthweight,8.5580453222(2.0),2023
42131,physical inactivity,23.3(2.0),2023
31129,limited access to healthy foods,13.555565367,2023
56005,motor vehicle crash deaths,0.020196417698000003,2023
26159,motor vehicle crash deaths,0.01497769461,2023
17027,drug overdose deaths,0.011545395606999999,2023
13003,food insecurity,14.9,2023
48267,unemployment,4.1469816273(1.0),2023
22111,frequent mental distress,18.5,2023
11001,children in poverty,25.5(1.0),2023
39013,homicides,0.0025222801412,2023
27089,severe housing cost burden,7.8502080444,2023
21125,severe housing cost burden,10.953469921,2023
44005,children in single-parent households,21.624859076(3.0),2023
13229,children in single-parent households,29.264316283(2.0),2023
25009,severe housing cost burden,17.753058437,2023
16027,homicides,0.0024192193245000005,2023
13273,rural,52.05582394,2023
20115,physical inactivity,22.7(2.0),2023
21143,frequent mental distress,17.4,2023
19183,severe housing problems,8.3238958097(2.0),2023
46119,unemployment,3.8271604938(nan),2023
30023,motor vehicle crash deaths,0.017199593464,2023
17093,adult obesity,35.4(2.0),2023
08103,frequent mental distress,15.2,2023
26035,severe housing problems,14.754098361(4.0),2023
32017,children in single-parent households,31.134259259(4.0),2023
54049,life expectancy,75.633227434,2023
55101,firearm fatalities,0.011225543622,2023
02050,poor or fair health,25.1(4.0),2023
20177,children in poverty,16.4(3.0),2023
21091,food insecurity,12.3,2023
13089,residential segregation - black/white,73.0101935,2023
13035,air pollution - particulate matter,9.9(4.0),2023
18163,drinking water violations,No(1.0),2023
51003,low birthweight,6.483004386(1.0),2023
23025,drinking water violations,No(1.0),2023
48027,homicides,0.0083168839299,2023
13049,children in poverty,33.5(3.0),2023
37141,low birthweight,8.3617359691(1.0),2023
21159,frequent mental distress,19.3,2023
54093,unemployment,5.3691275168(2.0),2023
48215,preventable hospital stays,3.206(2.0),2023
19045,low birthweight,7.7124183007(4.0),2023
29081,primary care physicians,2774:1(2.0),2023
17193,children in single-parent households,26.758711374(3.0),2023
27089,premature death,6.572067583500001(3.0),2023
05063,frequent mental distress,17.5,2023
51177,primary care physicians,1871:1(2.0),2023
06075,physical inactivity,16.9(1.0),2023
28015,drinking water violations,No(1.0),2023
25009,premature death,5.8555775677(2.0),2023
19035,mental health providers,719:1(2.0),2023
16087,children in single-parent households,26.897414512(4.0),2023
20119,income inequality,3.6796037577(2.0),2023
27085,children in single-parent households,13.135843267(1.0),2023
42031,mental health providers,630:1(2.0),2023
08015,food insecurity,11.3,2023
17095,drinking water violations,No(1.0),2023
36109,physical inactivity,18.4(1.0),2023
46105,unemployment,3.0890804598(3.0),2023
48425,income inequality,4.9978187447(3.0),2023
40109,unemployment,4.0593076159(3.0),2023
39141,low birthweight,8.9187327824(4.0),2023
21143,unemployment,4.4651461613(2.0),2023
51169,food insecurity,14.0,2023
01001,primary care physicians,2246:1(2.0),2023
54015,unemployment,7.7351687971(4.0),2023
40111,adult obesity,43.7(4.0),2023
16045,uninsured,13.696695849(3.0),2023
27091,food insecurity,9.5,2023
53055,residential segregation - black/white,38.287543795,2023
47073,homicides,0.0040371518903,2023
12041,motor vehicle crash deaths,0.028028252477999997,2023
17009,mental health providers,292:1(1.0),2023
22071,children in single-parent households,52.353692885(4.0),2023
16017,low birthweight,6.2370778773(1.0),2023
31111,children in single-parent households,25.168269231(4.0),2023
45031,uninsured,12.245543302(1.0),2023
37179,life expectancy,80.046534721,2023
31105,adult obesity,36.2(2.0),2023
42063,severe housing problems,13.430591066(3.0),2023
55039,adult obesity,35.7(3.0),2023
51680,children in poverty,21.6(3.0),2023
31093,life expectancy,78.082172872,2023
13109,mental health providers,10672:1(4.0),2023
19021,adult obesity,33.0(1.0),2023
28035,drinking water violations,No(1.0),2023
20123,rural,48.2975051,2023
28095,low birthweight,14.064115822(4.0),2023
47189,income inequality,3.9187513421(1.0),2023
01053,drug overdose deaths,0.032828144663000006,2023
55111,low birthweight,6.2404870624(2.0),2023
56017,life expectancy,72.298919859,2023
46077,motor vehicle crash deaths,0.031552075266,2023
38017,children in single-parent households,19.034392812(4.0),2023
01005,drinking water violations,Yes(4.0),2023
13275,uninsured,15.110238947(1.0),2023
01075,life expectancy,75.261510187,2023
21209,drinking water violations,No(1.0),2023
33003,limited access to healthy foods,0.4511545364,2023
29147,air pollution - particulate matter,7.4(2.0),2023
28073,physical inactivity,25.2(1.0),2023
13081,unemployment,8.5617798967(4.0),2023
53019,low birthweight,6.762295082(4.0),2023
37135,premature death,5.1294643315(1.0),2023
48297,limited access to healthy foods,3.5772573772,2023
46003,children in single-parent households,15.649452269(2.0),2023
36011,income inequality,4.5697275559(3.0),2023
17183,drug overdose deaths,0.026822736887000004,2023
47051,severe housing cost burden,10.825972016,2023
48373,primary care physicians,1963:1(2.0),2023
42033,drug overdose deaths,0.025289245748,2023
51199,life expectancy,81.514714896,2023
18115,preventable hospital stays,4.3180000000000005(4.0),2023
21025,unemployment,8.6476540938(4.0),2023
31091,severe housing cost burden,6.2015503876,2023
13319,severe housing problems,12.087912088(1.0),2023
36063,children in poverty,19.1(3.0),2023
46041,air pollution - particulate matter,4.2(1.0),2023
54013,uninsured,8.4799367464(2.0),2023
18163,firearm fatalities,0.018057517598000002,2023
37195,limited access to healthy foods,2.7037682719,2023
39149,drinking water violations,No(1.0),2023
22113,limited access to healthy foods,3.7031698578,2023
42123,severe housing problems,9.3193105463(1.0),2023
13089,mental health providers,281:1(1.0),2023
38013,poor or fair health,10.7(1.0),2023
47183,income inequality,4.4447070915(2.0),2023
08029,frequent mental distress,15.6,2023
20195,income inequality,3.7271326141(2.0),2023
51730,frequent mental distress,16.0,2023
51121,limited access to healthy foods,4.4036232319,2023
40035,primary care physicians,2366:1(2.0),2023
18017,air pollution - particulate matter,8.7(2.0),2023
48129,low birthweight,11.304347826(4.0),2023
20101,children in single-parent households,4.6012269939(1.0),2023
45069,unemployment,7.7601809955(4.0),2023
47015,children in single-parent households,19.515347334(1.0),2023
42009,motor vehicle crash deaths,0.016853035616,2023
47027,children in single-parent households,29.831387808(4.0),2023
37059,physical inactivity,21.1(1.0),2023
12055,air pollution - particulate matter,7.5(1.0),2023
01015,physical inactivity,28.1(1.0),2023
13255,severe housing cost burden,13.095429675,2023
48183,limited access to healthy foods,9.9583359384,2023
29033,uninsured,14.672754947(2.0),2023
47051,premature death,10.241985095(2.0),2023
54053,food insecurity,11.5,2023
05093,limited access to healthy foods,8.9944278877,2023
37147,income inequality,5.1777314677(4.0),2023
01041,frequent mental distress,17.6,2023
29081,severe housing problems,12.244897959(3.0),2023
36055,mental health providers,303:1(1.0),2023
55123,uninsured,11.60692007(4.0),2023
51137,rural,57.779038858,2023
48125,drinking water violations,Yes(2.0),2023
51177,severe housing problems,12.141330033(2.0),2023
42075,air pollution - particulate matter,9.4(4.0),2023
47147,drug overdose deaths,0.039051603904999996,2023
26107,primary care physicians,2091:1(3.0),2023
37007,firearm fatalities,0.030680047472999995,2023
39061,primary care physicians,895:1(1.0),2023
28135,limited access to healthy foods,31.383122764,2023
51730,unemployment,10.527576024(4.0),2023
20001,uninsured,10.601871544(2.0),2023
36039,adult obesity,31.8(3.0),2023
40077,physical inactivity,31.3(3.0),2023
01005,firearm fatalities,0.025520172898999997,2023
36115,income inequality,4.0000357309(1.0),2023
51099,uninsured,6.411417238(1.0),2023
20179,poor or fair health,11.8(1.0),2023
47181,physical inactivity,28.7(4.0),2023
51131,drinking water violations,Yes(4.0),2023
12127,homicides,0.0051919794302,2023
17201,preventable hospital stays,3.1530000000000005(3.0),2023
27039,children in poverty,6.9(1.0),2023
13255,premature death,10.926270779000001(3.0),2023
04019,uninsured,12.192694276(1.0),2023
27003,rural,13.50062265,2023
30003,mental health providers,926:1(4.0),2023
13039,firearm fatalities,0.011120048335,2023
19065,unemployment,4.6991742037(4.0),2023
47083,uninsured,15.324594257(4.0),2023
31167,mental health providers,5816:1(4.0),2023
37009,unemployment,3.9717773902(1.0),2023
51051,low birthweight,8.1344902386(2.0),2023
13309,food insecurity,16.4,2023
40147,drug overdose deaths,0.012854131318000001,2023
04017,residential segregation - black/white,74.226887856,2023
27111,low birthweight,5.8018971983(2.0),2023
21029,physical inactivity,29.5(1.0),2023
29065,poor or fair health,19.1(4.0),2023
29189,rural,1.1379903379,2023
46127,life expectancy,79.960196684,2023
39149,firearm fatalities,0.0069977277966,2023
51033,adult obesity,38.8(3.0),2023
01003,life expectancy,77.724729177,2023
48203,income inequality,4.7985057524(3.0),2023
41065,uninsured,11.352040816(4.0),2023
32033,air pollution - particulate matter,3.7(1.0),2023
55071,drug overdose deaths,0.018580139519999997,2023
12119,physical inactivity,21.3(1.0),2023
22101,severe housing cost burden,15.029177087,2023
20015,homicides,0.0023527449047,2023
45027,severe housing cost burden,11.595952094,2023
47007,low birthweight,8.371559633(2.0),2023
54035,preventable hospital stays,3.1510000000000002(2.0),2023
17071,severe housing problems,5.3781512605(1.0),2023
48225,frequent mental distress,17.3,2023
02290,rural,100.0,2023
18037,life expectancy,79.187894158,2023
01007,primary care physicians,1581:1(1.0),2023
37063,low birthweight,8.8070104209(2.0),2023
18119,unemployment,3.5605067715(3.0),2023
48373,severe housing problems,14.638203493(3.0),2023
29510,drinking water violations,No(1.0),2023
12109,income inequality,4.3812576085(3.0),2023
06035,homicides,0.006465975115199999,2023
54075,unemployment,5.0(2.0),2023
31119,life expectancy,78.178925813,2023
29159,drinking water violations,Yes(3.0),2023
02275,physical inactivity,22.1(2.0),2023
48375,children in single-parent households,31.834515802(4.0),2023
37151,low birthweight,8.733345501(2.0),2023
30017,food insecurity,9.9,2023
29181,poor or fair health,22.5(4.0),2023
40089,unemployment,4.4247222577(4.0),2023
21183,rural,73.487962419,2023
40047,rural,21.411356883,2023
37027,uninsured,14.34573359(3.0),2023
13165,primary care physicians,2915:1(3.0),2023
12097,frequent mental distress,15.1,2023
48115,children in single-parent households,36.386292835(4.0),2023
56043,income inequality,3.7371335945(1.0),2023
27101,preventable hospital stays,1.856(2.0),2023
54091,income inequality,5.195872223(4.0),2023
45027,premature death,12.305072547(3.0),2023
28037,primary care physicians,3829:1(3.0),2023
45029,children in poverty,30.6(4.0),2023
45047,uninsured,14.101018345(3.0),2023
51107,uninsured,5.9379151137(1.0),2023
38077,unemployment,2.745414696(1.0),2023
39091,firearm fatalities,0.011902347847999999,2023
18065,frequent mental distress,16.7,2023
48005,low birthweight,8.9076884797(4.0),2023
19099,severe housing cost burden,7.6503892427,2023
40051,air pollution - particulate matter,9.7(4.0),2023
21037,severe housing cost burden,13.729303406,2023
05069,drinking water violations,No(1.0),2023
36059,food insecurity,5.7,2023
39039,low birthweight,6.8838146407(1.0),2023
51131,firearm fatalities,0.018611576401000002,2023
19003,limited access to healthy foods,2.0076700462,2023
53045,rural,63.696271767,2023
39173,rural,29.546251434,2023
34001,air pollution - particulate matter,7.1(1.0),2023
13227,severe housing problems,12.679022746(2.0),2023
36019,limited access to healthy foods,3.2263747494,2023
06011,food insecurity,12.9,2023
40001,children in poverty,28.5(4.0),2023
39061,severe housing problems,15.793784278(4.0),2023
56001,life expectancy,80.779391653,2023
37045,preventable hospital stays,4.45(4.0),2023
08075,drug overdose deaths,0.015171974329,2023
04017,mental health providers,1011:1(2.0),2023
18181,preventable hospital stays,1.7919999999999998(1.0),2023
55023,adult obesity,34.7(2.0),2023
29015,frequent mental distress,17.4,2023
32031,limited access to healthy foods,6.7953440204,2023
13007,income inequality,6.0448577681(4.0),2023
47003,unemployment,4.1102354773(2.0),2023
45001,motor vehicle crash deaths,0.024860808381,2023
51001,children in poverty,25.7(4.0),2023
39099,residential segregation - black/white,68.447717494,2023
26125,preventable hospital stays,3.465(4.0),2023
55047,primary care physicians,1112:1(1.0),2023
27021,limited access to healthy foods,5.2107726626,2023
13249,poor or fair health,17.4(2.0),2023
15001,motor vehicle crash deaths,0.011897219490999998,2023
29510,firearm fatalities,0.053711518524,2023
39071,motor vehicle crash deaths,0.0155838644,2023
13023,mental health providers,6304:1(4.0),2023
54079,severe housing problems,9.1834374277(2.0),2023
48401,drinking water violations,No(1.0),2023
37161,income inequality,4.4472830697(2.0),2023
13289,unemployment,5.0998573466(4.0),2023
17203,preventable hospital stays,2.161(1.0),2023
27105,frequent mental distress,14.2,2023
29159,firearm fatalities,0.010370412271,2023
55107,severe housing cost burden,10.255969765,2023
50003,children in poverty,16.1(4.0),2023
31163,air pollution - particulate matter,5.5(2.0),2023
47143,motor vehicle crash deaths,0.016090174557,2023
48133,low birthweight,8.2079343365(3.0),2023
05075,life expectancy,73.024843416,2023
20041,motor vehicle crash deaths,0.018166404263,2023
48231,drinking water violations,Yes(2.0),2023
18001,unemployment,2.1868072614(1.0),2023
35005,poor or fair health,17.4(3.0),2023
47099,primary care physicians,2339:1(2.0),2023
42037,life expectancy,78.302860953,2023
48107,limited access to healthy foods,2.3264371084,2023
01087,physical inactivity,35.3(4.0),2023
20069,motor vehicle crash deaths,0.023706794367,2023
13313,primary care physicians,1888:1(2.0),2023
22109,primary care physicians,2197:1(2.0),2023
27063,children in single-parent households,11.679492983(1.0),2023
18179,premature death,7.9507651412(2.0),2023
36121,income inequality,3.9109246698(1.0),2023
01007,severe housing problems,11.320754717(2.0),2023
01017,frequent mental distress,17.7,2023
17037,homicides,0.0020474852785999998,2023
26091,primary care physicians,4658:1(4.0),2023
39031,frequent mental distress,18.8,2023
18067,unemployment,6.1508336453(4.0),2023
30013,poor or fair health,12.9(3.0),2023
05045,low birthweight,7.6749009994(1.0),2023
02220,low birthweight,5.1282051282(1.0),2023
27095,food insecurity,10.3,2023
22091,uninsured,10.209424084(3.0),2023
06077,low birthweight,7.371813234(4.0),2023
17049,severe housing cost burden,6.4316860465,2023
