s2_l13,n_buildings,max_depth,mean_depth,lat,lng
9817704371415154688,1,0.111,0.111,39.8411,-84.1982
9817705024250183680,1,0.011,0.011,39.9138,-84.1971
9817705574005997568,2,1.482,1.2175,39.91845,-84.24375
9817705986322857984,1,0.014,0.014,39.8612,-84.2551
9817706261200764928,1,0.187,0.187,39.8422,-84.2377
9817715469610647552,3,0.077,0.043666666666666666,39.8602,-84.47253333333333
9817715503970385920,1,0.194,0.194,39.8658,-84.4691
9817716947079397376,1,0.214,0.214,39.8737,-84.5146
9817788449694941184,9,0.069,0.05011111111111111,40.4875,-84.6263888888889
9817788827652063232,16,0.069,0.0645,40.48644375,-84.6280125
9817825764370808832,1,0.154,0.154,40.0972,-84.6433
9817848373078654976,5,0.071,0.0616,39.81528,-84.88078
9817855519904235520,2,0.329,0.17450000000000002,39.853750000000005,-84.7953
9817855932221095936,4,0.259,0.259,39.858225,-84.79124999999999
9817860914383159296,1,0.12,0.12,39.7703,-84.6551
9817861464138973184,2,0.49,0.49,39.74015,-84.63865
9817861945175310336,1,0.158,0.158,39.713,-84.6354
9817867580172402688,2,0.118,0.118,39.6772,-84.64445
9817890841715277824,1,0.138,0.138,39.4057,-84.9082
9817904654330101760,1,0.443,0.443,39.2517,-84.6609
9817905272805392384,1,0.085,0.085,39.2073,-84.6553
9817905478963822592,1,0.322,0.322,39.2358,-84.6396
9817905719481991168,1,0.308,0.308,39.2149,-84.6322
9817905753841729536,2,0.46,0.46,39.209199999999996,-84.61955
9817905856920944640,1,0.024,0.024,39.2103,-84.6153
9817906234878066688,4,0.663,0.35675,39.252375,-84.637675
9817906269237805056,2,0.663,0.491,39.2521,-84.6352
9817924720417308672,2,0.244,0.22699999999999998,39.40665,-84.53110000000001
9817927263037947904,2,0.003,0.003,39.3179,-84.5325
9817927297397686272,1,0.003,0.003,39.3194,-84.5342
9817927640995069952,2,0.003,0.003,39.31415,-84.5253
9817927709714546688,3,0.057,0.057,39.3041,-84.5397
9817927744074285056,24,0.379,0.33125,39.287795833333334,-84.54218333333334
9817927847153500160,2,0.379,0.3285,39.28615,-84.54220000000001
9817927915872976896,1,0.379,0.379,39.288,-84.5434
9817927950232715264,2,0.556,0.556,39.2908,-84.56174999999999
9817928465628790784,1,0.368,0.368,39.2899,-84.5898
9817928637427482624,1,0.18,0.18,39.2577,-84.5858
9817928809226174464,2,0.18,0.18,39.2576,-84.58345
9817928912305389568,1,0.087,0.087,39.2415,-84.5711
9817928946665127936,4,0.087,0.0795,39.240050000000004,-84.579825
9817928981024866304,1,0.087,0.087,39.2466,-84.592
9817929015384604672,2,0.087,0.087,39.247550000000004,-84.593
9817929084104081408,2,0.053,0.053,39.240449999999996,-84.60445
9817929290262511616,1,0.549,0.549,39.1965,-84.6015
9817929565140418560,1,0.326,0.326,39.2222,-84.5757
9817933825747976192,1,0.077,0.077,39.296,-84.5167
9817938258154225664,4,0.035,0.035,39.19145,-84.39772500000001
9817938326873702400,1,0.062,0.062,39.217,-84.4054
9817938464312655872,12,0.062,0.062,39.21743333333333,-84.38843333333334
9817938567391870976,1,0.062,0.062,39.2164,-84.3886
9817939185867161600,1,0.025,0.025,39.2314,-84.3932
9817939220226899968,1,0.184,0.184,39.2425,-84.3922
9817942140804661248,1,0.199,0.199,39.2888,-84.3043
9817943068517597184,3,0.276,0.14300000000000002,39.32266666666666,-84.3487
9817943102877335552,2,0.138,0.10850000000000001,39.325450000000004,-84.3338
9817943583913672704,1,0.155,0.155,39.3071,-84.3042
9817944133669486592,1,0.427,0.427,39.3549,-84.303
9817946229613527040,1,0.182,0.182,39.3625,-84.371
9817946367052480512,8,0.093,0.06,39.3893125,-84.3668
9817946710649864192,1,0.405,0.405,39.3604,-84.3965
9817955231864979456,94,0.084,0.07843617021276596,39.622802127659575,-84.29400106382978
9817955334944194560,32,0.084,0.07090625,39.625834375,-84.294709375
9817955438023409664,1,0.084,0.084,39.6204,-84.2732
9817955506742886400,23,0.269,0.16069565217391305,39.64043043478261,-84.27919565217391
9817955541102624768,62,0.269,0.17164516129032256,39.64309354838709,-84.2825564516129
9817955575462363136,10,0.221,0.211,39.64567,-84.28433
9817956365736345600,1,0.004,0.004,39.6742,-84.3434
9817979180602621952,2,0.664,0.664,39.83945,-84.41805
9817979592919482368,1,0.664,0.664,39.8362,-84.4149
9817985227916574720,1,0.024,0.024,39.7354,-84.2748
9817985743312650240,3,0.121,0.08066666666666666,39.76016666666667,-84.2717
9817986258708725760,1,0.051,0.051,39.7596,-84.3044
9817987667457998848,10,0.39,0.2544,39.81277,-84.28645
9817988011055382528,1,0.323,0.323,39.8254,-84.2492
9817988182854074368,3,0.323,0.323,39.8261,-84.24786666666667
9817988423372242944,1,0.069,0.069,39.8121,-84.2648
9817988457731981312,1,0.069,0.069,39.8086,-84.2684
9817988629530673152,1,0.057,0.057,39.7681,-84.2619
9817988663890411520,1,0.121,0.121,39.7611,-84.2694
9817988766969626624,3,0.238,0.14133333333333334,39.7695,-84.2471
9817989866481254400,3,0.467,0.32033333333333336,39.8175,-84.2071
9817990038279946240,1,0.467,0.467,39.8174,-84.2067
9817990828553928704,1,0.238,0.238,39.8234,-84.1119
9817990862913667072,5,0.391,0.262,39.823339999999995,-84.11154
9817990965992882176,1,0.081,0.081,39.8061,-84.1196
9817991275230527488,1,0.308,0.308,39.7755,-84.1332
9817991515748696064,1,0.199,0.199,39.7609,-84.1199
9817993027577184256,4,0.199,0.199,39.74845,-84.115775
9817993061936922624,5,0.199,0.1942,39.74436,-84.11054
9817994745564102656,3,0.562,0.29400000000000004,39.6864,-84.22403333333334
9817994779923841024,2,0.16,0.16,39.69095,-84.21225
9817995467118608384,65,0.305,0.16909230769230768,39.73872615384616,-84.22190923076923
9817995741996515328,1,0.192,0.192,39.7335,-84.229
9817997872300294144,5,0.109,0.0578,39.6183,-84.22414
9817998731293753344,1,0.269,0.269,39.6339,-84.267
9817999074891137024,1,0.191,0.191,39.5894,-84.2391
9817999109250875392,1,0.049,0.049,39.5896,-84.2367
9817999281049567232,2,0.417,0.417,39.551050000000004,-84.23085
9817999487207997440,1,0.195,0.195,39.5476,-84.269
9818003679096078336,1,0.202,0.202,39.6194,-84.1391
9818003885254508544,1,0.202,0.202,39.5956,-84.1517
9818115726202896384,1,0.233,0.233,39.437,-84.2107
9818119196536471552,2,0.036,0.032,39.3467,-84.21255
9818119986810454016,1,0.175,0.175,39.3356,-84.2553
9818120399127314432,1,0.165,0.165,39.3065,-84.2682
9818318929695604736,1,0.227,0.227,39.1524,-84.4135
9818319067134558208,1,0.035,0.035,39.186,-84.4009
9818319307652726784,1,0.627,0.627,39.164,-84.4292
9818321231798075392,2,0.122,0.122,39.0537,-84.37
9818323808778452992,1,1.641,1.641,39.1019,-84.4891
9818328035026272256,1,0.549,0.549,39.1944,-84.6023
9818331745878016000,1,0.116,0.116,38.9486,-84.5929
9818341229165805568,5,0.396,0.271,38.9458,-84.68116
9818344321542258688,1,2.665,2.665,38.9785,-84.6936
9818344355901997056,3,0.544,0.32266666666666666,38.98636666666667,-84.69046666666667
9818345627212316672,2,0.074,0.074,39.03615,-84.76400000000001
9818345867730485248,5,0.094,0.0816,39.02828,-84.71477999999999
9818345902090223616,1,0.347,0.347,39.0247,-84.7211
9818345936449961984,11,0.347,0.21927272727272726,39.02288181818182,-84.72504545454545
9818346211327868928,5,0.68,0.29960000000000003,39.005880000000005,-84.69202
9818346314407084032,4,0.094,0.0885,39.032375,-84.706675
9818346383126560768,1,0.322,0.322,39.0255,-84.6825
9818346486205775872,1,0.105,0.105,39.0269,-84.6778
9818346589284990976,8,0.389,0.215625,39.0171,-84.6578875
9818346623644729344,6,0.389,0.25366666666666665,39.01403333333334,-84.66013333333333
9818346761083682816,6,0.483,0.40700000000000003,38.99636666666667,-84.66269999999999
9818346795443421184,1,0.051,0.051,38.9915,-84.6712
9818347035961589760,1,0.419,0.419,38.9714,-84.686
9818347070321328128,1,0.101,0.101,38.9708,-84.6859
9818348066753740800,2,0.065,0.048,39.00815,-84.61574999999999
9818348101113479168,3,0.072,0.05399999999999999,39.0066,-84.6223
9818348238552432640,4,0.101,0.059250000000000004,39.003875,-84.639275
9818348272912171008,3,0.101,0.10100000000000002,39.003,-84.63563333333333
9818348444710862848,1,0.072,0.072,39.0211,-84.617
9818349028826415104,3,0.09,0.08666666666666667,39.0422,-84.63426666666666
9818351124770455552,11,0.306,0.2931818181818182,39.15216363636363,-84.64042727272728
9818351434008100864,1,0.339,0.339,39.1699,-84.6082
9818351468367839232,1,0.026,0.026,39.1804,-84.6071
9818351846324961280,7,0.306,0.22228571428571428,39.15705714285714,-84.64145714285713
9818351915044438016,2,0.447,0.376,39.1612,-84.662
9818352018123653120,1,0.088,0.088,39.18,-84.6518
9818355763335135232,1,0.058,0.058,39.1016,-84.7268
9818355969493565440,2,0.067,0.067,39.09975,-84.70134999999999
9818356278731210752,6,0.867,0.582,39.06778333333333,-84.72378333333334
9818356381810425856,3,0.867,0.8296666666666667,39.066766666666666,-84.71636666666667
9818356416170164224,8,0.867,0.717875,39.0660875,-84.7097625
9818356656688332800,1,0.048,0.048,39.0352,-84.705
9818357000285716480,4,0.867,0.5405,39.074625,-84.7384
9818359955223216128,3,0.213,0.13699999999999998,39.16213333333334,-84.80243333333334
9818424620250824704,13,0.069,0.064,38.20703076923077,-84.80895384615384
9818479183515353088,1,0.216,0.216,38.2467,-84.5236
9818479217875091456,1,0.216,0.216,38.2364,-84.5274
9818483856439771136,2,0.065,0.0595,38.0574,-84.54945000000001
9818483890799509504,17,0.4,0.3672352941176471,38.04911176470588,-84.55126470588235
9818484062598201344,28,0.4,0.22242857142857142,38.038153571428566,-84.54604642857143
9818484096957939712,18,0.4,0.25855555555555554,38.03426666666667,-84.54241111111111
9818484131317678080,10,0.224,0.1763,38.02989,-84.5371
9818484165677416448,2,0.224,0.1205,38.026650000000004,-84.53190000000001
9818484337476108288,1,0.436,0.436,38.0597,-84.5298
9818484474915061760,1,0.254,0.254,38.0659,-84.5401
9818484646713753600,38,0.218,0.19139473684210526,38.08903157894737,-84.54696052631579
9818484681073491968,1,0.215,0.215,38.0899,-84.5539
9818484818512445440,3,0.218,0.146,38.0884,-84.54266666666666
9818484852872183808,1,0.056,0.056,38.0853,-84.5313
9818485230829305856,11,0.639,0.2666363636363636,38.073854545454545,-84.48336363636363
9818485471347474432,19,0.731,0.5291578947368422,38.05277368421053,-84.51331578947368
9818485574426689536,2,0.445,0.328,38.05135,-84.51225
9818486708298055680,5,0.639,0.3534,38.063919999999996,-84.46866
9818486742657794048,10,0.639,0.3752,38.0673,-84.47187
9818486777017532416,9,0.639,0.45633333333333337,38.07271111111111,-84.47806666666666
9818497634694856704,2,0.142,0.09949999999999999,38.04045,-84.42519999999999
9818498081371455488,1,0.032,0.032,38.0237,-84.4336
9818498184450670592,1,0.316,0.316,37.9948,-84.4187
9818498321889624064,10,0.316,0.1753,37.99906,-84.4031
9818498356249362432,2,0.316,0.1635,37.997150000000005,-84.4126
9818498562407792640,1,0.266,0.266,37.9905,-84.4238
9818509798042238976,4,0.907,0.827,37.996674999999996,-84.44345
9818509935481192448,3,1.004,0.4563333333333333,37.9997,-84.46583333333332
9818509969840930816,1,0.646,0.646,38.0131,-84.4629
9818510038560407552,2,0.395,0.23950000000000002,37.99765,-84.4728
9818510072920145920,3,1.004,0.9016666666666667,37.995200000000004,-84.47626666666667
9818510210359099392,58,1.004,0.5357068965517241,37.98368448275862,-84.48774310344828
9818510244718837760,4,1.004,0.47275,37.9794,-84.493125
9818510313438314496,19,1.004,0.4345263157894737,37.989410526315794,-84.48222631578948
9818510622675959808,5,0.613,0.3108,37.99128,-84.51412
9818510691395436544,12,0.613,0.434,37.98164166666667,-84.50749166666667
9818510725755174912,1,0.613,0.613,37.9878,-84.5121
9818510863194128384,3,0.299,0.18299999999999997,37.970866666666666,-84.5029
9818510897553866752,5,0.644,0.3274,37.974759999999996,-84.4989
9818510966273343488,12,0.316,0.18891666666666665,37.95859166666667,-84.48521666666666
9818511069352558592,5,0.316,0.25460000000000005,37.950720000000004,-84.49018
9818511893986279424,29,0.432,0.33703448275862063,37.988596551724136,-84.54101724137931
9818512340662878208,31,0.432,0.32364516129032256,37.98761290322581,-84.5474258064516
9818512375022616576,3,0.431,0.3216666666666667,37.986266666666666,-84.5584
9818512443742093312,1,0.176,0.176,37.9895,-84.5801
9818512478101831680,2,0.267,0.266,37.9922,-84.57560000000001
9818512581181046784,3,0.295,0.12733333333333333,38.0164,-84.5671
9818514161729011712,1,0.098,0.098,37.9268,-84.5458
9818514264808226816,1,0.4,0.4,37.9222,-84.5321
9818515261240639488,2,0.131,0.131,37.874399999999994,-84.5707
9818515295600377856,24,0.131,0.1295,37.88015,-84.57178333333333
9818515329960116224,3,0.131,0.13066666666666668,37.889133333333334,-84.57443333333333
9818515364319854592,1,0.13,0.13,37.8887,-84.5747
9818532990865637376,4,0.529,0.52275,38.05755,-84.743275
9818538007387439104,1,0.007,0.007,38.1442,-84.894
9818538076106915840,3,0.801,0.5306666666666667,38.16003333333334,-84.8805
9818539450496450560,1,0.546,0.546,38.1558,-84.9221
9818552816434675712,1,0.604,0.604,37.8102,-84.9274
9818553434909966336,1,0.162,0.162,37.7517,-84.903
9818555221616361472,1,0.396,0.396,37.7709,-84.8587
9818555255976099840,16,0.7,0.3004375,37.7746,-84.8598875
9818555324695576576,46,0.701,0.37621739130434784,37.765173913043476,-84.84941521739131
9818555359055314944,73,0.701,0.4273698630136986,37.76398630136987,-84.84289863013699
9818555530854006784,16,0.701,0.4150625,37.7641875,-84.83179375
9818567797280604160,3,0.257,0.256,37.75456666666667,-84.76440000000001
9818568965511708672,5,0.328,0.0854,37.665279999999996,-84.76895999999999
9818571370693394432,1,0.323,0.323,37.6807,-84.62
9818571886089469952,1,0.658,0.658,37.6422,-84.627
9818579960627986432,1,0.153,0.153,37.6358,-84.7738
9818580132426678272,1,0.027,0.027,37.671,-84.7754
9818580647822753792,2,0.555,0.555,37.6644,-84.82775
9818650982207193088,1,0.081,0.081,37.396,-84.3984
9818651016566931456,1,0.288,0.288,37.3964,-84.4161
9818651394524053504,5,0.46,0.23820000000000002,37.405860000000004,-84.41454
9818651428883791872,2,0.458,0.2695,37.4013,-84.40395000000001
9818651600682483712,1,0.161,0.161,37.4046,-84.3879
9818651635042222080,1,0.037,0.037,37.3925,-84.3949
9818653524827832320,2,0.036,0.0325,37.5026,-84.42675
9818657407478267904,1,0.069,0.069,37.5405,-84.3324
9818658232111988736,1,0.069,0.069,37.5565,-84.3114
9818658335191203840,2,0.069,0.0685,37.563,-84.29665
9818658506989895680,8,0.069,0.068875,37.570725,-84.2799
9818658541349634048,10,0.069,0.06670000000000001,37.56926,-84.28153999999999
9818663248633790464,1,0.148,0.148,37.5508,-84.4239
9818665859973906432,1,0.42,0.42,37.5718,-84.4524
9818666547168673792,5,0.491,0.46820000000000006,37.59296,-84.49942
9818667131284226048,1,0.177,0.177,37.5367,-84.5009
9818667749759516672,3,0.057,0.057,37.5537,-84.54426666666667
9818669055429574656,1,0.436,0.436,37.5979,-84.5737
9818670292380155904,1,0.738,0.738,37.6016,-84.5756
9818670567258062848,1,0.658,0.658,37.6385,-84.5854
9818670670337277952,1,0.107,0.107,37.6262,-84.5731
9818671323172306944,1,0.26,0.26,37.6819,-84.5511
9818672457043673088,2,0.159,0.159,37.62,-84.50545
9818672697561841664,1,0.186,0.186,37.6037,-84.4972
9818687575328555008,1,0.129,0.129,37.7213,-84.3155
9818741382678839296,1,0.125,0.125,37.1633,-84.1146
9818741451398316032,2,0.125,0.1245,37.159949999999995,-84.10615000000001
9818747876669390848,2,0.141,0.141,37.158,-84.0547
9818748014108344320,1,0.001,0.001,37.1516,-84.0351
9818748185907036160,1,0.01,0.01,37.184,-84.0361
9818764712941191168,2,1.066,0.918,37.4751,-83.80760000000001
9818765193977528320,3,0.017,0.017,37.44813333333334,-83.78833333333334
9818765400135958528,2,0.008,0.0075,37.4286,-83.78765
9818769454585085952,2,0.101,0.101,37.39345,-83.87195
9818776567050928128,1,0.134,0.134,37.1451,-83.779
9818776635770404864,4,0.162,0.14750000000000002,37.136700000000005,-83.7644
9818782648724619264,17,0.007,0.007,37.132876470588236,-83.73423529411764
9818794296675926016,3,0.01,0.01,37.46686666666667,-83.73703333333333
9818805429231157248,2,0.01,0.01,37.48,-83.72935000000001
9818882669923008512,3,0.177,0.17699999999999996,37.9796,-84.19773333333333
9818883322758037504,1,0.231,0.231,37.9665,-84.1623
9818883357117775872,2,0.231,0.2305,37.9714,-84.16675000000001
9818883391477514240,2,0.231,0.23,37.972,-84.1668
9818887823883763712,1,0.15,0.15,38.0078,-84.2132
9819192663482564608,1,0.043,0.043,37.2981,-83.2165
9819192904000733184,4,0.24,0.14625,37.291225,-83.235075
9819192972720209920,4,0.24,0.24,37.281324999999995,-83.244
9822572424787394560,2,0.495,0.495,35.7425,-81.8362
9822647191578083328,1,0.363,0.363,36.1334,-81.2241
9822730823181271040,2,0.007,0.007,35.78485,-80.8725
9823787797452947456,1,0.601,0.601,34.6412,-79.8807
9823888437126627328,2,0.657,0.657,34.3672,-80.06110000000001
9823924549211652096,1,0.341,0.341,34.3927,-80.2863
9823967808122257408,1,1.354,1.354,34.5693,-80.3762
9824081641935470592,1,0.375,0.375,34.2504,-81.3282
9824450596806066176,3,0.137,0.137,34.97056666666666,-81.93913333333334
9824451971195600896,2,0.026,0.0215,35.004099999999994,-81.9983
9824452039915077632,4,0.079,0.079,35.009775,-82.011875
9824452074274816000,2,0.079,0.079,35.0125,-82.00765
9824452142994292736,1,0.147,0.147,35.03,-82.0035
9824452452231938048,3,0.079,0.07666666666666666,35.00626666666667,-82.02046666666666
9824470525454319616,1,0.316,0.316,34.7909,-82.2026
9824582847439044608,1,0.096,0.096,34.5049,-82.0218
9824643870334386176,1,0.214,0.214,34.7879,-82.3288
9824644351370723328,3,0.039,0.039,34.7883,-82.302
9824644385730461696,1,0.136,0.136,34.789,-82.2928
9824644557529153536,1,0.041,0.041,34.7843,-82.2635
9824646344235548672,1,0.173,0.173,34.7706,-82.2564
9824646378595287040,1,0.112,0.112,34.7881,-82.2546
9824647271948484608,5,0.321,0.2752,34.80008,-82.29028
9824647340667961344,1,0.305,0.305,34.8164,-82.2997
9824647409387438080,1,0.089,0.089,34.8166,-82.2847
9824647512466653184,1,0.123,0.123,34.8349,-82.2901
9824647581186129920,1,0.088,0.088,34.8236,-82.2752
9824647615545868288,2,0.088,0.088,34.82555,-82.26814999999999
9824647821704298496,3,0.348,0.14866666666666664,34.847633333333334,-82.28733333333334
9824647924783513600,2,0.145,0.097,34.8502,-82.2861
9824654040816943104,7,0.168,0.11871428571428573,34.85438571428572,-82.30645714285716
9824654109536419840,1,0.099,0.099,34.8502,-82.3181
9824654178255896576,1,0.099,0.099,34.854,-82.3287
9824654246975373312,2,0.062,0.0365,34.8475,-82.3429
9824654384414326784,2,0.123,0.086,34.83865,-82.3277
9824654487493541888,2,0.305,0.305,34.8187,-82.30505
9824654624932495360,2,0.305,0.2035,34.800349999999995,-82.30245
9824655415206477824,1,0.053,0.053,34.8084,-82.4066
9824655449566216192,1,0.168,0.168,34.8151,-82.4031
9824655724444123136,2,0.198,0.198,34.84095,-82.42745
9824655964962291712,11,0.053,0.04318181818181818,34.82308181818182,-82.44036363636364
9824656411638890496,7,0.053,0.053,34.8284,-82.44022857142856
9824657064473919488,3,0.005,0.005,34.88366666666667,-82.4113
9824667097517522944,1,0.026,0.026,34.7964,-82.3906
9824723413128708096,1,0.132,0.132,34.4848,-82.6439
9825019250476056576,1,0.048,0.048,35.5649,-83.0455
9825224378114113536,1,0.593,0.593,36.0425,-82.8565
9825251591026900992,1,0.222,0.222,36.1907,-82.7939
9825251694106116096,5,0.222,0.22200000000000003,36.18016,-82.79842
9825251865904807936,3,0.106,0.10033333333333333,36.172266666666665,-82.81406666666668
9825252450020360192,2,0.075,0.067,36.1687,-82.76015
9825253102855389184,1,0.118,0.118,36.1764,-82.7656
9825266400074137600,1,0.023,0.023,36.2727,-82.6742
9825455069397516288,4,0.315,0.1985,36.408500000000004,-82.99945
9825455103757254656,2,0.135,0.07150000000000001,36.405950000000004,-83.0047
9825552891572649984,1,0.207,0.207,36.7375,-83.5646
9825554094163492864,1,0.079,0.079,36.703,-83.5285
9825554128523231232,1,0.074,0.074,36.7042,-83.5322
9825554162882969600,2,0.063,0.063,36.71185,-83.5403
9825554231602446336,3,0.028,0.028,36.698499999999996,-83.5525
9825554369041399808,2,0.367,0.365,36.719899999999996,-83.5579
9825557736295759872,1,0.006,0.006,36.6083,-83.489
9825576702871339008,1,0.007,0.007,36.4307,-83.3227
9825582544026861568,1,0.17,0.17,36.5908,-83.4908
9825582578386599936,1,0.18,0.18,36.5971,-83.4885
9825582612746338304,1,0.071,0.071,36.596,-83.5053
9825582647106076672,1,0.082,0.082,36.5872,-83.4992
9825582681465815040,1,0.239,0.239,36.5801,-83.4993
9825584433812471808,1,0.056,0.056,36.5693,-83.5468
9825585155366977536,2,0.057,0.0565,36.560249999999996,-83.5644
9825587285670756352,3,0.425,0.36400000000000005,36.449666666666666,-83.56776666666667
9825587801066831872,1,0.023,0.023,36.4256,-83.5903
9825597215635144704,1,0.098,0.098,36.2604,-83.5373
9825612265200549888,4,0.107,0.107,36.197425,-83.2795
9825612299560288256,3,0.107,0.107,36.2017,-83.28410000000001
9825612333920026624,1,0.107,0.107,36.1883,-83.2831
9825613055474532352,3,0.326,0.326,36.21286666666666,-83.29403333333333
9825613192913485824,1,0.165,0.165,36.2161,-83.3211
9825613983187468288,1,0.1,0.1,36.2203,-83.258
9825614154986160128,1,0.333,0.333,36.256,-83.2586
9825614223705636864,1,0.115,0.115,36.2584,-83.2643
9825615495015956480,4,0.248,0.248,36.31805,-83.309075
9825615701174386688,3,0.248,0.20433333333333334,36.30766666666667,-83.31683333333332
9825616697606799360,5,0.322,0.2754,36.29228,-83.37196
9825617968917118976,1,0.237,0.237,36.3397,-83.3853
9825618175075549184,1,0.055,0.055,36.2971,-83.373
9825619102788485120,1,0.141,0.141,36.3415,-83.3868
9825619789983252480,1,0.673,0.673,36.3943,-83.407
9825620580257234944,1,0.057,0.057,36.3986,-83.3388
9825620752055926784,1,0.112,0.112,36.421,-83.3311
9825620820775403520,1,0.122,0.122,36.4041,-83.3167
9825621026933833728,1,0.122,0.122,36.4004,-83.3121
9825621233092263936,3,0.181,0.18099999999999997,36.393166666666666,-83.3353
9825622126445461504,2,0.071,0.071,36.347750000000005,-83.2615
9825622229524676608,6,0.071,0.071,36.347433333333335,-83.26115
9825622401323368448,2,0.306,0.178,36.3822,-83.25485
9825623191597350912,1,0.271,0.271,36.388,-83.2318
9825625871656943616,1,0.333,0.333,36.2477,-83.2472
9825626283973804032,1,0.114,0.114,36.2791,-83.1881
9825626352693280768,1,0.385,0.385,36.2729,-83.2023
9825626421412757504,1,0.093,0.093,36.2448,-83.1984
9825630682020315136,1,0.001,0.001,36.3853,-83.1258
9825655146154033152,2,0.566,0.376,36.242450000000005,-83.2312
9825865118515200000,2,0.182,0.13,36.389250000000004,-83.70745
9825866836502118400,1,0.222,0.222,36.4013,-83.6836
9825872265340780544,2,0.037,0.037,36.600750000000005,-83.62375
9825874533083512832,12,0.14,0.14,36.612608333333334,-83.71079166666667
9825874945400373248,12,1.486,0.7270833333333333,36.61389166666667,-83.7384
9825875014119849984,1,0.343,0.343,36.6052,-83.7469
9825875048479588352,11,0.135,0.12363636363636364,36.612109090909094,-83.75018181818182
9825875082839326720,8,0.246,0.14175,36.616175,-83.758925
9825884222529732608,1,0.039,0.039,36.5946,-83.8796
9825886318473773056,3,0.125,0.11466666666666665,36.59473333333333,-83.76556666666666
9825886799510110208,1,0.246,0.246,36.6159,-83.7627
9825886833869848576,1,0.005,0.005,36.6273,-83.7667
9825888345698336768,1,0.141,0.141,36.6815,-83.8377
9825889445209964544,1,0.026,0.026,36.6446,-83.8792
9825889479569702912,1,0.027,0.027,36.6449,-83.8787
9825894839688888320,1,0.592,0.592,36.7123,-83.781
9825894908408365056,2,0.592,0.592,36.7191,-83.76735
9825895080207056896,1,0.058,0.058,36.7526,-83.7728
9825895183286272000,1,0.058,0.058,36.7527,-83.7731
9825896351517376512,3,0.322,0.322,36.7785,-83.6812
9825896385877114880,9,2.178,1.0905555555555555,36.77042222222222,-83.68423333333334
9825896454596591616,1,2.178,2.178,36.7639,-83.6897
9825896866913452032,4,0.007,0.007,36.7348,-83.69565
9825896969992667136,5,0.007,0.007000000000000001,36.73034,-83.69404
9825897382309527552,7,0.702,0.5691428571428572,36.722342857142856,-83.72352857142857
9825897416669265920,1,0.702,0.702,36.7255,-83.7283
9825897691547172864,2,0.592,0.592,36.72280000000001,-83.75954999999999
9825898653619847168,1,1.119,1.119,36.6305,-83.7328
9825898687979585536,4,0.427,0.39149999999999996,36.620850000000004,-83.737025
9825898997217230848,3,1.278,0.7703333333333333,36.6447,-83.70143333333333
9825899959289905152,2,0.204,0.204,36.689949999999996,-83.6843
9825900199808073728,2,0.272,0.272,36.6956,-83.63659999999999
9825900440326242304,3,1.436,1.2309999999999999,36.66043333333334,-83.66176666666667
9825901058801532928,2,0.325,0.325,36.6486,-83.6532
9825901093161271296,2,0.591,0.43799999999999994,36.64565,-83.63785
9825901127521009664,4,0.612,0.3015,36.650025,-83.63075
9825901161880748032,5,0.321,0.321,36.6519,-83.6178
9825901780356038656,1,0.277,0.277,36.6635,-83.6039
9825902192672899072,1,0.357,0.357,36.6895,-83.601
9825902261392375808,4,0.659,0.203,36.702125,-83.604525
9825902295752114176,3,0.314,0.31066666666666665,36.7151,-83.60523333333333
9825902330111852544,1,0.23,0.23,36.7131,-83.6028
9825902467550806016,9,0.62,0.25355555555555553,36.72101111111111,-83.60813333333334
9825902708068974592,1,0.237,0.237,36.6985,-83.6239
9825902742428712960,2,0.237,0.237,36.70655,-83.63319999999999
9825902776788451328,5,0.542,0.3218,36.70462,-83.63734
9825903120385835008,5,0.376,0.3166,36.74148,-83.67188
9825903463983218688,1,0.376,0.376,36.7427,-83.6629
9825903635781910528,5,3.412,1.8872,36.773399999999995,-83.6714
9825903841940340736,1,1.061,1.061,36.7757,-83.6351
9825903876300079104,9,0.582,0.4746666666666667,36.776199999999996,-83.63006666666666
9825903910659817472,1,0.277,0.277,36.7771,-83.6197
9825904494775369728,4,0.008,0.008,36.80115,-83.6056
9825904529135108096,4,0.259,0.202,36.791975,-83.607825
9825904872732491776,3,0.008,0.008,36.80436666666667,-83.60473333333333
9825905078890921984,1,0.019,0.019,36.8415,-83.6019
9825905250689613824,3,0.131,0.128,36.855533333333334,-83.6219
9825905353768828928,3,0.131,0.131,36.84846666666667,-83.62713333333333
9825905388128567296,1,0.016,0.016,36.8383,-83.6335
9825905491207782400,1,0.316,0.316,36.8345,-83.6334
9825906075323334656,1,0.189,0.189,36.8191,-83.667
9825906178402549760,4,0.19,0.19,36.81870000000001,-83.66505000000001
9825906247122026496,1,0.264,0.264,36.8251,-83.636
9825906556359671808,1,0.224,0.224,36.797,-83.6701
9825906590719410176,2,0.224,0.224,36.7958,-83.6678
9825906796877840384,1,0.19,0.19,36.8245,-83.6797
9825906899957055488,1,0.087,0.087,36.8131,-83.7091
9825906934316793856,1,0.096,0.096,36.8264,-83.7045
9825907003036270592,1,0.092,0.092,36.8121,-83.7112
9825907140475224064,1,0.391,0.391,36.7971,-83.7172
9825907793310253056,1,0.023,0.023,36.8536,-83.738
9825909133340049408,2,0.492,0.4885,36.91015,-83.6998
9825910061052985344,1,0.039,0.039,36.9272,-83.7508
9825910713888014336,1,0.491,0.491,36.9297,-83.6988
9825912088277549056,1,0.082,0.082,36.9077,-83.6398
