hEntrez,humanSymbol,n_assays,n_studies,n_tissues,tissues,studies,organisms,n_up,n_down,max_abs_log2fc,min_adj_p,mean_log2fc,ambiguous,consistent_direction,net_direction
5797,PTPRM,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0194,0.028217,-1.0194,False,consistent,down
58,ACTA1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.3772,0.0118054,-2.3772,False,consistent,down
5806,PTX3,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0641,4.50214e-07,1.0641,False,consistent,up
5818,NECTIN1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1186,0.00502679,-1.1186,False,consistent,down
582,BBS1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0379,5.93127e-05,-1.0379,False,consistent,down
5833,PCYT2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1709,3.00682e-07,-1.1709,False,consistent,down
58486,ZBED5,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.2113,0.0193124,1.2113,False,consistent,up
58494,JAM2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3566,0.0349031,-1.3566,False,consistent,down
58499,ZNF462,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3951,0.0487747,-1.3951,False,consistent,down
58504,ARHGAP22,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.3817,0.043923,1.3817,False,consistent,up
58516,SINHCAF,1,1,1,quadriceps femoris,OSD-103,Mus musculus,1,0,1.2779,0.00309693,1.2779,False,consistent,up
5874,RAB27B,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.0917,3.59622e-05,-1.0917,False,consistent,down
5891,MOK,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3878,0.00179284,-1.3878,False,consistent,down
5896,RAG1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0858,0.000117921,-1.0858,False,consistent,down
5897,RAG2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2683,1.90525e-07,-1.2683,False,consistent,down
5909,RAP1GAP,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1616,0.000555218,-1.1616,False,consistent,down
5913,RAPSN,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0152,0.0243858,1.0152,False,consistent,up
5915,RARB,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0774,1.51606e-11,-1.0774,False,consistent,down
59271,EVA1C,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1142,0.0340143,1.1142,False,consistent,up
59344,ALOXE3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.8487,0.0362302,1.8487,False,consistent,up
5950,RBP4,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.7738,0.000442849,1.7738,False,consistent,up
5968,REG1B,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.7829,0.0259797,-1.7829,False,consistent,down
5972,REN,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-3.0789,0.0461727,-3.0789,True,consistent,down
5989,RFX1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0691,6.1641e-09,-1.0691,False,consistent,down
5996,RGS1,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0373,0.00421102,1.0373,False,consistent,up
60,ACTB,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1254,0.00250993,1.1254,False,consistent,up
6000,RGS7,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.7327,0.010944,1.7327,False,consistent,up
6002,RGS12,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,0,1,-6.46,0.00416816,-6.46,False,consistent,down
6004,RGS16,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3429,3.79452e-10,-1.3429,False,consistent,down
6010,RHO,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7441,0.044857,1.7441,False,consistent,up
60482,SLC5A7,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7113,0.0498668,1.7113,False,consistent,up
60494,CCDC81,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3342,0.0204181,-1.3342,False,consistent,down
60676,PAPPA2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.8533,0.0493638,-1.8533,False,consistent,down
608,TNFRSF17,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.4158,0.0172483,2.4158,False,consistent,up
6097,RORC,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,4.2958,0.0299958,4.2958,False,consistent,up
6098,ROS1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.4012,2.43544e-10,-1.4012,False,consistent,down
6119,RPA3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3864,3.20312e-14,-1.3864,False,consistent,down
619207,SCART1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.142,0.0387934,2.142,False,consistent,up
624,BDKRB2,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.0057,2.87555e-05,1.0057,False,consistent,up
6241,RRM2,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.1654,3.46217e-07,1.1654,False,consistent,up
6263,RYR3,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.2143,9.0587e-20,-2.2143,False,consistent,down
6274,S100A3,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.8518,0.0150545,1.8518,False,consistent,up
6276,S100A5,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.1594,0.0170601,1.1594,False,consistent,up
6278,S100A7,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1824,0.029096,-1.1824,False,consistent,down
632,BGLAP,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,3.8741,0.0181354,3.8741,False,consistent,up
6320,CLEC11A,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3224,1.18062e-07,-1.3224,False,consistent,down
6326,SCN2A,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3621,3.73267e-06,1.3621,False,consistent,up
6330,SCN4B,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3716,0.00237691,-1.3716,False,consistent,down
6334,SCN8A,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0712,0.00065681,2.0712,False,consistent,up
6335,SCN9A,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.4134,0.00143362,2.4134,False,consistent,up
635,BHMT,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7735,0.0390951,1.7735,False,consistent,up
6363,CCL19,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3867,0.0100574,-1.3867,False,consistent,down
6376,CX3CL1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.5327,0.00179966,-1.5327,False,consistent,down
6385,SDC4,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,3.0688,6.2024e-11,3.0688,False,consistent,up
63893,UBE2O,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.399,2.96074e-07,-1.399,False,consistent,down
63898,SH2D4A,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.4823,2.29142e-21,1.4823,False,consistent,up
63951,DMRTA1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.8908,0.0278956,1.8908,False,consistent,up
63967,CLSPN,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,2.0452,0.000752376,2.0452,False,consistent,up
63976,PRDM16,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0252,0.00231314,-1.0252,False,consistent,down
63977,PRDM15,1,1,1,quadriceps femoris,OSD-326,Mus musculus,1,0,1.2971,0.044388,1.2971,False,consistent,up
6403,SELP,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.4961,0.0188331,-1.4961,False,consistent,down
64065,PERP,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0924,0.000100162,1.0924,False,consistent,up
64102,TNMD,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2665,0.000123112,-1.2665,False,consistent,down
64129,TINAGL1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.1249,0.00188911,-1.1249,False,consistent,down
64151,NCAPG,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,2.0356,0.024124,2.0356,False,consistent,up
64174,DPEP2,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.4779,0.0129157,1.4779,False,consistent,up
64231,MS4A6A,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.021,0.033812,-1.021,False,consistent,down
642574,IQANK1,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.361,0.0219099,1.361,False,consistent,up
642597,AKAIN1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.6256,0.00018297,-1.6256,False,consistent,down
642659,HNRNPA1L3,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,1.0132,0.0477123,1.0132,False,consistent,up
64284,RAB17,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.3047,0.0163538,-2.3047,False,consistent,down
643008,SMIM5,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.4065,0.0280185,-1.4065,False,consistent,down
643376,BTBD18,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.9817,0.0478733,2.9817,False,consistent,up
643382,TMEM253,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.4568,0.00743097,-1.4568,False,consistent,down
64342,HS1BP3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1957,5.569e-11,-1.1957,False,consistent,down
643669,CCER2,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.1961,0.00503476,3.1961,False,consistent,up
64375,IKZF4,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.4419,0.00532406,1.4419,False,consistent,up
64377,CHST8,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0004,0.0425507,2.0004,False,consistent,up
64386,MMP25,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.8378,0.0388805,-1.8378,False,consistent,down
64398,PALS1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1488,1.44408e-15,1.1488,False,consistent,up
644139,PIRT,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0697,0.0264617,2.0697,False,consistent,up
644168,DRGX,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.846,0.0339213,1.846,False,consistent,up
6444,SGCD,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.917,0.0229376,-1.917,False,consistent,down
64478,CSMD1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1508,5.89679e-05,1.1508,False,consistent,up
6453,ITSN1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0408,3.71228e-10,-1.0408,False,consistent,down
645359,PRAMEF25|PRAMEF26,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
645414,PRAMEF19,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
645425,PRAMEF20,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
6456,SH3GL2,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-2.0614,1.28415e-06,-2.0614,False,consistent,down
645638,WFDC21P,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.8335,0.022844,1.8335,False,consistent,up
64579,NDST4,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.2404,0.0490867,-2.2404,False,consistent,down
64598,MOSPD3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1339,1.21669e-06,-1.1339,False,consistent,down
646658,SYNDIG1L,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.3459,0.00480794,-2.3459,False,consistent,down
64689,GORASP1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0528,6.18761e-09,-1.0528,False,consistent,down
647024,C6orf132,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.4355,0.0170551,1.4355,False,consistent,up
647286,RD3L,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,5.2072,0.0299958,5.2072,False,consistent,up
64745,METTL17,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1021,0.000785582,-1.1021,False,consistent,down
64748,PLPPR2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2187,0.00712297,-1.2187,False,consistent,down
64763,ZNF574,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0773,2.02032e-06,-1.0773,False,consistent,down
64770,CCDC14,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,6.3714,0.0338584,6.3714,False,consistent,up
64776,C11orf1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0464,2.72843e-07,1.0464,False,consistent,up
64816,CYP3A43,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2314,0.0452336,2.2314,False,consistent,up
64849,SLC13A3,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.715,0.0132327,1.715,False,consistent,up
64860,ARMCX5,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0673,5.75836e-24,1.0673,False,consistent,up
64864,RFX7,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2453,1.87188e-13,1.2453,False,consistent,up
648791,PPP1R3G,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.5883,0.000215272,-2.5883,False,consistent,down
6489,ST8SIA1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.4419,6.19722e-13,-2.4419,False,consistent,down
64919,BCL11B,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.0174,0.00380912,2.0174,False,consistent,up
6492,SIM1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2873,2.91109e-10,1.2873,False,consistent,up
649238,PNMA6E,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8928,0.0438278,2.8928,False,consistent,up
64927,TTC23,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1033,0.0319709,-1.1033,False,consistent,down
65012,SLC26A10,1,1,1,quadriceps femoris,OSD-326,Mus musculus,1,0,1.4787,0.000412541,1.4787,False,consistent,up
6505,SLC1A1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5976,4.17945e-13,1.5976,False,consistent,up
65061,CDK15,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.5118,0.00888602,-1.5118,False,consistent,down
6507,SLC1A3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2986,0.00668905,-1.2986,False,consistent,down
651,BMP3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.149,0.00213927,1.149,False,consistent,up
65121,PRAMEF1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
65122,PRAMEF2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
6515,SLC2A3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0571,0.00635448,1.0571,False,consistent,up
65249,ZSWIM4,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1659,1.93783e-07,1.1659,False,consistent,up
65267,WNK3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5388,1.68695e-08,1.5388,False,consistent,up
652966,SNORD10,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.2649,0.000206037,1.2649,False,consistent,up
653319,KIAA0895L,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2839,0.00362492,-1.2839,False,consistent,down
653499,LGALS7|LGALS7B,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.6478,0.0162071,3.6478,False,consistent,up
653619,PRAMEF15,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
653657,MBD3L3,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.5653,0.00306929,3.5653,False,consistent,up
653677,SEC1P,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.5672,0.0430578,-1.5672,False,consistent,down
653689,GSTT2B,1,1,1,tibialis anterior,OSD-105,Mus musculus,0,1,-1.0417,5.16557e-06,-1.0417,False,consistent,down
6540,SLC6A13,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.8806,3.76974e-05,1.8806,False,consistent,up
654254,ZNF732,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3097,0.0254733,2.3097,False,consistent,up
655,BMP7,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1208,0.00188148,1.1208,False,consistent,up
6553,SLC9A5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.231,0.00063966,1.231,False,consistent,up
6554,SLC10A1,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.9825,0.0230753,3.9825,False,consistent,up
6557,SLC12A1,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.4937,0.0140195,2.4937,False,consistent,up
6559,SLC12A3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0692,0.000116047,-1.0692,False,consistent,down
6561,SLC13A1,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.3601,0.0142713,3.3601,False,consistent,up
6569,SLC34A1,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.0768,0.00381468,2.0768,False,consistent,up
6576,SLC25A1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.563,0.00660928,1.563,False,consistent,up
6579,SLCO1A2,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.7429,0.014756,2.7429,False,consistent,up
6583,SLC22A4,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3927,1.04756e-17,-1.3927,False,consistent,down
6590,SLPI,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-2.1314,0.0283544,-2.1314,False,consistent,down
6591,SNAI2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2028,0.02461,-1.2028,False,consistent,down
65985,AACS,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.1634,0.0113955,-1.1634,False,consistent,down
65991,FUNDC2,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3755,0.00752699,-1.3755,False,consistent,down
66002,CYP4F12,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.8264,0.00494777,2.8264,False,consistent,up
66005,CHID1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3821,2.59582e-08,-1.3821,False,consistent,down
66008,TRAK2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1138,7.97993e-17,-1.1138,False,consistent,down
6616,SNAP25,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7489,0.0277997,1.7489,False,consistent,up
6641,SNTB1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6624,2.96008e-06,1.6624,False,consistent,up
6666,SOX12,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0796,1.06401e-06,-1.0796,False,consistent,down
6668,SP2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3935,3.97374e-09,-1.3935,False,consistent,down
6672,SP100,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5899,0.0420557,1.5899,False,consistent,up
6690,SPINK1,1,1,1,soleus,OSD-104,Mus musculus,1,0,5.6509,0.000317918,5.6509,False,consistent,up
6692,SPINT1,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.8932,0.0299231,1.8932,False,consistent,up
6693,SPN,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.0159,0.0166339,1.0159,False,consistent,up
6696,SPP1,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.8218,0.012567,1.8218,False,consistent,up
6708,SPTA1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1668,0.0264419,1.1668,False,consistent,up
6712,SPTBN2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.8589,0.0444201,-1.8589,False,consistent,down
6733,SRPK2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2941,8.05111e-12,1.2941,False,consistent,up
6772,STAT1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0063,1.91488e-11,-1.0063,False,consistent,down
6781,STC1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.1292,0.00171725,-1.1292,False,consistent,down
6785,ELOVL4,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.2898,0.0416435,1.2898,False,consistent,up
6821,SUOX,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0431,8.97266e-10,-1.0431,False,consistent,down
684,BST2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1115,3.09145e-07,-1.1115,False,consistent,down
6857,SYT1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.7049,0.00103637,2.7049,False,consistent,up
6863,TAC1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.4703,0.00332101,-1.4703,False,consistent,down
6870,TACR3,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.264,0.0102699,3.264,False,consistent,up
688,KLF5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.069,0.000281815,1.069,False,consistent,up
692094,MSMP,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.2898,0.020418,-2.2898,False,consistent,down
696,BTN1A1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.1168,0.00113186,-2.1168,False,consistent,down
699,BUB1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,2.2011,0.0441563,2.2011,False,consistent,up
6999,TDO2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5394,0.0385375,1.5394,False,consistent,up
7018,TF,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0069,0.0145867,1.0069,False,consistent,up
7020,TFAP2A,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.8552,0.0329884,2.8552,False,consistent,up
7026,NR2F2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.4981,0.0378122,-1.4981,False,consistent,down
7062,TCHH,1,1,1,soleus,OSD-104,Mus musculus,1,0,4.1365,0.00237406,4.1365,False,consistent,up
7071,KLF10,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0244,3.90784e-07,1.0244,False,consistent,up
7076,TIMP1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.2976,0.000354536,1.2976,False,consistent,up
7091,TLE4,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2752,1.13512e-29,1.2752,False,consistent,up
7093,TLL2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3721,0.000128568,-1.3721,False,consistent,down
7100,TLR5,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.1647,0.000653394,-1.1647,False,consistent,down
7113,TMPRSS2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.0288,0.0396829,2.0288,False,consistent,up
7124,TNF,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3503,0.0428067,-1.3503,False,consistent,down
7134,TNNC1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-4.1118,1.19683e-17,-4.1118,False,consistent,down
7135,TNNI1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-4.4537,3.90083e-11,-4.4537,False,consistent,down
7138,TNNT1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-3.614,9.72822e-20,-3.614,False,consistent,down
7143,TNR,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1044,0.00403627,2.1044,False,consistent,up
7150,TOP1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-1.2393,0.0477555,-1.2393,False,consistent,down
7153,TOP2A,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,2.3835,0.000791489,2.3835,False,consistent,up
7168,TPM1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0221,8.75767e-12,1.0221,False,consistent,up
7170,TPM3,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-1.498,0.000311468,-1.498,False,consistent,down
7172,TPMT,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.1858,0.0133572,1.1858,False,consistent,up
720,C4A|LOC110384692,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0804,0.00488306,-1.0804,False,consistent,down
721,C4B,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0804,0.00488306,-1.0804,False,consistent,down
7225,TRPC6,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0971,0.00243459,-1.0971,False,consistent,down
7253,TSHR,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.3566,6.74125e-07,2.3566,False,consistent,up
726,CAPN5,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0942,1.13833e-10,-1.0942,False,consistent,down
727897,MUC5B,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2434,0.0298381,2.2434,False,consistent,up
728116,ZBTB8B,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.7906,0.0261946,2.7906,False,consistent,up
728215,NALF1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0434,0.000427868,2.0434,False,consistent,up
728591,CCDC169,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2579,0.048166,1.2579,False,consistent,up
728858,C12orf71,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.414,0.00173319,3.414,False,consistent,up
729528,PRAMEF14,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3686,0.0396457,2.3686,False,consistent,up
729993,SHISA9,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1638,0.0430502,2.1638,False,consistent,up
730087,ZNF726,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3097,0.0254733,2.3097,False,consistent,up
730098,LOC730098,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.8964,0.00313929,1.8964,False,consistent,up
730130,TMEM229A,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.1074,0.00355956,1.1074,False,consistent,up
730249,ACOD1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-4.0398,0.0194793,-4.0398,False,consistent,down
7310,ZRSR2P1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0025,0.00092086,1.0025,False,consistent,up
7316,UBC,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,1.2422,0.00414942,1.2422,False,consistent,up
7363,UGT2B4,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9613,0.0465741,1.9613,False,consistent,up
7369,UMOD,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.2447,0.0352359,2.2447,False,consistent,up
7371,UCK2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0318,0.0121314,1.0318,False,consistent,up
7378,UPP1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.3876,0.00899243,-1.3876,False,consistent,down
7442,TRPV1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.3546,0.0291008,-1.3546,False,consistent,down
7475,WNT6,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.1159,0.00487358,1.1159,False,consistent,up
7484,WNT9B,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.5643,4.39967e-06,-2.5643,False,consistent,down
7562,ZNF708,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3097,0.0254733,2.3097,False,consistent,up
759,CA1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7635,0.00112017,1.7635,False,consistent,up
762,CA4,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.0403,4.79775e-09,1.0403,False,consistent,up
