hEntrez,humanSymbol,n_assays,n_studies,n_tissues,tissues,studies,organisms,n_up,n_down,max_abs_log2fc,min_adj_p,mean_log2fc,ambiguous,consistent_direction,net_direction
2993,GYPA,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.6514,0.00870469,1.5505499999999999,False,consistent,up
2994,GYPB,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.6514,0.00870469,1.5505499999999999,False,consistent,up
2996,GYPE,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.6514,0.00870469,1.5505499999999999,False,consistent,up
3036,HAS1,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,0,2,-2.4973,0.00131444,-1.9676,False,consistent,down
3039,HBA1,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.3348,0.000289146,1.28165,True,consistent,up
3040,HBA2,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.3348,0.000289146,1.28165,True,consistent,up
3043,HBB,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.2887,8.96223e-05,1.1940499999999998,True,consistent,up
3045,HBD,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.2887,8.96223e-05,1.1940499999999998,True,consistent,up
30835,CD209,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,0,2,-1.2815,0.00145122,-1.1674,False,consistent,down
3105,HLA-A,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
3106,HLA-B,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
3107,HLA-C,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
3133,HLA-E,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
3134,HLA-F,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
3135,HLA-G,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1354,4.5e-05,2.00075,False,consistent,up
317705,VN1R5,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,3.1386,0.025274,2.19075,True,consistent,up
3248,HPGD,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.4018,0.000537501,1.3577,False,consistent,up
3336,HSPE1,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.259,5.81907e-06,-1.1532499999999999,False,consistent,down
333932,H3C15,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-99,Mus musculus,2,0,2.2677,6.00195e-05,1.66635,True,consistent,up
338707,B4GALNT4,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,2,0,1.4067,0.0241983,1.2538,False,consistent,up
341676,NEK5,2,2,2,quadriceps femoris; tibialis anterior,OSD-103; OSD-105,Mus musculus,0,2,-1.2612,0.00156919,-1.1449500000000001,False,consistent,down
3417,IDH1,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.1909,2.00177e-24,1.1446,False,consistent,up
342527,SMTNL2,2,2,2,bone marrow; soleus,OSD-104; OSD-690,Mus musculus,1,1,-1.1831,3.76013e-19,-0.04910000000000003,False,mixed,mixed
343099,CCDC18,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.6484,0.013819,1.6225,False,consistent,up
344065,LOC344065,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-1.0579,2.63479e-06,-1.02975,False,consistent,down
345611,IRGM,2,2,2,soleus; tibialis anterior,OSD-576; OSD-770,Mus musculus,0,2,-1.3328,9.74762e-07,-1.1760000000000002,True,consistent,down
348807,CFAP100,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,2.7413,2.74053e-05,1.95345,False,consistent,up
3491,CCN1,2,2,2,gastrocnemius; soleus,OSD-422; OSD-770,Mus musculus; Rattus norvegicus,2,0,3.1534,3.58634e-45,2.9596999999999998,False,consistent,up
3507,IGHM,2,2,2,soleus; tibialis anterior,OSD-105; OSD-770,Mus musculus,2,0,2.4695,3.5752e-10,1.8634,False,consistent,up
352954,CASTOR3,2,2,2,bone marrow; soleus,OSD-104; OSD-690,Mus musculus,1,1,-1.3807,3.71743e-25,-0.14990000000000003,False,mixed,mixed
353497,POLN,2,2,2,extensor digitorum longus; tibialis anterior,OSD-105; OSD-665,Mus musculus,2,0,1.8095,0.00267104,1.5981,False,consistent,up
353514,LILRA5,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-666; OSD-99,Mus musculus,1,1,-1.2776,0.00588974,-0.038550000000000084,True,mixed,mixed
3575,IL7R,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.5716,0.0100793,1.43045,False,consistent,up
3627,CXCL10,2,2,2,soleus; tibialis anterior,OSD-576; OSD-770,Mus musculus,1,1,-2.2507,0.0012822,-0.18185000000000007,False,mixed,mixed
3665,IRF7,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,2,0,1.1702,0.0137424,1.1132,False,consistent,up
3726,JUNB,2,2,2,extensor digitorum longus; tibialis anterior,OSD-105; OSD-665,Mus musculus,1,1,1.3621,0.0043473,0.17745,False,mixed,mixed
374403,TBC1D10C,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.3768,2.97804e-10,-1.2215500000000001,False,consistent,down
374928,ZNF773,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-1.0579,2.63479e-06,-1.02975,False,consistent,down
3754,KCNF1,2,2,2,gastrocnemius; soleus,OSD-101; OSD-104,Mus musculus,1,1,-2.1439,9.34514e-07,-0.4567,False,mixed,mixed
3772,KCNJ15,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.5773,2.44143e-06,2.141,False,consistent,up
386746,MRGPRG,2,2,2,extensor digitorum longus; soleus,OSD-770; OSD-99,Mus musculus,2,0,2.846,0.00425808,2.61255,False,consistent,up
388531,RGS9BP,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-1.6436,1.01789e-06,-1.48945,False,consistent,down
388795,EFCAB8,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.674,0.00285336,2.19305,False,consistent,up
3918,LAMC2,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,1,1,1.1849,1.60861e-06,0.07995000000000008,False,mixed,mixed
401262,CRIP3,2,2,2,quadriceps femoris; tibialis anterior,OSD-103; OSD-105,Mus musculus,2,0,1.9723,0.000616076,1.5162499999999999,False,consistent,up
405754,ERVFRD-1,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,2.428,0.00370696,0.56455,False,mixed,mixed
406,ARNTL,2,2,2,soleus; tibialis anterior,OSD-105; OSD-770,Mus musculus,2,0,1.3838,5.27939e-14,1.2443,False,consistent,up
4239,MFAP4,2,2,2,extensor digitorum longus; soleus,OSD-770; OSD-99,Mus musculus,1,1,-1.4304,2.75523e-10,-0.12659999999999993,False,mixed,mixed
4322,MMP13,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-99,Mus musculus,2,0,4.7525,0.00129581,3.5047500000000005,False,consistent,up
440279,UNC13C,2,2,2,soleus; tibialis anterior,OSD-104; OSD-105,Mus musculus,2,0,1.0577,0.00255447,1.03705,False,consistent,up
4609,MYC,2,2,2,extensor digitorum longus; soleus,OSD-770; OSD-99,Mus musculus,1,1,1.5842,4.53627e-09,0.2782,False,mixed,mixed
4618,MYF6,2,2,2,gastrocnemius; soleus,OSD-422; OSD-770,Mus musculus; Rattus norvegicus,2,0,1.5701,1.62965e-11,1.3732,False,consistent,up
4624,MYH6,2,2,2,quadriceps femoris; soleus,OSD-326; OSD-770,Mus musculus,1,1,-1.5138,0.00105139,-0.23185,False,mixed,mixed
4633,MYL2,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-326,Mus musculus,0,2,-3.2386,1.0556e-23,-2.21195,False,consistent,down
4753,NELL2,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-665,Mus musculus,2,0,1.1272,0.00102059,1.11855,False,consistent,up
478,ATP1A3,2,2,2,bone marrow; soleus,OSD-104; OSD-690,Mus musculus,1,1,1.3659,0.00149832,0.1139,False,mixed,mixed
4804,NGFR,2,2,2,soleus; tibialis anterior,OSD-576; OSD-770,Mus musculus,2,0,1.6426,0.000445775,1.3346,False,consistent,up
487,ATP2A1,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,-1.7507,1.30598e-10,-0.24614999999999998,False,mixed,mixed
4901,NRL,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,-2.8378,0.000623282,-0.3389,False,mixed,mixed
4939,OAS2,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.4882,0.000109154,-1.2530000000000001,False,consistent,down
4940,OAS3,2,2,2,bone marrow; quadriceps femoris,OSD-666; OSD-690,Mus musculus,0,2,-1.4606,7.5212e-13,-1.339,False,consistent,down
5021,OXTR,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.4653,0.000538494,1.8723,False,consistent,up
5054,SERPINE1,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-665,Mus musculus,1,1,-1.9686,1.00458e-20,-0.47029999999999994,False,mixed,mixed
5077,PAX3,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.2789,0.000139646,1.14435,False,consistent,up
51066,SSUH2,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.0722,0.0025932,-1.0627,False,consistent,down
51083,GAL,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-2.7976,0.0176434,-2.4323,False,consistent,down
51127,TRIM17,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.2653,0.000444993,-1.15765,False,consistent,down
51131,PHF11,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-666; OSD-99,Mus musculus,1,1,1.7542,0.00041846,0.358,False,mixed,mixed
51161,C3orf18,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,1,1,1.5986,1.70626e-19,0.20284999999999997,False,mixed,mixed
51338,MS4A4A,2,2,2,gastrocnemius; tibialis anterior,OSD-422; OSD-576,Mus musculus; Rattus norvegicus,1,1,2.1157,0.0136699,0.12290000000000001,False,mixed,mixed
5142,PDE4B,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.0432,1.68692e-14,1.03295,False,consistent,up
5144,PDE4D,2,2,2,gastrocnemius; soleus,OSD-422; OSD-770,Mus musculus; Rattus norvegicus,2,0,2.2573,8.51307e-16,1.8742,False,consistent,up
5314,PKHD1,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,2,0,2.7149,0.000280992,2.5218,False,consistent,up
5317,PKP1,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,2,0,6.0118,0.0117847,3.96585,False,consistent,up
5329,PLAUR,2,2,2,gastrocnemius; soleus,OSD-101; OSD-104,Mus musculus,0,2,-1.293,0.00109851,-1.20055,False,consistent,down
5375,PMP2,2,2,2,gastrocnemius; soleus,OSD-422; OSD-770,Mus musculus; Rattus norvegicus,1,1,7.4323,0.00174776,3.0919999999999996,False,mixed,mixed
54509,RHOF,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,0,2,-1.5579,0.00259809,-1.2881,False,consistent,down
54541,DDIT4,2,2,2,gastrocnemius; soleus,OSD-104; OSD-422,Mus musculus; Rattus norvegicus,2,0,2.3419,5.08287e-11,1.8161,False,consistent,up
5465,PPARA,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.8412,8.51349e-10,-1.5810499999999998,False,consistent,down
54716,SLC6A20,2,2,2,bone marrow; soleus,OSD-104; OSD-690,Mus musculus,1,1,2.7758,0.00065797,0.8243999999999999,False,mixed,mixed
54855,TENT5C,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.0999,2.30195e-07,1.0709,False,consistent,up
54971,BANP,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.3003,0.0018031,-1.1583,False,consistent,down
55118,CRTAC1,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,1,1,1.8429,0.0300252,0.02364999999999995,False,mixed,mixed
55220,KLHDC8A,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.2033,0.0162924,-1.12745,False,consistent,down
55289,ACOXL,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,3.3707,2.67421e-08,2.9730999999999996,False,consistent,up
55321,TMEM74B,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.8333,5.44912e-06,-1.8157,False,consistent,down
55350,VNN3P,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.113,0.00582596,1.92305,False,consistent,up
55359,STYK1,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.8646,4.12248e-08,1.4912,False,consistent,up
554313,H4C15,2,2,2,extensor digitorum longus; soleus,OSD-770; OSD-99,Mus musculus,2,0,1.9785,0.0102514,1.50705,False,consistent,up
55584,CHRNA9,2,2,2,gastrocnemius; tibialis anterior,OSD-101; OSD-105,Mus musculus,2,0,1.679,5.48188e-06,1.52005,False,consistent,up
55740,ENAH,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.7677,4.32928e-41,1.9043999999999999,False,consistent,up
5577,PRKAR2B,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.2097,1.75573e-05,1.9617,False,consistent,up
55816,DOK5,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-99,Mus musculus,1,1,-1.247,2.06234e-15,-0.09175000000000011,False,mixed,mixed
5602,MAPK10,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,1,1,1.8447,0.00201089,0.34075,False,mixed,mixed
56265,CPXM1,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.2975,0.000105781,1.15165,False,consistent,up
56300,IL36G,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-3.8492,0.00343919,-3.3146,False,consistent,down
56474,CTPS2,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.0382,3.11444e-12,1.0243,False,consistent,up
5654,HTRA1,2,2,2,bone marrow; tibialis anterior,OSD-576; OSD-690,Mus musculus,1,1,-1.8454,7.51642e-09,-0.22934999999999994,False,mixed,mixed
56670,SUCNR1,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.1497,0.00492648,2.04975,False,consistent,up
56675,NRIP3,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,-1.429,3.15327e-05,-0.18400000000000005,False,mixed,mixed
56729,RETN,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.9529,0.000657273,1.8437999999999999,False,consistent,up
56899,ANKS1B,2,2,2,quadriceps femoris; tibialis anterior,OSD-105; OSD-666,Mus musculus,1,1,-1.8493,0.00468843,-0.2489,False,mixed,mixed
57104,PNPLA2,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.2813,1.23959e-16,1.2169500000000002,False,consistent,up
57156,TMEM63C,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,3.6605,1.35309e-05,3.1082,False,consistent,up
5733,PTGER3,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.4267,1.39486e-06,2.3189,False,consistent,up
57475,PLEKHH1,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-103; OSD-665,Mus musculus,1,1,-1.2793,4.97225e-07,-0.05015000000000003,False,mixed,mixed
57529,RTL9,2,2,2,soleus; tibialis anterior,OSD-104; OSD-105,Mus musculus,2,0,1.4298,0.0138688,1.2654999999999998,False,consistent,up
57530,CGN,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,2.3539,0.00227877,1.9634,False,consistent,up
57611,ISLR2,2,2,2,bone marrow; quadriceps femoris,OSD-666; OSD-690,Mus musculus,0,2,-1.5009,0.000886904,-1.3089499999999998,False,consistent,down
57663,USP29,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.7772,0.0022571,1.52585,False,consistent,up
57683,ZDBF2,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,0,2,-1.2713,1.46313e-06,-1.19355,False,consistent,down
57699,CPNE5,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,1.8325,0.016662,0.3762,False,mixed,mixed
57761,TRIB3,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,1,1,-1.2293,4.07267e-08,-0.08340000000000003,False,mixed,mixed
57795,BRINP2,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,2,0,1.6188,2.87517e-08,1.47775,False,consistent,up
5801,PTPRR,2,2,2,bone marrow; tibialis anterior,OSD-576; OSD-690,Mus musculus,1,1,1.2996,5.55388e-05,0.14480000000000004,False,mixed,mixed
5832,ALDH18A1,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,0,2,-1.1927,0.00667739,-1.1468500000000001,False,consistent,down
5956,OPN1LW,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.8992,0.00323176,1.4585,False,consistent,up
6036,RNASE2,2,2,2,bone marrow; extensor digitorum longus,OSD-690; OSD-99,Mus musculus,2,0,1.9961,6.43931e-06,1.64635,True,consistent,up
6037,RNASE3,2,2,2,bone marrow; extensor digitorum longus,OSD-690; OSD-99,Mus musculus,2,0,1.9961,6.43931e-06,1.64635,True,consistent,up
60401,EDA2R,2,2,2,soleus; tibialis anterior,OSD-576; OSD-770,Mus musculus,2,0,1.7382,6.00796e-09,1.4546999999999999,False,consistent,up
60468,BACH2,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.6681,1.88938e-05,1.3797,False,consistent,up
6101,RP1,2,2,2,extensor digitorum longus; tibialis anterior,OSD-105; OSD-99,Mus musculus,2,0,1.7434,9.80289e-18,1.502,False,consistent,up
6279,S100A8,2,2,2,soleus; tibialis anterior,OSD-576; OSD-770,Mus musculus,0,2,-2.5652,0.00144225,-2.3997,False,consistent,down
6296,ACSM3,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,2.2082,0.00729155,1.9080500000000002,False,consistent,up
6354,CCL7,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,0,2,-2.4654,0.00290748,-2.14005,False,consistent,down
63926,ANKEF1,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.6303,0.00450173,1.4883000000000002,False,consistent,up
6402,SELL,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.3361,0.0343791,-1.27405,False,consistent,down
64093,SMOC1,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.689,0.000115944,1.44795,False,consistent,up
643680,MS4A4E,2,2,2,gastrocnemius; tibialis anterior,OSD-422; OSD-576,Mus musculus; Rattus norvegicus,1,1,2.1157,0.0136699,0.12290000000000001,False,mixed,mixed
64388,GREM2,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.4882,3.60868e-07,-1.46,False,consistent,down
643904,RNF222,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,0,2,-2.8644,1.03937e-06,-2.0711,False,consistent,down
646643,SBK2,2,2,2,quadriceps femoris; soleus,OSD-103; OSD-104,Mus musculus,2,0,1.4966,4.62785e-36,1.4787,False,consistent,up
6528,SLC5A5,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-2.4164,0.0074947,-2.19885,False,consistent,down
653604,H3C13,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-99,Mus musculus,2,0,2.2677,6.00195e-05,1.66635,True,consistent,up
6563,SLC14A1,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.7403,0.00109966,1.6547,False,consistent,up
6574,SLC20A1,2,2,2,soleus; tibialis anterior,OSD-104; OSD-576,Mus musculus,0,2,-1.4092,3.47262e-10,-1.2776,False,consistent,down
658,BMPR1B,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.4113,3.72501e-17,1.3518,False,consistent,up
66000,TMEM108,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,1.7149,2.79233e-05,0.24765000000000004,False,mixed,mixed
6833,ABCC8,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,2,0,1.0155,2.52458e-06,1.01145,False,consistent,up
7037,TFRC,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-1.7723,2.47401e-13,-1.4573,False,consistent,down
7057,THBS1,2,2,2,extensor digitorum longus; tibialis anterior,OSD-105; OSD-99,Mus musculus,2,0,1.2672,7.22798e-16,1.23445,False,consistent,up
7122,CLDN5,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.4485,7.78744e-10,1.2856999999999998,False,consistent,up
7140,TNNT3,2,2,2,bone marrow; soleus,OSD-690; OSD-770,Mus musculus,1,1,-2.6704,6.4941e-10,-0.7879499999999999,False,mixed,mixed
716,C1S,2,2,2,bone marrow; quadriceps femoris,OSD-666; OSD-690,Mus musculus,1,1,1.8669,0.00197606,0.17879999999999996,False,mixed,mixed
7274,TTPA,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.2232,0.0126621,1.12195,False,consistent,up
7294,TXK,2,2,2,extensor digitorum longus; soleus,OSD-665; OSD-770,Mus musculus,2,0,1.9287,0.000415144,1.77255,False,consistent,up
729438,CASTOR2,2,2,2,bone marrow; soleus,OSD-104; OSD-690,Mus musculus,1,1,-1.3807,3.71743e-25,-0.14990000000000003,False,mixed,mixed
7358,UGDH,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-665; OSD-666,Mus musculus,0,2,-1.2249,0.00155534,-1.2146,False,consistent,down
7374,UNG,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-2.1301,2.85453e-21,-1.58495,False,consistent,down
7465,WEE1,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,0,2,-1.1175,1.03829e-06,-1.0979,False,consistent,down
7535,ZAP70,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.5907,0.00310873,1.4693,False,consistent,up
7695,ZNF136,2,2,2,bone marrow; extensor digitorum longus,OSD-690; OSD-99,Mus musculus,0,2,-1.5093,0.000133325,-1.4341,False,consistent,down
771,CA12,2,2,2,quadriceps femoris; soleus,OSD-104; OSD-666,Mus musculus,2,0,2.3562,8.31593e-05,1.847,False,consistent,up
777,CACNA1E,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,2,0,1.5646,0.00480824,1.4908000000000001,False,consistent,up
79168,LILRA6,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-666; OSD-99,Mus musculus,1,1,-1.2776,0.00588974,-0.038550000000000084,True,mixed,mixed
79173,BRME1,2,2,2,extensor digitorum longus; quadriceps femoris,OSD-666; OSD-99,Mus musculus,0,2,-1.0792,0.00252732,-1.0539999999999998,False,consistent,down
79744,ZNF419,2,2,2,quadriceps femoris; tibialis anterior,OSD-576; OSD-666,Mus musculus,0,2,-1.0579,2.63479e-06,-1.02975,False,consistent,down
79755,ZNF750,2,2,2,quadriceps femoris; soleus,OSD-666; OSD-770,Mus musculus,0,2,-3.9182,9.90234e-11,-2.9702,False,consistent,down
79843,FAM124B,2,2,2,extensor digitorum longus; soleus,OSD-104; OSD-99,Mus musculus,2,0,1.8158,8.7081e-06,1.49905,False,consistent,up
79846,CFAP69,2,2,2,extensor digitorum longus; tibialis anterior,OSD-576; OSD-665,Mus musculus,0,2,-1.6894,0.00528337,-1.5371000000000001,False,consistent,down
