humanSymbol	symbol	hEntrez	direction	l2fc_WT	p_WT	l2fc_KO	p_KO	n_arms	both_samedir	nrf2_dependent	bone_role	bone_evidence	digcfde_bonecat	rdkg_pheno	osteoarthritis	specificity	nTissues	priority	tier
AKR1E2	Akr1e1	83592	↑	0.936845	0.0137407			1		False		gwas_strong	BMD|fracture|osteoporosis		False			31.2	B
KIRREL1	Kirrel1	55243	↓	-0.928693	0.0471287			1		False		gwas_strong	BMD|osteoporosis		False			31.2	B
SYNE3	Syne3	161176	↓			-0.785503	4.67786e-06	1		True		gwas_bmd	BMD		False			31.2	C
NEK3	Nek3	4752	↓	-0.90984	0.000389505			1		False		gwas_strong	fracture		False			31.1	B
APLNR	Aplnr	187	↓			-0.772052	0.0425201	1		True		gwas_bmd	BMD		False			31.1	C
IRS2	Irs2	8660	↓			-0.767678	8.81654e-05	1		True		gwas_bmd	BMD		False			31.1	C
DHRS9	Dhrs9	10170	↑			0.762033	0.0052317	1		True		gwas_bmd	BMD		False			31.1	C
RBM14-RBM4	Rbm14	100526737	↓			-0.75811	1.03333e-05	1		True		gwas_bmd	BMD		False			31.1	C
RBM14	Rbm14	10432	↓			-0.75811	1.03333e-05	1		True		gwas_bmd	BMD		False			31.1	C
SCRIB	Scrib	23513	↓			-0.7526	1.37131e-05	1		True		gwas_bmd	BMD		False			31.0	C
NAGLU	Naglu	4669	↓			-0.745873	0.00407482	1		True		gwas_bmd	BMD		False			31.0	C
EFNB1	Efnb1	1947	↓			-0.729827	0.00621957	1		True		gwas_bmd	BMD		False			30.9	C
RFNG	Rfng	5986	↓			-0.728447	0.000676895	1		True		gwas_bmd	BMD		False			30.9	C
GIT1	Git1	28964	↓			-0.72408	0.00267235	1		True		gwas_bmd	BMD		False			30.8	C
MAZ	Maz	4150	↓			-0.712934	3.30816e-08	1		True		gwas_bmd	BMD		False			30.8	C
SLC29A3	Slc29a3	55315	↓			-0.70306	0.00657151	1		True		gwas_bmd	BMD		False			30.7	C
BCR	Bcr	613	↓			-0.699789	0.00095295	1		True		gwas_bmd	BMD		False			30.7	C
TIE1	Tie1	7075	↓			-0.693802	0.0297889	1		True		gwas_bmd	BMD		False			30.6	C
KIF13A	Kif13a	63971	↓			-0.679042	0.00724357	1		True		gwas_bmd	BMD		False			30.5	C
SLC38A10	Slc38a10	124565	↓			-0.673227	3.58632e-06	1		True		gwas_bmd	BMD		False			30.5	C
RTL6	Rtl6	84247	↓			-0.657822	0.0286244	1		True		gwas_bmd	BMD		False			30.4	C
LTBP1	Ltbp1	4052	↓	-0.788124	0.0404365			1		False		gwas_strong	fracture		True			30.3	B
GAS2L1	Gas2l1	10634	↓			-0.651399	0.0454541	1		True		gwas_bmd	BMD		False			30.3	C
MAFB	Mafb	9935	↓			-0.650069	0.00892198	1		True		gwas_bmd	BMD|osteolysis_necrosis		False			30.3	C
ATP5ME	Atp5k	521	↑			0.649615	0.00607882	1		True		gwas_bmd	BMD		False			30.3	C
PLPPR3	Plppr3	79948	↓			-0.643942	0.0309603	1		True		gwas_bmd	BMD		False			30.3	C
UBQLN2	Ubqln2	29978	↓			-0.642866	0.00788725	1		True		gwas_bmd	BMD		False			30.3	C
LAMC1	Lamc1	3915	↓			-0.629404	0.0109347	1		True		gwas_bmd	BMD		False			30.2	C
LGALS3	Lgals3	3958	↑	0.760457	1.12658e-07			1		False		gwas_strong	BMD|fracture		False			30.1	B
STXBP1	Stxbp1	6812	↓			-0.616443	0.0422344	1		True		gwas_bmd	BMD		False			30.1	C
PIEZO1	Piezo1	9780	↓			-0.613917	0.00123917	1		True		gwas_bmd	BMD		False			30.1	C
VCAN	Vcan	1462	↑	0.744029	0.0288592			1		False		gwas_strong	BMD|fracture|osteoporosis		False			30.0	B
HMGCLL1	Hmgcll1	54511	↓	-1.03357	0.00399295			1		False		gwas_bmd	BMD		False	intermediate	2.0	29.9	C
CCR3|LOC105377067	Ccr3	1232	↑	0.73125	0.000189017			1		False		gwas_strong	osteoporosis		False			29.9	B
CLIC5	Clic5	53405	↓	-0.728564	0.0479682			1		False		gwas_strong	osteoporosis		False			29.9	B
LEMD2	Lemd2	221496	↓			-0.580212	6.54484e-06	1		True		gwas_bmd	BMD		False			29.9	C
PIGS	Pigs	94005	↓			-0.579864	0.00689164	1		True		gwas_bmd	BMD		False			29.9	C
ARID1A	Arid1a	8289	↓			-0.575121	0.00551434	1		True		gwas_bmd	BMD		False			29.8	C
JUNB	Junb	3726	↑	0.70431	0.0215015			1		False		gwas_strong	BMD|fracture		False			29.7	B
SRF	Srf	6722	↓			-0.556106	0.0185166	1		True		gwas_bmd	BMD		False			29.7	C
FAR2	Far2	55711	↑			0.554847	2.82046e-06	1		True		gwas_bmd	BMD		False			29.7	C
ACO1	Aco1	48	↓			-0.549276	0.0017744	1		True		gwas_bmd	BMD		False			29.7	C
SELENOM	Selenom	140606	↑	0.695562	0.000395835			1		False		gwas_strong	fracture		False			29.6	B
VANGL2	Vangl2	57216	↓	-0.694352	0.0334473			1		False		gwas_strong	BMD|fracture		False			29.6	B
SCN4A	Scn4a	6329	↓	-0.689508	0.00962571			1		False		gwas_strong	osteoporosis		False			29.6	B
ABTB2	Abtb2	25841	↓			-0.538829	0.0191856	1		True		gwas_bmd	BMD		False			29.6	C
IRS1	Irs1	3667	↓	-0.678039	0.0243858			1		False		gwas_strong	BMD|fracture		False			29.5	B
STK39	Stk39	27347	↑			0.532292	0.0205322	1		True		gwas_bmd	BMD		False			29.5	C
GNA11	Gna11	2767	↓			-0.527256	0.00361909	1		True		gwas_bmd	BMD		False			29.5	C
HDAC4	Hdac4	9759	↓			-0.524677	0.0223498	1		True		gwas_bmd	BMD		False			29.5	C
ZXDB	Zxdb	158586	↓			-0.523669	0.0211985	1		True		gwas_bmd	BMD		False			29.5	C
ZXDA	Zxdb	7789	↓			-0.523669	0.0211985	1		True		gwas_bmd	BMD		False			29.5	C
KLF6	Klf6	1316	↑			0.516838	0.00125041	1		True		gwas_bmd	BMD		False			29.4	C
PGRMC2	Pgrmc2	10424	↓			-0.507897	8.88775e-05	1		True		gwas_bmd	BMD		False			29.4	C
AHR	Ahr	196	↑			0.507835	0.0389026	1		True		gwas_bmd	BMD		False			29.4	C
GLG1	Glg1	2734	↓			-0.506239	0.00556182	1		True		gwas_bmd	BMD		False			29.4	C
FHOD1	Fhod1	29109	↓			-0.503755	0.00469295	1		True		gwas_bmd	BMD		False			29.4	C
TULP3	Tulp3	7289	↓	-0.638933	0.0382701			1		False		gwas_strong	BMD|fracture		False			29.3	B
CSF3R	Csf3r	1441	↓			-0.500628	0.0319852	1		True		gwas_bmd	BMD		False			29.3	C
CHAF1B	Chaf1b	8208	↓			-0.499678	0.000216856	1		True		gwas_bmd	BMD		False			29.3	C
PIAS4	Pias4	51588	↓			-0.489667	0.000239032	1		True		gwas_bmd	BMD		False			29.3	C
CD5L	Cd5l	922	↑	0.636514	0.00764042			1		False		gwas_strong	BMD|fracture		False			29.2	B
HCST	Hcst	10870	↑	0.634522	0.000634846			1		False		gwas_strong	BMD|fracture		False			29.2	B
NME4	Nme4	4833	↑	0.63074	0.0102454			1		False		gwas_strong	fracture		False			29.2	B
TARBP1	Tarbp1	6894	↓			-0.487426	0.00117366	1		True		gwas_bmd	BMD		False			29.2	C
PTBP1	Ptbp1	5725	↓			-0.484924	0.00253687	1		True		gwas_bmd	BMD		False			29.2	C
LARP1	Larp1	23367	↓			-0.479211	0.0132073	1		True		gwas_bmd	BMD		False			29.2	C
UTP11	Utp11	51118	↑			0.477239	5.63654e-05	1		True		gwas_bmd	BMD		False			29.2	C
NAB1	Nab1	4664	↑			0.47646	0.000198768	1		True		gwas_bmd	BMD		False			29.2	C
MRPS35	Mrps35	60488	↑			0.476085	0.00870227	1		True		gwas_bmd	BMD		False			29.2	C
INHBA	Inhba	3624	↑			0.473423	0.00351651	1		True		gwas_bmd	BMD		False			29.2	C
SNAP47	Snap47	116841	↑	0.609242	0.01168			1		False		gwas_strong	BMD|fracture		False			29.1	B
GIMAP7	Gimap7	168537	↑			0.471019	0.00527671	1		True		gwas_bmd	BMD		False			29.1	C
PTMS	Ptms	5763	↓			-0.460249	0.0111859	1		True		gwas_bmd	BMD		False			29.1	C
METRNL	Metrnl	284207	↑	0.606475	0.000176438			1		False		gwas_strong	fracture		False			29.0	B
RPP38	Rpp38	10557	↑			0.444608	0.033168	1		True		gwas_bmd	BMD		False			29.0	C
PHC2	Phc2	1912	↓			-0.443712	0.00162656	1		True		gwas_bmd	BMD		False			29.0	C
CLEC11A	Clec11a	6320	↑	0.589031	0.036905			1		False		gwas_strong	fracture		False			28.9	B
RUNX1T1	Runx1t1	862	↓	-0.587699	0.0448567			1		False		gwas_strong	BMD|fracture		False			28.9	B
CBR4	Cbr4	84869	↑	0.582465	0.00975074			1		False		gwas_strong	BMD|fracture		False			28.9	B
CCDC77	Ccdc77	84318	↓	-0.581227	8.67792e-06			1		False		gwas_strong	BMD|fracture		False			28.9	B
SOX13	Sox13	9580	↑	0.580881	0.0331323			1		False		gwas_strong	BMD|fracture|osteoporosis		False			28.9	B
TSC2	Tsc2	7249	↓			-0.435414	0.0206468	1		True		gwas_bmd	BMD		False			28.9	C
MTAP	Mtap	4507	↑			0.428326	0.00191428	1		True		gwas_bmd	BMD		False			28.9	C
NUFIP1	Nufip1	26747	↑			0.427637	0.00242868	1		True		gwas_bmd	BMD		False			28.9	C
CTNNBIP1	Ctnnbip1	56998	↑	0.572565	0.00641195			1		False		gwas_strong	BMD|fracture		False			28.8	B
POLQ	Polq	10721	↓	-0.570166	0.000349659			1		False		gwas_strong	osteoporosis		False			28.8	B
MTHFD1	Mthfd1	4522	↓			-0.424536	0.035382	1		True		gwas_bmd	BMD		False			28.8	C
XRCC4	Xrcc4	7518	↑			0.421298	0.00838513	1		True		gwas_bmd	BMD		False			28.8	C
ZFP41	Zfp41	286128	↓			-0.419102	0.00670683	1		True		gwas_bmd	BMD		False			28.8	C
CTNND1	Ctnnd1	1500	↓			-0.417488	0.0467295	1		True		gwas_bmd	BMD		False			28.8	C
CYTIP	Cytip	9595	↑	0.557009	0.00718379			1		False		gwas_strong	osteoporosis		False			28.7	B
ATP5MC2	Atp5g2	517	↑	0.547554	7.18853e-06			1		False		gwas_strong	BMD|fracture		False			28.7	B
PDLIM1	Pdlim1	9124	↓			-0.410223	0.0189876	1		True		gwas_bmd	BMD		False			28.7	C
ACD	Acd	65057	↓			-0.409648	0.00716375	1		True		gwas_bmd	BMD		False			28.7	C
CCDC88C	Ccdc88c	440193	↓			-0.405052	0.0131943	1		True		gwas_bmd	BMD		False			28.7	C
EIF3B	Eif3b	8662	↓			-0.402805	0.0306273	1		True		gwas_bmd	BMD		False			28.7	C
LRRK2	Lrrk2	120892	↑			0.402121	0.021635	1		True		gwas_bmd	BMD		False			28.7	C
UBTF	Ubtf	7343	↓			-0.401795	2.7017e-05	1		True		gwas_bmd	BMD		False			28.7	C
PSD3	Psd3	23362	↓	-0.542304	0.00145807			1		False		gwas_strong	BMD|fracture|osteoporosis		False			28.6	B
GLCCI1	Glcci1	113263	↓			-0.396842	0.0207834	1		True		gwas_bmd	BMD		False			28.6	C
SMG9	Smg9	56006	↓			-0.396179	0.0167695	1		True		gwas_bmd	BMD		False			28.6	C
HNRNPU	Hnrnpu	3192	↓			-0.395461	0.00261486	1		True		gwas_bmd	BMD		False			28.6	C
DEAF1	Deaf1	10522	↓			-0.393609	0.00181263	1		True		gwas_bmd	BMD		False			28.6	C
MINPP1	Minpp1	9562	↓			-0.389529	0.0059618	1		True		gwas_bmd	BMD		False			28.6	C
RXRB	Rxrb	6257	↓			-0.38328	0.00689062	1		True		gwas_bmd	BMD		False			28.6	C
RIOX1	Riox1	79697	↑	0.52777	0.00115674			1		False		gwas_strong	BMD|fracture		False			28.5	B
DCTD	Dctd	1635	↑			0.38165	0.0425799	1		True		gwas_bmd	BMD		False			28.5	C
TIPARP	Tiparp	25976	↑			0.380987	0.0139327	1		True		gwas_bmd	BMD		False			28.5	C
TMUB2	Tmub2	79089	↓			-0.376733	0.000589004	1		True		gwas_bmd	BMD		False			28.5	C
MLH3	Mlh3	27030	↑			0.376716	0.0075338	1		True		gwas_bmd	BMD		False			28.5	C
DIPK2A	Dipk2a	205428	↓			-0.372834	0.0173573	1		True		gwas_bmd	BMD		False			28.5	C
SCYL1	Scyl1	57410	↓			-0.368213	0.0102936	1		True		gwas_bmd	BMD		False			28.5	C
C6orf62	BC005537	81688	↓			-0.36774	0.00138274	1		True		gwas_bmd	BMD		False			28.5	C
ACMSD	Acmsd	130013	↓	-0.516462	0.016006			1		False		gwas_strong	BMD|fracture		False			28.4	B
TCF4	Tcf4	6925	↓	-0.516124	0.000335612			1		False		gwas_strong	BMD|osteoporosis		False			28.4	B
DUSP6	Dusp6	1848	↑	0.516061	0.00882767			1		False		gwas_strong	BMD|fracture		False			28.4	B
ZNF85	Zfp953	7639	↑			0.365087	0.0285466	1		True		gwas_bmd	BMD		False			28.4	C
CHPF2	Chpf2	54480	↓			-0.364711	0.0234649	1		True		gwas_bmd	BMD		False			28.4	C
TRRAP	Trrap	8295	↓			-0.359335	0.0462433	1		True		gwas_bmd	BMD		False			28.4	C
GALM	Galm	130589	↑			0.356411	0.0451757	1		True		gwas_bmd	BMD		False			28.4	C
AMN1	Amn1	196394	↑			0.353414	0.0221622	1		True		gwas_bmd	BMD		False			28.4	C
MTX2	Mtx2	10651	↑	0.500917	0.00856328			1		False		gwas_strong	BMD|fracture|osteolysis_necrosis		False			28.3	B
RPN1	Rpn1	6184	↑	0.497998	0.00196916			1		False		gwas_strong	osteoporosis		False			28.3	B
CHCHD7	Chchd7	79145	↑	0.49658	0.0120641			1		False		gwas_strong	fracture		False			28.3	B
TP53I11	Trp53i11	9537	↓	-0.494541	0.0256998			1		False		gwas_strong	fracture		False			28.3	B
TIAM2	Tiam2	26230	↑			0.347175	0.0213864	1		True		gwas_bmd	BMD		False			28.3	C
TMED2	Tmed2	10959	↑			0.344443	0.021428	1		True		gwas_bmd	BMD		False			28.3	C
POGLUT1	Poglut1	56983	↑			0.343876	0.00409604	1		True		gwas_bmd	BMD		False			28.3	C
MYSM1	Mysm1	114803	↑			0.343737	0.0146225	1		True		gwas_bmd	BMD		False			28.3	C
UTP23	Utp23	84294	↑			0.342606	0.0426158	1		True		gwas_bmd	BMD		False			28.3	C
RYBP	Rybp|Rybp-ps	23429	↑			0.341865	0.00613388	1		True		gwas_bmd	BMD		False			28.3	C
ANKRD44	Ankrd44	91526	↑			0.340957	0.0302864	1		True		gwas_bmd	BMD		False			28.3	C
MAP1LC3A	Map1lc3a	84557	↑	0.487489	0.0142033			1		False		gwas_strong	fracture		False			28.2	B
LFNG	Lfng	3955	↑	0.486646	0.00184442			1		False		gwas_strong	BMD|fracture		False			28.2	B
TNF	Tnf	7124	↑	0.475657	0.00628465			1		False		gwas_strong	BMD|fracture		True			28.2	B
LIN7C	Lin7c	55327	↑			0.335783	0.015404	1		True		gwas_bmd	BMD		False			28.2	C
TET2	Tet2	54790	↑			0.325678	0.0356786	1		True		gwas_bmd	BMD		False			28.2	C
PIGN	Pign	23556	↑			0.323516	0.0377275	1		True		gwas_bmd	BMD		False			28.2	C
CAMK2D	Camk2d	817	↓	-0.471261	0.00807438			1		False		gwas_strong	osteoporosis		False			28.1	B
HMGA1	Hmga1	3159	↓			-0.320205	0.0369409	1		True		gwas_bmd	BMD		False			28.1	C
LDB1	Ldb1	8861	↓			-0.318685	0.00378789	1		True		gwas_bmd	BMD		False			28.1	C
ALG12	Alg12	79087	↑			0.315277	0.0246604	1		True		gwas_bmd	BMD		False			28.1	C
TUBA1C	Tuba1c	84790	↓			-0.312582	0.00497825	1		True		gwas_bmd	BMD		False			28.1	C
TRNP1	Trnp1	388610	↑	1.50133	0.0427784			1		False		gwas_bmd	BMD		False	systemic	4.0	28.0	C
NR2F2	Nr2f2	7026	↓	-1.49807	0.0378122			1		False		gwas_bmd	BMD		False	systemic	7.0	28.0	C
SLC39A11	Slc39a11	201266	↑	0.450021	0.00379034			1		False		gwas_strong	osteoporosis		False			28.0	B
NDUFB4	Ndufb4|Ndufb4c|Ndufb4b	4710	↑	0.449507	0.0143573			1		False		gwas_strong	osteoporosis		False			28.0	B
ABCE1	Abce1	6059	↑			0.306423	0.0226218	1		True		gwas_bmd	BMD		False			28.0	C
USP3	Usp3	9960	↑			0.302881	0.0331432	1		True		gwas_bmd	BMD		False			28.0	C
NAA11	Txnl4a|Naa12	84779	↑			0.295562	0.0197241	1		True		gwas_bmd	BMD		False			28.0	C
NSMCE1	Nsmce1	197370	↑	0.437746	0.00248871			1		False		gwas_strong	osteoporosis		False			27.9	B
RPL5	Rpl5	6125	↑	0.434928	0.00985073			1		False		gwas_strong	fracture		False			27.9	B
TTC32	Ttc32	130502	↑	0.431991	0.00379207			1		False		gwas_strong	osteoporosis		False			27.9	B
PHOSPHO2	Phospho2	493911	↑	0.431381	0.021356			1		False		gwas_strong	osteoporosis		False			27.9	B
HDAC2	Hdac2	3066	↑			0.286741	0.0188378	1		True		gwas_bmd	BMD		False			27.9	C
ABRAXAS2	Abraxas2	23172	↑			0.281506	0.0059312	1		True		gwas_bmd	BMD		False			27.9	C
EMD	Emd	2010	↑			0.281174	0.0387502	1		True		gwas_bmd	BMD		False			27.9	C
SUMO1	Sumo1	7341	↑	0.427057	0.0158789			1		False		gwas_strong	osteoporosis		False			27.8	B
CENPW	Cenpw	387103	↑	0.425221	0.0473598			1		False		gwas_strong	BMD|fracture		False			27.8	B
ICA1	Ica1	3382	↑	0.424069	0.0202103			1		False		gwas_strong	osteoporosis		False			27.8	B
SH3PXD2A	Sh3pxd2a	9644	↓	-0.419694	0.0252661			1		False		gwas_strong	fracture|osteoporosis		False			27.8	B
BNIP2	Bnip2	663	↑			0.274077	0.0164118	1		True		gwas_bmd	BMD		False			27.8	C
VPS33A	Vps33a	65082	↓			-0.271555	0.0423171	1		True		gwas_bmd	BMD		False			27.8	C
UBE2E3	Ube2e3	10477	↓			-0.26514	0.0200494	1		True		gwas_bmd	BMD		False			27.8	C
HLA-DQA1	H2-Aa	3117	↑	0.410264	0.00838452			1		False		gwas_strong	osteoporosis		False			27.7	B
NSFL1C	Nsfl1c	55968	↑	0.401743	1.46153e-05			1		False		gwas_strong	fracture		False			27.7	B
FCER1G	Fcer1g	2207	↑	0.401411	0.000898112			1		False		gwas_strong	BMD|fracture		False			27.7	B
GPSM3	Gpsm3	63940	↑	0.401198	0.0236255			1		False		gwas_strong	BMD|fracture		False			27.7	B
CCR2	Ccr2	729230	↑	0.400608	0.0403925			1		False		gwas_strong	osteoporosis		False			27.7	B
NXN	Nxn	64359	↑	0.398407	0.001131			1		False		gwas_strong	BMD|fracture		False			27.7	B
CDCA7L	Cdca7l	55536	↑			0.258842	0.0278257	1		True		gwas_bmd	BMD		False			27.7	C
LEMD3	Lemd3	23592	↓			-0.25302	0.0314051	1		True		gwas_bmd	BMD		False			27.7	C
ATP7A	Atp7a	538	↑			0.248223	0.0497966	1		True		gwas_bmd	BMD		False			27.7	C
ARSB	Arsb	411	↑	0.394021	0.0244424			1		False		gwas_strong	BMD|fracture		False			27.6	B
ESR1	Esr1	2099	↓	-0.392927	0.0389424			1		False		gwas_strong	BMD|fracture|osteoporosis		False			27.6	B
ADPRS	Adprs	54936	↑	0.38327	0.0169707			1		False		gwas_strong	BMD|fracture		False			27.6	B
TSPAN5	Tspan5	10098	↑	0.372239	0.00385214			1		False		gwas_strong	osteoporosis		False			27.5	B
PDP1	Pdp1	54704	↑	0.371126	0.0243583			1		False		gwas_strong	osteoporosis		False			27.5	B
OXR1	Oxr1	55074	↑			0.227628	0.0209013	1		True		gwas_bmd	BMD		False			27.5	C
ZNF726	Zfp958	730087	↑	0.366215	0.0492027			1		False		gwas_strong	osteoporosis		False			27.4	B
WDSUB1	Wdsub1	151525	↓	-0.355726	0.0436636			1		False		gwas_strong	BMD|osteoporosis		False			27.4	B
EDEM1	Edem1	9695	↑			0.207078	0.0271418	1		True		gwas_bmd	BMD		False			27.4	C
PDXDC1	Pdxdc1	23042	↑			0.202615	0.0270408	1		True		gwas_bmd	BMD		False			27.4	C
ZMPSTE24	Zmpste24	10269	↑	0.350899	0.012535			1		False		gwas_strong	BMD|fracture|osteolysis_necrosis		False			27.3	B
WDR61	Wdr61	80349	↑	0.350096	0.0424886			1		False		gwas_strong	osteoporosis		False			27.3	B
FAM193A	Fam193a	8603	↓	-0.349308	0.0295393			1		False		gwas_strong	osteoporosis		False			27.3	B
CEBPA	Cebpa	1050	↑	0.34656	0.0448567			1		False		gwas_strong	BMD|fracture		False			27.3	B
PDLIM2	Pdlim2	64236	↑	0.342754	0.0184244			1		False		gwas_strong	osteoporosis		False			27.3	B
TGOLN2	Tgoln1	10618	↑			0.187818	0.0220122	1		True		gwas_bmd	BMD		False			27.3	C
ENPP6	Enpp6	133121	↓	-1.37276	0.0115172			1		False		gwas_bmd	BMD		False	systemic	4.0	27.2	C
LRP4		4038	↓			-0.331	0.0818	0		False	Wnt co-receptor/sclerostin	canonical						27.2	B
DCLRE1C	Dclre1c	64421	↓	-0.330432	0.016406			1		False		gwas_strong	osteoporosis		False			27.2	B
NAA10	Naa10	8260	↑	0.327844	0.0344557			1		False		gwas_strong	BMD|fracture		False			27.2	B
PITPNB	Pitpnb	23760	↑			0.184312	0.0220284	1		True		gwas_bmd	BMD		False			27.2	C
NDC80	Ndc80	10403	↓	-0.316953	0.0169391			1		False		gwas_strong	osteoporosis		False			27.1	B
APC	Apc	324	↓	-0.315789	0.0208933			1		False		gwas_strong	BMD|fracture|osteoporosis		False			27.1	B
MAPK3	Mapk3	5595	↑	0.309215	0.0378426			1		False		gwas_strong	BMD|fracture		False			27.1	B
CTBP2	Ctbp2	1488	↑	0.307642	0.0224212			1		False		gwas_strong	BMD|fracture|osteoporosis		False			27.1	B
BID	Bid	637	↑	0.302885	0.00913957			1		False		gwas_strong	fracture		False			27.0	B
PRKAR1A	Prkar1a	5573	↑	0.29721	0.00189261			1		False		gwas_strong	BMD|fracture		False			27.0	B
PHTF2	Phtf2	57157	↓	-0.292751	0.0480645			1		False		gwas_strong	osteoporosis		False			27.0	B
GSKIP	Gskip	51527	↑	0.285406	0.0324233			1		False		gwas_strong	BMD|fracture		False			26.9	B
RBL1	Rbl1	5933	↓	-0.283227	0.0112869			1		False		gwas_strong	BMD|fracture		False			26.9	B
AKT1	Akt1	207	↑	0.277341	0.0104572			1		False		gwas_strong	BMD|fracture		False			26.8	B
MAEA	Maea	10296	↑	0.276617	0.048825			1		False		gwas_strong	BMD|fracture		False			26.8	B
HEXA	Hexa	3073	↑	0.274328	0.0311031			1		False		gwas_strong	BMD|fracture		False			26.8	B
FKBP1A	Fkbp1a	2280	↑	0.269207	0.0349621			1		False		gwas_strong	BMD|fracture		False			26.8	B
SLC1A3	Slc1a3	6507	↓	-1.29861	0.00668905			1		False		gwas_bmd	BMD		False	systemic	5.0	26.7	C
DRG1	Drg1	4733	↑	0.25684	0.0145025			1		False		gwas_strong	fracture		False			26.7	B
MAP3K20	Map3k20	51776	↓	-0.256254	0.0311172			1		False		gwas_strong	osteoporosis		False			26.7	B
HEXB	Hexb	3074	↑	0.24855	0.0344974			1		False		gwas_strong	BMD|fracture		False			26.7	B
ATF4	Atf4	468	↓	-0.232427	0.031954			1		False		gwas_strong	BMD|fracture		False			26.5	B
PPM1A	Ppm1a	5494	↑	0.230559	0.0323869			1		False		gwas_strong	BMD|fracture		False			26.5	B
ZNF800	Zfp800	168850	↓	-0.227735	0.0489507			1		False		gwas_strong	BMD|fracture|osteoporosis		False			26.5	B
ETNK1	Etnk1	55500	↓	-0.225911	0.0197669			1		False		gwas_strong	BMD|fracture		False			26.5	B
NIPBL	Nipbl	25836	↓	-0.221655	0.0363416			1		False		gwas_strong	BMD|fracture|osteoporosis		False			26.5	B
CASP7	Casp7	840	↑	0.215916	0.0401347			1		False		gwas_strong	osteoporosis		False			26.4	B
MEX3C	Mex3c	51320	↑	0.2152	0.0453047			1		False		gwas_strong	BMD|fracture		False			26.4	B
EP300	Ep300	2033	↓	-0.21333	0.0498966			1		False		gwas_strong	BMD|fracture		False			26.4	B
RAF1	Raf1	5894	↑	0.213111	0.0287086			1		False		gwas_strong	BMD|fracture		False			26.4	B
HBS1L	Hbs1l	10767	↓	-0.203131	0.00815096			1		False		gwas_strong	fracture		False			26.4	B
PRKAG1	Prkag1	5571	↑	0.197248	0.0299349			1		False		gwas_strong	osteoporosis		False			26.3	B
PDE12	Pde12	201626	↑	0.192261	0.0368073			1		False		gwas_strong	fracture		False			26.3	B
RHOA	Rhoa	387	↑	0.192186	0.0302288			1		False		gwas_strong	BMD|fracture|osteoporosis		False			26.3	B
HOXA5	Hoxa5	3202	↓	-1.10521	0.0292555			1		False		gwas_bmd	BMD		False	systemic	7.0	25.4	C
EML6	Eml6	400954	↓	-1.09151	0.00906017			1		False		gwas_bmd	BMD		False	systemic	6.0	25.3	C
RAG1	Rag1	5896	↓	-1.08582	0.000117921			1		False		gwas_bmd	BMD		False	systemic	4.0	25.2	C
GPLD1	Gpld1	2822	↑	1.07555	0.00373915			1		False		gwas_bmd	BMD		False	systemic	7.0	25.2	C
ADARB1	Adarb1	104	↓	-1.03575	0.0416765			1		False		gwas_bmd	BMD		False	systemic	5.0	24.9	C
RAPSN	Rapsn	5913	↑	1.0152	0.0243858			1		False		gwas_bmd	BMD		False	systemic	6.0	24.8	C
SLC9A5	Slc9a5	6553	↓	-0.895909	0.0168324			1		False		gwas_bmd	BMD		False			24.0	C
ZNF484	Zfp268	83744	↑	0.828604	0.00085245			1		False		gwas_bmd	BMD		False			23.5	C
FRMD4B	Frmd4b	23150	↓	-0.786673	0.0377431			1		False		gwas_bmd	BMD		False			23.2	C
SLC38A9	Slc38a9	153129	↓	-0.770655	7.31583e-07			1		False		gwas_bmd	BMD		False			23.1	C
EPB41L5	Epb41l5	57669	↓	-0.764707	0.0108032			1		False		gwas_bmd	BMD		False			23.1	C
DST	Dst	667	↓	-0.738109	0.0286662			1		False		gwas_bmd	BMD		False			22.9	C
CABLES1	Cables1	91768	↑	0.687675	0.0486089			1		False		gwas_bmd	BMD		False			22.6	C
VANGL1	Vangl1	81839	↓	-0.681217	0.0019186			1		False		gwas_bmd	BMD		False			22.5	C
XRCC3	Xrcc3	7517	↓	-0.667787	0.0359087			1		False		gwas_bmd	BMD		False			22.5	C
RHOC	Rhoc	389	↑	0.621581	0.00253829			1		False		gwas_bmd	BMD		False			22.1	C
CIBAR1	Cibar1	137392	↑	0.612616	0.0159043			1		False		gwas_bmd	BMD		False			22.1	C
CETN3	Cetn3	1070	↑	0.609788	0.000183934			1		False		gwas_bmd	BMD		False			22.1	C
EBF1	Ebf1	1879	↓	-0.592991	0.00982304			1		False		gwas_bmd	BMD		False			22.0	C
CEP89	Cep89	84902	↓	-0.592759	1.28612e-05			1		False		gwas_bmd	BMD		False			22.0	C
PTPDC1	Ptpdc1	138639	↓	-0.591121	0.0269086			1		False		gwas_bmd	BMD		False			21.9	C
NAV1	Nav1	89796	↓	-0.579049	0.0133919			1		False		gwas_bmd	BMD		False			21.9	C
FCN1	Fcnb	2219	↑	0.579017	7.73403e-06			1		False		gwas_bmd	BMD		False			21.9	C
MRPS28	Mrps28	28957	↑	0.570517	0.00255502			1		False		gwas_bmd	BMD		False			21.8	C
RAB20	Rab20	55647	↑	0.567694	0.00328323			1		False		gwas_bmd	BMD		False			21.8	C
UBE2V2	Ube2v2	7336	↑	0.55869	0.012983			1		False		gwas_bmd	BMD		False			21.7	C
THEMIS	Themis	387357	↑	0.557476	0.0250456			1		False		gwas_bmd	BMD		False			21.7	C
